

C1 3.9768836 0.5000828 0.0295546 0.0055270 0.0021146 0.0007905 0.0002307 0.0000191 0.0000047 0.0000019 0.0000088 0.0000006 0.0000001 0.4808418
C2 0.5000828 3.8682183 0.4885485 0.0213679 0.0175751 0.0049062 0.0012090 0.0000510 0.0000304 0.0000140 0.0000299 0.0000008 0.0000002 0.0215145
C3 0.0295546 0.4885485 3.8767976 0.4665063 0.0499338 0.0252913 0.0049274 0.0006954 0.0001279 0.0000571 0.0001171 0.0000094 0.0000013 0.0032437
C4 0.0055270 0.0213679 0.4665063 3.4767471 0.4338274 0.4705077 0.0205120 0.0057316 0.0006133 0.0001156 0.0004394 0.0000401 0.0000076 0.0008145
O5 0.0021146 0.0175751 0.0499338 0.4338274 8.0743980 0.0382595 0.0107542 0.0018467 0.0001821 0.0003599 0.0001010 0.0000093 0.0000023 0.0002841
C6 0.0007905 0.0049062 0.0252913 0.4705077 0.0382595 3.8688139 0.4988865 0.0226211 0.0058603 0.0023892 0.0016337 0.0000683 0.0000116 0.0001965
C7 0.0002307 0.0012090 0.0049274 0.0205120 0.0107542 0.4988865 3.8706751 0.4849606 0.0318234 0.0117000 0.0116784 0.0004393 0.0000427 0.0000497
C8 0.0000191 0.0000510 0.0006954 0.0057316 0.0018467 0.0226211 0.4849606 3.8739418 0.4653013 0.0518538 0.0320211 0.0041340 0.0006564 0.0000027
C9 0.0000047 0.0000304 0.0001279 0.0006133 0.0001821 0.0058603 0.0318234 0.4653013 2.9577720 0.6790420 0.4450739 0.0117989 0.0046217 0.0000014
O10 0.0000019 0.0000140 0.0000571 0.0001156 0.0003599 0.0023892 0.0117000 0.0518538 0.6790420 8.1207669 0.1327357 0.0251845 0.0028783 0.0000009
O11 0.0000088 0.0000299 0.0001171 0.0004394 0.0001010 0.0016337 0.0116784 0.0320211 0.4450739 0.1327357 7.8746589 0.4121067 0.0415882 0.0000025
C12 0.0000006 0.0000008 0.0000094 0.0000401 0.0000093 0.0000683 0.0004393 0.0041340 0.0117989 0.0251845 0.4121067 3.5957275 0.4886685 0.0000002
C13 0.0000001 0.0000002 0.0000013 0.0000076 0.0000023 0.0000116 0.0000427 0.0006564 0.0046217 0.0028783 0.0415882 0.4886685 3.9639855 0.0000000
