

C1 4.0234133 0.9045582 0.0370908 0.0124373 0.0027718 0.0008151 0.0127998 0.0034952 0.0002751 0.0002487 0.0007042 0.0000760 0.0000136 0.0000115 0.0000981 0.0000501 0.0000066 0.4868665
C2 0.9045582 3.9346139 0.5090968 0.0266559 0.0061254 0.0013592 0.0155503 0.0030059 0.0003031 0.0001507 0.0001212 0.0000392 0.0000040 0.0000179 0.0001190 0.0000432 0.0000074 0.0318748
C3 0.0370908 0.5090968 3.8795939 0.4815952 0.0264297 0.0131577 0.0028637 0.0009681 0.0001009 0.0000563 0.0000322 0.0000178 0.0000028 0.0000073 0.0000778 0.0000198 0.0000061 0.0071452
C4 0.0124373 0.0266559 0.4815952 3.9124767 0.4779483 0.0606585 0.0245442 0.0041170 0.0004428 0.0000848 0.0000452 0.0000371 0.0000045 0.0000225 0.0001269 0.0000339 0.0000403 0.0010812
C5 0.0027718 0.0061254 0.0264297 0.4779483 3.2790367 0.6995033 0.5242732 0.0402059 0.0039935 0.0011737 0.0004388 0.0002256 0.0000460 0.0002247 0.0016045 0.0008272 0.0002186 0.0001599
O6 0.0008151 0.0013592 0.0131577 0.0606585 0.6995033 8.0735426 0.0631880 0.0429631 0.0204648 0.0025421 0.0006489 0.0012800 0.0001102 0.0004952 0.0027354 0.0023429 0.0006207 0.0000986
C7 0.0127998 0.0155503 0.0028637 0.0245442 0.5242732 0.0631880 3.9657397 0.8425362 0.0263920 0.0086977 0.0037552 0.0015765 0.0002210 0.0015165 0.0105231 0.0054824 0.0008776 0.0004994
C8 0.0034952 0.0030059 0.0009681 0.0041170 0.0402059 0.0429631 0.8425362 3.9188933 0.5069259 0.0260655 0.0118215 0.0050291 0.0004494 0.0046885 0.0258225 0.0127788 0.0074972 0.0001336
C9 0.0002751 0.0003031 0.0001009 0.0004428 0.0039935 0.0204648 0.0263920 0.5069259 3.8405491 0.4803359 0.0196452 0.0291512 0.0043764 0.0256352 0.4443612 0.0237751 0.0227520 0.0000119
C10 0.0002487 0.0001507 0.0000563 0.0000848 0.0011737 0.0025421 0.0086977 0.0260655 0.4803359 3.8861449 0.5011384 0.8589579 0.0295656 0.0073823 0.0224203 0.0042771 0.0172320 0.0000291
C11 0.0007042 0.0001212 0.0000322 0.0000452 0.0004388 0.0006489 0.0037552 0.0118215 0.0196452 0.5011384 3.9706219 0.0380578 0.0061001 0.0005639 0.0034215 0.0008809 0.0009842 0.0001057
C12 0.0000760 0.0000392 0.0000178 0.0000371 0.0002256 0.0012800 0.0015765 0.0050291 0.0291512 0.8589579 0.0380578 3.9581931 0.5083698 0.0243285 0.0111269 0.0014485 0.0154573 0.0000121
C13 0.0000136 0.0000040 0.0000028 0.0000045 0.0000460 0.0001102 0.0002210 0.0004494 0.0043764 0.0295656 0.0061001 0.5083698 3.8908763 0.4935544 0.0203673 0.0047692 0.0106229 0.0000039
C14 0.0000115 0.0000179 0.0000073 0.0000225 0.0002247 0.0004952 0.0015165 0.0046885 0.0256352 0.0073823 0.0005639 0.0243285 0.4935544 3.8814703 0.4717432 0.0249411 0.0221154 0.0000006
C15 0.0000981 0.0001190 0.0000778 0.0001269 0.0016045 0.0027354 0.0105231 0.0258225 0.4443612 0.0224203 0.0034215 0.0111269 0.0203673 0.4717432 3.7601583 0.4864770 0.4804272 0.0000020
C16 0.0000501 0.0000432 0.0000198 0.0000339 0.0008272 0.0023429 0.0054824 0.0127788 0.0237751 0.0042771 0.0008809 0.0014485 0.0047692 0.0249411 0.4864770 3.9640283 0.0270961 0.0000017
C17 0.0000066 0.0000074 0.0000061 0.0000403 0.0002186 0.0006207 0.0008776 0.0074972 0.0227520 0.0172320 0.0009842 0.0154573 0.0106229 0.0221154 0.4804272 0.0270961 3.9757522 0.0000004
