

C1 3.6439712 0.4361778 0.0134349 0.0099508 0.0009259 0.0000659 0.0000226 0.0000076 0.0002556 0.0000022 0.0000008 0.0000032 0.0000024 0.0000003 0.0000003 0.0000001 0.0000000 0.0000000 0.0005853 0.0009777 0.0044152 0.0007086 0.4629633
O2 0.4361778 7.9244879 0.4515259 0.0552855 0.0080352 0.0009637 0.0003015 0.0000521 0.0005259 0.0000107 0.0000031 0.0000084 0.0000033 0.0000007 0.0000007 0.0000001 0.0000001 0.0000001 0.0121321 0.0069079 0.0470546 0.0205224 0.0356605
C3 0.0134349 0.4515259 3.5406621 0.6600971 0.0341065 0.0041797 0.0012683 0.0001490 0.0016977 0.0000388 0.0000166 0.0000413 0.0000044 0.0000019 0.0000005 0.0000001 0.0000001 0.0000001 0.0418135 0.0351668 0.6292356 0.0452113 0.0018736
C4 0.0099508 0.0552855 0.6600971 3.9308299 0.6787980 0.0254098 0.0080527 0.0014666 0.0152948 0.0002886 0.0000733 0.0001250 0.0000156 0.0000060 0.0000009 0.0000002 0.0000002 0.0000001 0.0368685 0.0456165 0.0328524 0.0062380 0.0022437
C5 0.0009259 0.0080352 0.0341065 0.6787980 3.8619744 0.4861190 0.0468823 0.0054091 0.0092967 0.0005450 0.0000832 0.0000428 0.0000073 0.0000017 0.0000008 0.0000001 0.0000001 0.0000001 0.6721006 0.0357332 0.0412602 0.0119719 0.0002236
C6 0.0000659 0.0009637 0.0041797 0.0254098 0.4861190 3.6372670 0.4609634 0.0134108 0.0165496 0.0037842 0.0009436 0.0000778 0.0000184 0.0000089 0.0000074 0.0000005 0.0000003 0.0000002 0.0264457 0.0047659 0.0022020 0.0008118 0.0000158
N7 0.0000226 0.0003015 0.0012683 0.0080527 0.0468823 0.4609634 6.3384460 0.5208904 0.1223115 0.0399524 0.0055554 0.0007158 0.0001627 0.0000429 0.0000350 0.0000022 0.0000014 0.0000010 0.0139574 0.0016090 0.0029386 0.0009412 0.0000347
C8 0.0000076 0.0000521 0.0001490 0.0014666 0.0054091 0.0134108 0.5208904 3.0012986 0.6545960 0.4808912 0.0185974 0.0042955 0.0004944 0.0001625 0.0001345 0.0000083 0.0000051 0.0000030 0.0010095 0.0001612 0.0003359 0.0001149 0.0000284
O9 0.0002556 0.0005259 0.0016977 0.0152948 0.0092967 0.0165496 0.1223115 0.6545960 8.1030320 0.0480545 0.0153280 0.0171297 0.0010551 0.0004333 0.0001067 0.0000114 0.0000117 0.0000023 0.0011883 0.0008713 0.0005209 0.0001618 0.0004584
C10 0.0000022 0.0000107 0.0000388 0.0002886 0.0005450 0.0037842 0.0399524 0.4808912 0.0480545 3.9044953 0.4879679 0.0265175 0.0056511 0.0006401 0.0004376 0.0000279 0.0000156 0.0000068 0.0002045 0.0000345 0.0000936 0.0000322 0.0000049
C11 0.0000008 0.0000031 0.0000166 0.0000733 0.0000832 0.0009436 0.0055554 0.0185974 0.0153280 0.4879679 3.8644043 0.4939056 0.0229449 0.0043616 0.0050304 0.0003414 0.0001214 0.0000780 0.0000484 0.0000094 0.0000273 0.0000095 0.0000084
C12 0.0000032 0.0000084 0.0000413 0.0001250 0.0000428 0.0000778 0.0007158 0.0042955 0.0171297 0.0265175 0.4939056 3.8830124 0.5023204 0.0223862 0.0066847 0.0005241 0.0004197 0.0000798 0.0000212 0.0000102 0.0000094 0.0000017 0.0000644
C13 0.0000024 0.0000033 0.0000044 0.0000156 0.0000073 0.0000184 0.0001627 0.0004944 0.0010551 0.0056511 0.0229449 0.5023204 3.8776897 0.5252077 0.0314576 0.0053068 0.0011293 0.0008799 0.0000059 0.0000016 0.0000024 0.0000009 0.0000231
