

C11 0.0000002 0.0000014 0.0000042 0.0000131 0.0000841 0.0000618 0.0009382 0.0054449 0.0360462 0.5157033 3.8686300 0.4879795 0.0233068 0.0054781 0.0012332 0.0000663 0.0000095 0.0000066 0.0000059 0.0000083 0.0000003 0.0000020 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
C12 0.0000001 0.0000003 0.0000013 0.0000086 0.0000386 0.0000139 0.0003424 0.0010126 0.0124020 0.0286636 0.4879795 3.8756540 0.4884746 0.0263043 0.0054067 0.0008991 0.0001164 0.0000365 0.0000446 0.0000609 0.0000019 0.0000065 0.0000014 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C13 0.0000000 0.0000001 0.0000003 0.0000007 0.0000066 0.0000027 0.0000404 0.0000976 0.0017325 0.0089967 0.0233068 0.4884746 3.8690046 0.4889760 0.0228700 0.0070901 0.0013274 0.0002340 0.0002296 0.0005118 0.0000102 0.0000278 0.0000048 0.0000006 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000002 0.0000014 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000
C14 0.0000000 0.0000000 0.0000001 0.0000004 0.0000019 0.0000004 0.0000046 0.0000281 0.0002569 0.0010321 0.0054781 0.0263043 0.4889760 3.8765608 0.4956096 0.0224762 0.0076395 0.0006447 0.0004537 0.0045648 0.0000892 0.0000598 0.0000146 0.0000027 0.0000003 0.0000004 0.0000000 0.0000000 0.0000000 0.0000004 0.0000029 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000001 0.0000023 0.0000064 0.0000656 0.0000696 0.0012332 0.0054067 0.0228700 0.4956096 3.8623578 0.4891947 0.0233197 0.0053798 0.0014181 0.0062375 0.0001674 0.0005395 0.0001001 0.0000171 0.0000010 0.0000015 0.0000001 0.0000000 0.0000001 0.0000008 0.0000050 0.0000008 0.0000002 0.0000001 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000000 0.0000000 0.0000001 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000043 0.0000142 0.0000663 0.0008991 0.0070901 0.0224762 0.4891947 3.8709917 0.4882846 0.0257759 0.0138621 0.0042077 0.0003357 0.0002178 0.0000791 0.0000042 0.0000013 0.0000009 0.0000002 0.0000000 0.0000001 0.0000038 0.0000212 0.0000060 0.0000006 0.0000002 0.0000000 0.0000000 0.0000001 0.0000005 0.0000019 0.0000001 0.0000000 0.0000001 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000003 0.0000044 0.0000065 0.0000095 0.0001164 0.0013274 0.0076395 0.0233197 0.4882846 3.8813348 0.4698550 0.0543568 0.0341951 0.0042959 0.0004218 0.0001989 0.0000180 0.0000042 0.0000039 0.0000005 0.0000001 0.0000002 0.0000327 0.0001768 0.0000281 0.0000032 0.0000013 0.0000001 0.0000001 0.0000002 0.0000017 0.0000027 0.0000002 0.0000001 0.0000003 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000009 0.0000017 0.0000066 0.0000365 0.0002340 0.0006447 0.0053798 0.0257759 0.4698550 2.9218229 0.6623289 0.4376436 0.0118235 0.0041262 0.0010030 0.0000714 0.0000251 0.0000121 0.0000018 0.0000004 0.0000003 0.0001063 0.0005087 0.0002193 0.0000265 0.0000049 0.0000004 0.0000007 0.0000005 0.0000107 0.0000145 0.0000004 0.0000002 0.0000004 0.0000000
O19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000015 0.0000018 0.0000059 0.0000446 0.0002296 0.0004537 0.0014181 0.0138621 0.0543568 0.6623289 8.0905748 0.1354829 0.0130075 0.0161742 0.0026624 0.0001344 0.0003096 0.0001692 0.0000127 0.0000047 0.0000025 0.0029297 0.0139209 0.0048387 0.0006707 0.0001082 0.0000071 0.0000115 0.0000057 0.0002556 0.0004264 0.0000127 0.0000069 0.0000039 0.0000000
O20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000041 0.0000104 0.0000083 0.0000609 0.0005118 0.0045648 0.0062375 0.0042077 0.0341951 0.4376436 0.1354829 7.9099488 0.4106848 0.0415602 0.0086667 0.0007394 0.0000802 0.0000482 0.0000050 0.0000008 0.0000014 0.0000939 0.0008985 0.0001050 0.0000167 0.0000055 0.0000008 0.0000003 0.0000008 0.0000163 0.0000125 0.0000006 0.0000003 0.0000006 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000003 0.0000019 0.0000102 0.0000892 0.0001674 0.0003357 0.0042959 0.0118235 0.0130075 0.4106848 3.6215037 0.4531795 0.0458883 0.0039698 0.0004408 0.0001354 0.0000138 0.0000021 0.0000020 0.0002316 0.0052749 0.0001238 0.0000788 0.0000298 0.0000032 0.0000005 0.0000005 0.0000495 0.0000103 0.0000019 0.0000005 0.0000005 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000020 0.0000065 0.0000278 0.0000598 0.0005395 0.0002178 0.0004218 0.0041262 0.0161742 0.0415602 0.4531795 3.4912819 0.4284154 0.0108736 0.0013303 0.0004359 0.0000735 0.0000079 0.0000062 0.0031860 0.0015021 0.0000636 0.0000841 0.0000374 0.0000034 0.0000013 0.0000006 0.0003923 0.0000583 0.0000024 0.0000023 0.0000006 0.0000000
O23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000014 0.0000048 0.0000146 0.0001001 0.0000791 0.0001989 0.0010030 0.0026624 0.0086667 0.0458883 0.4284154 8.0901410 0.4348134 0.0412484 0.0096791 0.0007504 0.0001966 0.0000914 0.0042795 0.0014460 0.0000668 0.0001181 0.0000463 0.0000045 0.0000023 0.0000016 0.0006289 0.0001007 0.0000108 0.0000039 0.0000023 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000006 0.0000027 0.0000171 0.0000042 0.0000180 0.0000714 0.0001344 0.0007394 0.0039698 0.0108736 0.4348134 3.4556827 0.4478356 0.0479245 0.0037534 0.0004977 0.0002544 0.0180445 0.0075649 0.0004324 0.0007920 0.0002956 0.0000303 0.0000071 0.0000021 0.0051270 0.0006901 0.0000564 0.0000180 0.0000058 0.0000000
C25 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000010 0.0000013 0.0000042 0.0000251 0.0003096 0.0000802 0.0004408 0.0013303 0.0412484 0.4478356 3.5397257 0.4173890 0.0176969 0.0053570 0.0008674 0.4708627 0.0337695 0.0038704 0.0019855 0.0004924 0.0000534 0.0000164 0.0000053 0.0228130 0.0033834 0.0004005 0.0000934 0.0000263 0.0000000
O26 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000015 0.0000009 0.0000039 0.0000121 0.0001692 0.0000482 0.0001354 0.0004359 0.0096791 0.0479245 0.4173890 7.8571300 0.4361974 0.0350054 0.0185630 0.0320460 0.0116949 0.0006552 0.0033144 0.0006833 0.0000575 0.0000658 0.0000350 0.0117619 0.0018847 0.0001507 0.0000771 0.0000234 0.0000000
C27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000018 0.0000127 0.0000050 0.0000138 0.0000735 0.0007504 0.0037534 0.0176969 0.4361974 3.5158510 0.4624162 0.0405287 0.0023683 0.0008200 0.0001254 0.0001685 0.0000286 0.0000034 0.0000214 0.0000102 0.0015906 0.0003492 0.0000579 0.0000522 0.0000364 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000047 0.0000008 0.0000021 0.0000079 0.0001966 0.0004977 0.0053570 0.0350054 0.4624162 3.5139355 0.4454512 0.0006228 0.0000916 0.0000257 0.0000204 0.0000097 0.0000141 0.0001539 0.0000352 0.0001493 0.0000284 0.0000054 0.0000054 0.0000032 0.0000000
O29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000003 0.0000025 0.0000014 0.0000020 0.0000062 0.0000914 0.0002544 0.0008674 0.0185630 0.0405287 0.4454512 8.1018439 0.0001220 0.0000580 0.0000555 0.0004309 0.0001818 0.0004597 0.0048030 0.0013523 0.0003246 0.0001097 0.0000192 0.0000774 0.0000762 0.0000000
C30 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000004 0.0000008 0.0000038 0.0000327 0.0001063 0.0029297 0.0000939 0.0002316 0.0031860 0.0042795 0.0180445 0.4708627 0.0320460 0.0023683 0.0006228 0.0001220 3.4976069 0.4305042 0.0169891 0.0198430 0.0046208 0.0003449 0.0001753 0.0000471 0.4337686 0.0414914 0.0021123 0.0008199 0.0001699 0.0000000
O31 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000002 0.0000014 0.0000029 0.0000050 0.0000212 0.0001768 0.0005087 0.0139209 0.0008985 0.0052749 0.0015021 0.0014460 0.0075649 0.0337695 0.0116949 0.0008200 0.0000916 0.0000580 0.4305042 7.9098331 0.4288788 0.0518075 0.0100080 0.0009005 0.0002101 0.0000736 0.0383930 0.0058398 0.0005319 0.0001845 0.0000830 0.0000000
C32 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000004 0.0000008 0.0000060 0.0000281 0.0002193 0.0048387 0.0001050 0.0001238 0.0000636 0.0000668 0.0004324 0.0038704 0.0006552 0.0001254 0.0000257 0.0000555 0.0169891 0.4288788 3.5787347 0.4375596 0.0433051 0.0025940 0.0012106 0.0002706 0.0239541 0.0079825 0.0005412 0.0001383 0.0001370 0.0000000
C33 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000006 0.0000032 0.0000265 0.0006707 0.0000167 0.0000788 0.0000841 0.0001181 0.0007920 0.0019855 0.0033144 0.0001685 0.0000204 0.0004309 0.0198430 0.0518075 0.4375596 3.4810841 0.4286496 0.0169016 0.0088212 0.0015685 0.4492542 0.0349591 0.0024360 0.0004267 0.0004781 0.0000000
O34 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000013 0.0000049 0.0001082 0.0000055 0.0000298 0.0000374 0.0000463 0.0002956 0.0004924 0.0006833 0.0000286 0.0000097 0.0001818 0.0046208 0.0100080 0.0433051 0.4286496 7.9201376 0.4371901 0.0433622 0.0096805 0.0345601 0.0250718 0.0005693 0.0011007 0.0194457 0.0000000
C35 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000071 0.0000008 0.0000032 0.0000034 0.0000045 0.0000303 0.0000534 0.0000575 0.0000034 0.0000141 0.0004597 0.0003449 0.0009005 0.0025940 0.0169016 0.4371901 3.5164105 0.4656218 0.0383235 0.0024422 0.0011182 0.0000395 0.0001057 0.0015083 0.0000000
C36 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000115 0.0000003 0.0000005 0.0000013 0.0000023 0.0000071 0.0000164 0.0000658 0.0000214 0.0001539 0.0048030 0.0001753 0.0002101 0.0012106 0.0088212 0.0433622 0.4656218 3.5886474 0.4468434 0.0012551 0.0002104 0.0000841 0.0010292 0.0055014 0.0000000
O37 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000005 0.0000057 0.0000008 0.0000005 0.0000006 0.0000016 0.0000021 0.0000053 0.0000350 0.0000102 0.0000352 0.0013523 0.0000471 0.0000736 0.0002706 0.0015685 0.0096805 0.0383235 0.4468434 8.1033305 0.0002678 0.0000715 0.0000227 0.0002999 0.0014464 0.0000000
C38 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000017 0.0000107 0.0002556 0.0000163 0.0000495 0.0003923 0.0006289 0.0051270 0.0228130 0.0117619 0.0015906 0.0001493 0.0003246 0.4337686 0.0383930 0.0239541 0.4492542 0.0345601 0.0024422 0.0012551 0.0002678 3.5199011 0.4247615 0.0150038 0.0060881 0.0009789 0.0000000
O39 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000004 0.0000019 0.0000027 0.0000145 0.0004264 0.0000125 0.0000103 0.0000583 0.0001007 0.0006901 0.0033834 0.0018847 0.0003492 0.0000284 0.0001097 0.0414914 0.0058398 0.0079825 0.0349591 0.0250718 0.0011182 0.0002104 0.0000715 0.4247615 7.8976216 0.4388163 0.0383890 0.0115480 0.0000000
C40 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000004 0.0000127 0.0000006 0.0000019 0.0000024 0.0000108 0.0000564 0.0004005 0.0001507 0.0000579 0.0000054 0.0000192 0.0021123 0.0005319 0.0005412 0.0024360 0.0005693 0.0000395 0.0000841 0.0000227 0.0150038 0.4388163 3.5031793 0.4690056 0.0396764 0.0000000
C41 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000069 0.0000003 0.0000005 0.0000023 0.0000039 0.0000180 0.0000934 0.0000771 0.0000522 0.0000054 0.0000774 0.0008199 0.0001845 0.0001383 0.0004267 0.0011007 0.0001057 0.0010292 0.0002999 0.0060881 0.0383890 0.4690056 3.5113142 0.4468366 0.0000000
O42 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000003 0.0000004 0.0000039 0.0000006 0.0000005 0.0000006 0.0000023 0.0000058 0.0000263 0.0000234 0.0000364 0.0000032 0.0000762 0.0001699 0.0000830 0.0001370 0.0004781 0.0194457 0.0015083 0.0055014 0.0014464 0.0009789 0.0115480 0.0396764 0.4468366 8.0811498 0.0000000
