

C1 3.9694074 0.5012787 0.0243639 0.0140973 0.4807169
C2 0.5012787 3.8808274 0.4785259 0.0474197 0.0209235
C3 0.0243639 0.4785259 3.5349918 0.4419336 0.0026448
O4 0.0140973 0.0474197 0.4419336 8.1461076 0.0010388
