

C1 4.0465964 0.8878853 0.0309625 0.0137042 0.0005731 0.0034281 0.0097423 0.0266546 0.0135048 0.0138535 0.4862808
C2 0.8878853 3.9075132 0.4976361 0.0291824 0.0030225 0.0211437 0.0309651 0.4648082 0.0267044 0.0293690 0.0333864
C3 0.0309625 0.4976361 3.8227154 0.4716067 0.0218459 0.0289812 0.4651081 0.0221048 0.0021595 0.0021218 0.0056990
C4 0.0137042 0.0291824 0.4716067 3.8947163 0.4785274 0.0239659 0.0277496 0.0046521 0.0008536 0.0027945 0.0007012
C5 0.0005731 0.0030225 0.0218459 0.4785274 3.8940698 0.4826925 0.0313355 0.0199243 0.0045514 0.0110275 0.0000979
C6 0.0034281 0.0211437 0.0289812 0.0239659 0.4826925 3.8327875 0.4670210 0.4645390 0.0246567 0.0221398 0.0007723
C7 0.0097423 0.0309651 0.4651081 0.0277496 0.0313355 0.4670210 3.8949416 0.0261562 0.0061609 0.0050441 0.0007383
C8 0.0266546 0.4648082 0.0221048 0.0046521 0.0199243 0.4645390 0.0261562 3.7618861 0.4833681 0.4846134 0.0070440
C9 0.0135048 0.0267044 0.0021595 0.0008536 0.0045514 0.0246567 0.0061609 0.4833681 3.9366950 0.0270668 0.0008871
C10 0.0138535 0.0293690 0.0021218 0.0027945 0.0110275 0.0221398 0.0050441 0.4846134 0.0270668 3.9499685 0.0008909
