

C1 3.9469011 0.4987250 0.0216997 0.0235434 0.0055099 0.0009697 0.0001453 0.0000649 0.0000065 0.0000008 0.0000018 0.0000008 0.0000044 0.4785166
C2 0.4987250 3.8914508 0.4739447 0.0484611 0.0392575 0.0043377 0.0004958 0.0002518 0.0000293 0.0000039 0.0000067 0.0000047 0.0000241 0.0243422
C3 0.0216997 0.4739447 2.9407907 0.6712723 0.4445258 0.0119042 0.0043067 0.0009686 0.0000920 0.0000281 0.0000218 0.0000357 0.0000801 0.0057031
O4 0.0235434 0.0484611 0.6712723 8.1359631 0.1342687 0.0188411 0.0023754 0.0003330 0.0001040 0.0000228 0.0000106 0.0000276 0.0000998 0.0032370
O5 0.0055099 0.0392575 0.4445258 0.1342687 7.8842514 0.4105210 0.0421929 0.0061844 0.0012813 0.0002313 0.0001332 0.0002553 0.0011398 0.0009728
C6 0.0009697 0.0043377 0.0119042 0.0188411 0.4105210 3.6035929 0.4758546 0.0215807 0.0076422 0.0008928 0.0004956 0.0011176 0.0078845 0.0002508
C7 0.0001453 0.0004958 0.0043067 0.0023754 0.0421929 0.4758546 3.8760641 0.4857384 0.0231489 0.0051394 0.0016964 0.0043478 0.0233013 0.0000540
C8 0.0000649 0.0002518 0.0009686 0.0003330 0.0061844 0.0215807 0.4857384 3.8055606 0.4800428 0.0223070 0.0189617 0.0239307 0.4760204 0.0000198
C9 0.0000065 0.0000293 0.0000920 0.0001040 0.0012813 0.0076422 0.0231489 0.4800428 3.8789140 0.4865930 0.0209897 0.0037891 0.0259345 0.0000019
C10 0.0000008 0.0000039 0.0000281 0.0000228 0.0002313 0.0008928 0.0051394 0.0223070 0.4865930 3.8820207 0.4895938 0.0221611 0.0103279 0.0000004
C11 0.0000018 0.0000067 0.0000218 0.0000106 0.0001332 0.0004956 0.0016964 0.0189617 0.0209897 0.4895938 3.8714513 0.4913712 0.0217879 0.0000006
C12 0.0000008 0.0000047 0.0000357 0.0000276 0.0002553 0.0011176 0.0043478 0.0239307 0.0037891 0.0221611 0.4913712 3.8880392 0.4835132 0.0000003
C13 0.0000044 0.0000241 0.0000801 0.0000998 0.0011398 0.0078845 0.0233013 0.4760204 0.0259345 0.0103279 0.0217879 0.4835132 3.8938139 0.0000012
