

C1 3.9674845 0.4995135 0.0329303 0.0063470 0.0073544 0.0406306 0.4741405
C2 0.4995135 3.9933245 0.5444671 0.0242046 0.0272411 0.5176065 0.0204700
S3 0.0329303 0.5444671 14.5695323 0.5379254 0.0880325 0.0745183 0.0071614
C4 0.0063470 0.0242046 0.5379254 4.0909793 0.5396839 0.0299279 0.0005649
S5 0.0073544 0.0272411 0.0880325 0.5396839 14.7147597 0.5883091 0.0032106
S6 0.0406306 0.5176065 0.0745183 0.0299279 0.5883091 14.7118707 0.0099209
