

C1 3.9613482 0.4947887 0.0290744 0.0060462 0.0011237 0.0001935 0.0000396 0.0000195 0.0000036 0.0000006 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4736448
C2 0.4947887 3.8727522 0.4897034 0.0252615 0.0088458 0.0011311 0.0002079 0.0000966 0.0000084 0.0000042 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0198117
C3 0.0290744 0.4897034 3.8608238 0.4915217 0.0220040 0.0054416 0.0012247 0.0002074 0.0001000 0.0000120 0.0000017 0.0000019 0.0000003 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0135611
C4 0.0060462 0.0252615 0.4915217 3.8665528 0.4935224 0.0250546 0.0101884 0.0016723 0.0004014 0.0000452 0.0000099 0.0000050 0.0000009 0.0000003 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0014230
C5 0.0011237 0.0088458 0.0220040 0.4935224 3.8713458 0.4857544 0.0281426 0.0122042 0.0008912 0.0003953 0.0000423 0.0000208 0.0000014 0.0000004 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002037
C6 0.0001935 0.0011311 0.0054416 0.0250546 0.4857544 3.8710458 0.5148114 0.0314848 0.0093126 0.0008880 0.0003716 0.0001092 0.0000129 0.0000049 0.0000032 0.0000004 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000577
C7 0.0000396 0.0002079 0.0012247 0.0101884 0.0281426 0.5148114 3.9644473 0.8839120 0.0332552 0.0117791 0.0014951 0.0003997 0.0000454 0.0000061 0.0000060 0.0000014 0.0000009 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000217
C8 0.0000195 0.0000966 0.0002074 0.0016723 0.0122042 0.0314848 0.8839120 3.9558316 0.5153304 0.0265586 0.0081589 0.0016956 0.0001467 0.0000432 0.0000159 0.0000024 0.0000038 0.0000006 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000070
C9 0.0000036 0.0000084 0.0001000 0.0004014 0.0008912 0.0093126 0.0332552 0.5153304 3.8863769 0.4851688 0.0215040 0.0087737 0.0009402 0.0003011 0.0001906 0.0000333 0.0000265 0.0000028 0.0000005 0.0000004 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000017
C10 0.0000006 0.0000042 0.0000120 0.0000452 0.0003953 0.0008880 0.0117791 0.0265586 0.4851688 3.8752005 0.4809361 0.0238873 0.0057714 0.0002472 0.0007006 0.0001092 0.0000523 0.0000113 0.0000014 0.0000008 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004
C11 0.0000002 0.0000005 0.0000017 0.0000099 0.0000423 0.0003716 0.0014951 0.0081589 0.0215040 0.4809361 3.8665290 0.4996762 0.0225770 0.0024611 0.0052949 0.0006528 0.0003913 0.0000639 0.0000108 0.0000052 0.0000029 0.0000004 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C12 0.0000001 0.0000002 0.0000019 0.0000050 0.0000208 0.0001092 0.0003997 0.0016956 0.0087737 0.0238873 0.4996762 3.8737291 0.5054993 0.0213117 0.0021382 0.0002456 0.0004324 0.0000548 0.0000060 0.0000038 0.0000007 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
