

C1 3.9698771 0.4827582 0.0280260 0.0061335 0.0004209 0.0010786 0.0001745 0.0000105 0.0000024 0.0000054 0.0000010 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.4757774
C2 0.4827582 3.8683021 0.5019693 0.0206553 0.0025203 0.0069733 0.0008088 0.0000509 0.0000114 0.0000180 0.0000027 0.0000003 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0222254
C3 0.0280260 0.5019693 3.8630354 0.5059966 0.0220262 0.0027176 0.0003601 0.0000530 0.0000145 0.0000091 0.0000034 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0073552
C4 0.0061335 0.0206553 0.5059966 3.8728518 0.5036319 0.0239511 0.0059921 0.0012133 0.0003316 0.0001805 0.0000941 0.0000170 0.0000025 0.0000004 0.0000001 0.0000000 0.0000000 0.0005800
C5 0.0004209 0.0025203 0.0220262 0.5036319 3.8664695 0.4993741 0.0281827 0.0054695 0.0012681 0.0003683 0.0003016 0.0000577 0.0000048 0.0000013 0.0000003 0.0000000 0.0000000 0.0002596
C6 0.0010786 0.0069733 0.0027176 0.0239511 0.4993741 3.8656311 0.4810704 0.0282332 0.0052938 0.0037537 0.0008737 0.0001712 0.0000301 0.0000066 0.0000011 0.0000003 0.0000001 0.0002430
C7 0.0001745 0.0008088 0.0003601 0.0059921 0.0281827 0.4810704 3.8668088 0.4744558 0.0283904 0.0245306 0.0054512 0.0006010 0.0001527 0.0000218 0.0000027 0.0000012 0.0000004 0.0000408
C8 0.0000105 0.0000509 0.0000530 0.0012133 0.0054695 0.0282332 0.4744558 3.8960312 0.4756693 0.0526457 0.0383103 0.0042777 0.0004496 0.0002158 0.0000392 0.0000112 0.0000015 0.0000039
C9 0.0000024 0.0000114 0.0000145 0.0003316 0.0012681 0.0052938 0.0283904 0.4756693 2.9191549 0.6579270 0.4361326 0.0115396 0.0039298 0.0007812 0.0000995 0.0000517 0.0000066 0.0000011
O10 0.0000054 0.0000180 0.0000091 0.0001805 0.0003683 0.0037537 0.0245306 0.0526457 0.6579270 8.1470256 0.1349159 0.0124372 0.0155832 0.0014760 0.0001604 0.0000486 0.0000284 0.0000018
O11 0.0000010 0.0000027 0.0000034 0.0000941 0.0003016 0.0008737 0.0054512 0.0383103 0.4361326 0.1349159 7.9292714 0.4132324 0.0418936 0.0074598 0.0013109 0.0003954 0.0000370 0.0000007
C12 0.0000001 0.0000003 0.0000006 0.0000170 0.0000577 0.0001712 0.0006010 0.0042777 0.0115396 0.0124372 0.4132324 3.5782049 0.4782646 0.0260994 0.0054135 0.0011954 0.0000911 0.0000001
C13 0.0000001 0.0000002 0.0000001 0.0000025 0.0000048 0.0000301 0.0001527 0.0004496 0.0039298 0.0155832 0.0418936 0.4782646 3.8867045 0.4830117 0.0264490 0.0059982 0.0014601 0.0000000
C14 0.0000000 0.0000001 0.0000000 0.0000004 0.0000013 0.0000066 0.0000218 0.0002158 0.0007812 0.0014760 0.0074598 0.0260994 0.4830117 3.8800054 0.4873927 0.0269018 0.0135384 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000011 0.0000027 0.0000392 0.0000995 0.0001604 0.0013109 0.0054135 0.0264490 0.4873927 3.8667244 0.4892163 0.0268642 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000012 0.0000112 0.0000517 0.0000486 0.0003954 0.0011954 0.0059982 0.0269018 0.4892163 3.8752323 0.4964853 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000015 0.0000066 0.0000284 0.0000370 0.0000911 0.0014601 0.0135384 0.0268642 0.4964853 3.9613381 0.0000000
