

C1 3.9515197 0.4950773 0.0265941 0.0059744 0.0010969 0.0001841 0.0000323 0.0000345 0.0000029 0.0000017 0.0000007 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4763786
C2 0.4950773 3.8606912 0.4930001 0.0234390 0.0087849 0.0011185 0.0001272 0.0002724 0.0000289 0.0000154 0.0000015 0.0000011 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0202960
C3 0.0265941 0.4930001 3.8664585 0.4898035 0.0232989 0.0053613 0.0013460 0.0001479 0.0000276 0.0000066 0.0000202 0.0000251 0.0000030 0.0000013 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0087927
C4 0.0059744 0.0234390 0.4898035 3.8628097 0.4895240 0.0244648 0.0093824 0.0018252 0.0002469 0.0000933 0.0000625 0.0000843 0.0000106 0.0000032 0.0000002 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0008661
C5 0.0010969 0.0087849 0.0232989 0.4895240 3.8817818 0.4899073 0.0223815 0.0057157 0.0007040 0.0001046 0.0000871 0.0002008 0.0000263 0.0000081 0.0000006 0.0000001 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0004269
C6 0.0001841 0.0011185 0.0053613 0.0244648 0.4899073 3.8741445 0.5011025 0.0207267 0.0026624 0.0001812 0.0009525 0.0026811 0.0003380 0.0001288 0.0000069 0.0000011 0.0000031 0.0000007 0.0000006 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0001005
C7 0.0000323 0.0001272 0.0013460 0.0093824 0.0223815 0.5011025 3.8630570 0.5102083 0.0196383 0.0023522 0.0040889 0.0003672 0.0000878 0.0000369 0.0000055 0.0000006 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000084
C8 0.0000345 0.0002724 0.0001479 0.0018252 0.0057157 0.0207267 0.5102083 3.8729744 0.5079482 0.0225237 0.0023497 0.0003067 0.0001519 0.0000714 0.0000142 0.0000022 0.0000005 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000052
C9 0.0000029 0.0000289 0.0000276 0.0002469 0.0007040 0.0026624 0.0196383 0.5079482 3.8694983 0.4945111 0.0210206 0.0063012 0.0010688 0.0002867 0.0001569 0.0000241 0.0000045 0.0000020 0.0000008 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000010
C10 0.0000017 0.0000154 0.0000066 0.0000933 0.0001046 0.0001812 0.0023522 0.0225237 0.4945111 3.8633149 0.5010822 0.0228617 0.0076697 0.0013839 0.0002980 0.0000394 0.0000061 0.0000015 0.0000014 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000003
C11 0.0000007 0.0000015 0.0000202 0.0000625 0.0000871 0.0009525 0.0040889 0.0023497 0.0210206 0.5010822 3.8744197 0.4825909 0.0225294 0.0088466 0.0015343 0.0001157 0.0000539 0.0000161 0.0000048 0.0000030 0.0000007 0.0000001 0.0000000 0.0000000 0.0000002
C12 0.0000009 0.0000011 0.0000251 0.0000843 0.0002008 0.0026811 0.0003672 0.0003067 0.0063012 0.0228617 0.4825909 3.8701006 0.4863587 0.0211412 0.0076092 0.0008151 0.0004669 0.0001140 0.0000386 0.0000246 0.0000049 0.0000008 0.0000004 0.0000001 0.0000004
C13 0.0000002 0.0000003 0.0000030 0.0000106 0.0000263 0.0003380 0.0000878 0.0001519 0.0010688 0.0076697 0.0225294 0.4863587 3.8598987 0.4881661 0.0232338 0.0053753 0.0011134 0.0001255 0.0002257 0.0000234 0.0000022 0.0000030 0.0000007 0.0000002 0.0000001
