

C1 3.9458748 0.5004971 0.0289513 0.0052083 0.0012876 0.0000623 0.0000442 0.0000066 0.0000034 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4831795
C2 0.5004971 3.8716555 0.4712479 0.0292885 0.0060459 0.0003538 0.0008250 0.0001347 0.0000377 0.0000027 0.0000004 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0208955
C3 0.0289513 0.4712479 3.8690673 0.5032495 0.0212399 0.0020566 0.0055481 0.0007093 0.0001819 0.0000128 0.0000018 0.0000013 0.0000008 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0070432
C4 0.0052083 0.0292885 0.5032495 3.8685712 0.5074886 0.0213260 0.0027595 0.0002660 0.0002619 0.0000399 0.0000030 0.0000049 0.0000009 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0014600
C5 0.0012876 0.0060459 0.0212399 0.5074886 3.8714363 0.5068558 0.0222598 0.0052415 0.0007963 0.0001011 0.0000237 0.0000280 0.0000036 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0003850
C6 0.0000623 0.0003538 0.0020566 0.0213260 0.5068558 3.8733887 0.4936312 0.0246973 0.0077347 0.0013798 0.0002323 0.0001527 0.0000268 0.0000030 0.0000007 0.0000003 0.0000001 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000143
C7 0.0000442 0.0008250 0.0055481 0.0027595 0.0222598 0.4936312 3.8696397 0.4849849 0.0210812 0.0055903 0.0010678 0.0002324 0.0001523 0.0000231 0.0000032 0.0000009 0.0000004 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000156
C8 0.0000066 0.0001347 0.0007093 0.0002660 0.0052415 0.0246973 0.4849849 3.8678276 0.4993116 0.0212997 0.0063206 0.0015489 0.0003158 0.0000415 0.0000044 0.0000042 0.0000011 0.0000001 0.0000002 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000019
C9 0.0000034 0.0000377 0.0001819 0.0002619 0.0007963 0.0077347 0.0210812 0.4993116 3.8655609 0.4961922 0.0220627 0.0079265 0.0014023 0.0001198 0.0000079 0.0000043 0.0000025 0.0000002 0.0000006 0.0000019 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000009
C10 0.0000005 0.0000027 0.0000128 0.0000399 0.0001011 0.0013798 0.0055903 0.0212997 0.4961922 3.8728388 0.4863721 0.0213397 0.0070346 0.0009394 0.0000709 0.0000115 0.0000072 0.0000011 0.0000007 0.0000025 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002
C11 0.0000001 0.0000004 0.0000018 0.0000030 0.0000237 0.0002323 0.0010678 0.0063206 0.0220627 0.4863721 3.8833611 0.4937771 0.0223983 0.0052835 0.0011754 0.0000714 0.0000122 0.0000015 0.0000021 0.0000156 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C12 0.0000001 0.0000003 0.0000013 0.0000049 0.0000280 0.0001527 0.0002324 0.0015489 0.0079265 0.0213397 0.4937771 3.8692505 0.4879224 0.0254821 0.0055481 0.0011862 0.0001657 0.0000125 0.0000164 0.0000315 0.0000007 0.0000001 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C13 0.0000000 0.0000001 0.0000008 0.0000009 0.0000036 0.0000268 0.0001523 0.0003158 0.0014023 0.0070346 0.0223983 0.4879224 3.8696385 0.4925364 0.0247647 0.0087437 0.0018709 0.0001364 0.0001527 0.0002455 0.0000054 0.0000009 0.0000034 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001
C14 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000030 0.0000231 0.0000415 0.0001198 0.0009394 0.0052835 0.0254821 0.4925364 3.8724295 0.4942917 0.0224371 0.0092258 0.0011409 0.0007420 0.0001514 0.0000123 0.0000029 0.0000175 0.0000031 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000032 0.0000044 0.0000079 0.0000709 0.0011754 0.0055481 0.0247647 0.4942917 3.8760138 0.4934875 0.0237073 0.0056911 0.0025276 0.0010743 0.0001171 0.0000380 0.0000453 0.0000051 0.0000012 0.0000006 0.0000002 0.0000000 0.0000001 0.0000000 0.0000003 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000009 0.0000042 0.0000043 0.0000115 0.0000714 0.0011862 0.0087437 0.0224371 0.4934875 3.8683868 0.4806148 0.0301426 0.0161912 0.0059882 0.0002941 0.0001691 0.0003151 0.0000374 0.0000059 0.0000026 0.0000014 0.0000002 0.0000002 0.0000000 0.0000014 0.0000007 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000004 0.0000002 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000
