

O13 0.0000058 0.0000272 0.0000829 0.0001018 0.0002559 0.0007125 0.0068530 0.0222960 0.0080468 0.0044559 0.0468257 0.4561435 8.0642438 0.0605743 0.0089212 0.0016410 0.0002569 0.0000937 0.0000149 0.0000049 0.0000022 0.0000011 0.0000011 0.0000078 0.0000033 0.0000510 0.0000180 0.0000016 0.0000016 0.0000003 0.0000001 0.0000000 0.0000002 0.0000001 0.0000006 0.0000005 0.0000203 0.0097473 0.0065018 0.0012283 0.0023227 0.0002814 0.0000657 0.0000019
C14 0.0000002 0.0000015 0.0000028 0.0000016 0.0000075 0.0000161 0.0001558 0.0002808 0.0050321 0.0034461 0.0300408 0.6679721 0.0605743 3.9558172 0.6486651 0.0556936 0.0042569 0.0012531 0.0002064 0.0000577 0.0000191 0.0000107 0.0000045 0.0000780 0.0000220 0.0006871 0.0002231 0.0000192 0.0000146 0.0000037 0.0000008 0.0000003 0.0000013 0.0000005 0.0000009 0.0000028 0.0000219 0.0330916 0.0386260 0.0113569 0.0000255 0.0000038 0.0000019 0.0000001
C15 0.0000002 0.0000036 0.0000068 0.0000038 0.0000165 0.0000350 0.0002380 0.0002842 0.0037785 0.0087677 0.0307527 0.0347346 0.0089212 0.6486651 3.5237183 0.4484069 0.0105669 0.0037283 0.0004455 0.0001345 0.0000249 0.0000848 0.0000140 0.0003410 0.0000645 0.0026441 0.0006206 0.0000318 0.0000353 0.0000073 0.0000010 0.0000005 0.0000006 0.0000011 0.0000015 0.0000059 0.0001332 0.6589337 0.0360813 0.0112786 0.0000118 0.0000041 0.0000014 0.0000003
O16 0.0000001 0.0000015 0.0000029 0.0000016 0.0000069 0.0000158 0.0001082 0.0001056 0.0016949 0.0032876 0.0087042 0.0076050 0.0016410 0.0556936 0.4484069 7.9116194 0.3912527 0.0759276 0.0057380 0.0010264 0.0003171 0.0009297 0.0001610 0.0060337 0.0010657 0.0388158 0.0063208 0.0003824 0.0002198 0.0000500 0.0000058 0.0000033 0.0000026 0.0000047 0.0000049 0.0000463 0.0001105 0.0521983 0.0081523 0.0026543 0.0000046 0.0000014 0.0000007 0.0000002
C17 0.0000000 0.0000001 0.0000002 0.0000001 0.0000004 0.0000007 0.0000030 0.0000114 0.0000710 0.0000732 0.0003007 0.0008799 0.0002569 0.0042569 0.0105669 0.3912527 3.2120866 0.4122064 0.0126912 0.0048614 0.0011344 0.0024915 0.0004303 0.0205782 0.0048555 0.4455280 0.0379341 0.0018193 0.0010689 0.0002011 0.0000120 0.0000152 0.0000048 0.0000191 0.0000070 0.0001898 0.0002802 0.0057407 0.0006764 0.0001160 0.0000005 0.0000001 0.0000001 0.0000000
O18 0.0000001 0.0000002 0.0000002 0.0000002 0.0000005 0.0000008 0.0000050 0.0000068 0.0000822 0.0001501 0.0003773 0.0003102 0.0000937 0.0012531 0.0037283 0.0759276 0.4122064 7.8646230 0.4231519 0.0395990 0.0239242 0.0366665 0.0040115 0.0230059 0.0031032 0.0334906 0.0038468 0.0004091 0.0001541 0.0000214 0.0000057 0.0000047 0.0000024 0.0000075 0.0000103 0.0000730 0.0001572 0.0018321 0.0002876 0.0000923 0.0000004 0.0000001 0.0000003 0.0000001
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000007 0.0000008 0.0000104 0.0000215 0.0000520 0.0000476 0.0000149 0.0002064 0.0004455 0.0057380 0.0126912 0.4231519 3.5116059 0.4497918 0.0352963 0.4473115 0.0394093 0.0194564 0.0061853 0.0069194 0.0064820 0.0002456 0.0000618 0.0000058 0.0000070 0.0000015 0.0000007 0.0000038 0.0000065 0.0000207 0.0000104 0.0001213 0.0000171 0.0000054 0.0000001 0.0000000 0.0000001 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000002 0.0000003 0.0000037 0.0000073 0.0000159 0.0000154 0.0000049 0.0000577 0.0001345 0.0010264 0.0048614 0.0395990 0.4497918 3.5371661 0.4489253 0.0186169 0.0184539 0.0025257 0.0011708 0.0006935 0.0007333 0.0000405 0.0000100 0.0000022 0.0000018 0.0000002 0.0000003 0.0000005 0.0000011 0.0000030 0.0000023 0.0000314 0.0000044 0.0000018 0.0000000 0.0000000 0.0000001 0.0000000
O21 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000001 0.0000001 0.0000009 0.0000026 0.0000034 0.0000038 0.0000022 0.0000191 0.0000249 0.0003171 0.0011344 0.0239242 0.0352963 0.4489253 8.0242393 0.0042761 0.0663075 0.0006289 0.0002874 0.0002714 0.0003317 0.0000223 0.0000111 0.0000010 0.0000010 0.0000003 0.0000011 0.0000007 0.0000037 0.0000028 0.0000048 0.0000174 0.0000033 0.0000024 0.0000001 0.0000000 0.0000001 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000008 0.0000013 0.0000027 0.0000031 0.0000011 0.0000107 0.0000848 0.0009297 0.0024915 0.0366665 0.4473115 0.0186169 0.0042761 3.5076016 0.4388692 0.4486825 0.0432242 0.0204843 0.0101282 0.0003794 0.0003333 0.0000083 0.0000168 0.0000030 0.0000016 0.0000116 0.0000112 0.0000598 0.0000245 0.0000332 0.0000069 0.0000020 0.0000000 0.0000000 0.0000000 0.0000000
O23 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000001 0.0000001 0.0000003 0.0000007 0.0000010 0.0000015 0.0000011 0.0000045 0.0000140 0.0001610 0.0004303 0.0040115 0.0394093 0.0184539 0.0663075 0.4388692 7.9767629 0.0387910 0.0153301 0.0054742 0.0018578 0.0000807 0.0001374 0.0000037 0.0000042 0.0000016 0.0000016 0.0000062 0.0000165 0.0000255 0.0000112 0.0000091 0.0000013 0.0000011 0.0000001 0.0000000 0.0000001 0.0000000
C24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000006 0.0000008 0.0000083 0.0000129 0.0000283 0.0000259 0.0000078 0.0000780 0.0003410 0.0060337 0.0205782 0.0230059 0.0194564 0.0025257 0.0006289 0.4486825 0.0387910 3.4726716 0.4396075 0.4363557 0.0394085 0.0019959 0.0006084 0.0000349 0.0000231 0.0000118 0.0000045 0.0001957 0.0000225 0.0008941 0.0000837 0.0001792 0.0000296 0.0000085 0.0000001 0.0000000 0.0000000 0.0000000
O25 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000002 0.0000003 0.0000022 0.0000033 0.0000075 0.0000065 0.0000033 0.0000220 0.0000645 0.0010657 0.0048555 0.0031032 0.0061853 0.0011708 0.0002874 0.0432242 0.0153301 0.4396075 8.1164106 0.0380481 0.0100381 0.0010555 0.0094307 0.0002139 0.0011621 0.0001992 0.0000660 0.0000438 0.0000253 0.0002188 0.0000432 0.0000581 0.0000103 0.0000033 0.0000001 0.0000001 0.0000002 0.0000000
C26 0.0000000 0.0000001 0.0000001 0.0000001 0.0000003 0.0000006 0.0000034 0.0000034 0.0000475 0.0000831 0.0002007 0.0001740 0.0000510 0.0006871 0.0026441 0.0388158 0.4455280 0.0334906 0.0069194 0.0006935 0.0002714 0.0204843 0.0054742 0.4363557 0.0380481 3.4568774 0.4226105 0.0132037 0.0029471 0.0004019 0.0001301 0.0000364 0.0000121 0.0003583 0.0000496 0.0025657 0.0004926 0.0007297 0.0000978 0.0000367 0.0000002 0.0000001 0.0000000 0.0000000
O27 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000013 0.0000012 0.0000189 0.0000324 0.0000660 0.0000609 0.0000180 0.0002231 0.0006206 0.0063208 0.0379341 0.0038468 0.0064820 0.0007333 0.0003317 0.0101282 0.0018578 0.0394085 0.0100381 0.4226105 7.9625604 0.3986481 0.0811144 0.0060685 0.0016474 0.0008340 0.0002219 0.0043644 0.0010866 0.0453032 0.0056707 0.0002183 0.0000447 0.0000160 0.0000001 0.0000000 0.0000001 0.0000000
C28 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000008 0.0000021 0.0000049 0.0000042 0.0000016 0.0000192 0.0000318 0.0003824 0.0018193 0.0004091 0.0002456 0.0000405 0.0000223 0.0003794 0.0000807 0.0019959 0.0010555 0.0132037 0.3986481 3.1718053 0.4029238 0.0119657 0.0101660 0.0042448 0.0005727 0.0149709 0.0022707 0.4331328 0.0378002 0.0000160 0.0000021 0.0000010 0.0000000 0.0000000 0.0000000 0.0000000
O29 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000013 0.0000024 0.0000044 0.0000044 0.0000016 0.0000146 0.0000353 0.0002198 0.0010689 0.0001541 0.0000618 0.0000100 0.0000111 0.0003333 0.0001374 0.0006084 0.0094307 0.0029471 0.0811144 0.4029238 7.8538505 0.4281890 0.0431617 0.0417308 0.0065467 0.0193288 0.0225720 0.0400800 0.0076708 0.0000109 0.0000020 0.0000017 0.0000000 0.0000000 0.0000001 0.0000000
C30 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000006 0.0000013 0.0000010 0.0000003 0.0000037 0.0000073 0.0000500 0.0002011 0.0000214 0.0000058 0.0000022 0.0000010 0.0000083 0.0000037 0.0000349 0.0002139 0.0004019 0.0060685 0.0119657 0.4281890 3.4741334 0.4786492 0.4445620 0.0373962 0.0163158 0.0026384 0.0036019 0.0004738 0.0000024 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000
C31 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000001 0.0000001 0.0000008 0.0000010 0.0000058 0.0000120 0.0000057 0.0000070 0.0000018 0.0000010 0.0000168 0.0000042 0.0000231 0.0011621 0.0001301 0.0016474 0.0101660 0.0431617 0.4786492 4.0069302 0.0211192 0.0388664 0.0013435 0.0005130 0.0008884 0.0005753 0.0000005 0.0000001 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000
C32 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000000 0.0000003 0.0000005 0.0000033 0.0000152 0.0000047 0.0000015 0.0000002 0.0000003 0.0000030 0.0000016 0.0000118 0.0001992 0.0000364 0.0008340 0.0042448 0.0417308 0.4445620 0.0211192 3.5177751 0.4380829 0.4542196 0.0391232 0.0183434 0.0023007 0.0000011 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000
O33 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000002 0.0000001 0.0000002 0.0000013 0.0000006 0.0000026 0.0000048 0.0000024 0.0000007 0.0000003 0.0000011 0.0000016 0.0000016 0.0000045 0.0000660 0.0000121 0.0002219 0.0005727 0.0065467 0.0373962 0.0388664 0.4380829 8.0475583 0.0361903 0.0073365 0.0024394 0.0088604 0.0000013 0.0000003 0.0000012 0.0000000 0.0000000 0.0000000 0.0000000
C34 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000002 0.0000002 0.0000001 0.0000005 0.0000011 0.0000047 0.0000191 0.0000075 0.0000038 0.0000005 0.0000007 0.0000116 0.0000062 0.0001957 0.0000438 0.0003583 0.0043644 0.0149709 0.0193288 0.0163158 0.0013435 0.4542196 0.0361903 3.4866994 0.4370700 0.4515618 0.0426467 0.0000127 0.0000006 0.0000014 0.0000000 0.0000000 0.0000000 0.0000000
O35 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000003 0.0000003 0.0000006 0.0000009 0.0000015 0.0000049 0.0000070 0.0000103 0.0000065 0.0000011 0.0000037 0.0000112 0.0000165 0.0000225 0.0000253 0.0000496 0.0010866 0.0022707 0.0225720 0.0026384 0.0005130 0.0391232 0.0073365 0.4370700 8.0702566 0.0449779 0.0108838 0.0000077 0.0000008 0.0000027 0.0000001 0.0000000 0.0000001 0.0000000
C36 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000005 0.0000007 0.0000010 0.0000005 0.0000028 0.0000059 0.0000463 0.0001898 0.0000730 0.0000207 0.0000030 0.0000028 0.0000598 0.0000255 0.0008941 0.0002188 0.0025657 0.0453032 0.4331328 0.0400800 0.0036019 0.0008884 0.0183434 0.0024394 0.4515618 0.0449779 3.5171165 0.4396077 0.0000209 0.0000013 0.0000024 0.0000000 0.0000000 0.0000000 0.0000000
O37 0.0000000 0.0000001 0.0000001 0.0000001 0.0000002 0.0000002 0.0000004 0.0000016 0.0000033 0.0000116 0.0000220 0.0000428 0.0000203 0.0000219 0.0001332 0.0001105 0.0002802 0.0001572 0.0000104 0.0000023 0.0000048 0.0000245 0.0000112 0.0000837 0.0000432 0.0004926 0.0056707 0.0378002 0.0076708 0.0004738 0.0005753 0.0023007 0.0088604 0.0426467 0.0108838 0.4396077 8.1203581 0.0006665 0.0000843 0.0000886 0.0000002 0.0000001 0.0000003 0.0000000
C38 0.0000001 0.0000022 0.0000053 0.0000021 0.0000129 0.0000298 0.0001006 0.0006393 0.0040320 0.0018368 0.0281969 0.0365811 0.0097473 0.0330916 0.6589337 0.0521983 0.0057407 0.0018321 0.0001213 0.0000314 0.0000174 0.0000332 0.0000091 0.0001792 0.0000581 0.0007297 0.0002183 0.0000160 0.0000109 0.0000024 0.0000005 0.0000011 0.0000013 0.0000127 0.0000077 0.0000209 0.0006665 3.9237533 0.6638252 0.0645014 0.0000131 0.0000022 0.0000014 0.0000002
C39 0.0000004 0.0000085 0.0000204 0.0000087 0.0000535 0.0001152 0.0004752 0.0031019 0.0247828 0.0214001 0.6183796 0.0360523 0.0065018 0.0386260 0.0360813 0.0081523 0.0006764 0.0002876 0.0000171 0.0000044 0.0000033 0.0000069 0.0000013 0.0000296 0.0000103 0.0000978 0.0000447 0.0000021 0.0000020 0.0000005 0.0000001 0.0000001 0.0000003 0.0000006 0.0000008 0.0000013 0.0000843 0.6638252 3.5259035 0.4704888 0.0000320 0.0000092 0.0000031 0.0000007
O40 0.0000006 0.0000062 0.0000156 0.0000071 0.0000319 0.0000776 0.0004266 0.0010659 0.0096374 0.0716440 0.0429868 0.0060587 0.0012283 0.0113569 0.0112786 0.0026543 0.0001160 0.0000923 0.0000054 0.0000018 0.0000024 0.0000020 0.0000011 0.0000085 0.0000033 0.0000367 0.0000160 0.0000010 0.0000017 0.0000002 0.0000003 0.0000002 0.0000012 0.0000014 0.0000027 0.0000024 0.0000886 0.0645014 0.4704888 7.9810526 0.0000304 0.0000073 0.0000033 0.0000008
C41 0.0010588 0.0060291 0.0313456 0.0454810 0.0378047 0.6815391 0.0253815 0.0077779 0.0012620 0.0008648 0.0001472 0.0000688 0.0023227 0.0000255 0.0000118 0.0000046 0.0000005 0.0000004 0.0000001 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000002 0.0000131 0.0000320 0.0000304 3.9556307 0.6626434 0.0598261 0.0003624
C42 0.0043404 0.0441869 0.6306037 0.0346941 0.0447347 0.0340393 0.0045187 0.0009474 0.0001983 0.0001732 0.0000292 0.0000146 0.0002814 0.0000038 0.0000041 0.0000014 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000022 0.0000092 0.0000073 0.6626434 3.5538139 0.4536766 0.0007104
O43 0.0008951 0.0222243 0.0474305 0.0067583 0.0122600 0.0085685 0.0010509 0.0001879 0.0000426 0.0000515 0.0000082 0.0000043 0.0000657 0.0000019 0.0000014 0.0000007 0.0000001 0.0000003 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000002 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000003 0.0000014 0.0000031 0.0000033 0.0598261 0.4536766 8.1285590 0.0002742
