

C1 3.9563305 0.4975645 0.0290511 0.0063522 0.0011587 0.0002400 0.0001035 0.0000176 0.0000034 0.0000065 0.0000009 0.4783918
C2 0.4975645 3.8593743 0.4922945 0.0252939 0.0055891 0.0011015 0.0002967 0.0000629 0.0000117 0.0000193 0.0000018 0.0212641
C3 0.0290511 0.4922945 3.8514946 0.4845767 0.0260171 0.0054495 0.0013081 0.0001654 0.0000378 0.0000584 0.0000077 0.0047294
C4 0.0063522 0.0252939 0.4845767 3.8785025 0.4838185 0.0281472 0.0072640 0.0008572 0.0001285 0.0002475 0.0000387 0.0005314
C5 0.0011587 0.0055891 0.0260171 0.4838185 3.8751762 0.4821219 0.0385116 0.0050804 0.0007597 0.0010834 0.0001027 0.0000504
C6 0.0002400 0.0011015 0.0054495 0.0281472 0.4821219 3.5041077 0.4348932 0.0193682 0.0033578 0.0040272 0.0010198 0.0000126
O7 0.0001035 0.0002967 0.0013081 0.0072640 0.0385116 0.4348932 7.9067727 0.4065009 0.0482633 0.0748833 0.0041986 0.0000059
C8 0.0000176 0.0000629 0.0001654 0.0008572 0.0050804 0.0193682 0.4065009 3.1624683 0.4612970 0.4102978 0.0195151 0.0000008
C9 0.0000034 0.0000117 0.0000378 0.0001285 0.0007597 0.0033578 0.0482633 0.4612970 3.9951185 0.0452194 0.0034191 0.0000003
O10 0.0000065 0.0000193 0.0000584 0.0002475 0.0010834 0.0040272 0.0748833 0.4102978 0.0452194 7.9371062 0.4443783 0.0000011
C11 0.0000009 0.0000018 0.0000077 0.0000387 0.0001027 0.0010198 0.0041986 0.0195151 0.0034191 0.4443783 3.6033915 0.0000001
