

C1 3.9577329 0.4968849 0.0243794 0.0098528 0.0010309 0.0001299 0.0000176 0.0000128 0.0000072 0.0000008 0.0000005 0.0000003 0.0000001 0.0000006 0.4810647
C2 0.4968849 3.8588580 0.4882897 0.0251434 0.0056524 0.0009579 0.0001502 0.0000173 0.0000169 0.0000018 0.0000011 0.0000009 0.0000006 0.0000025 0.0209006
C3 0.0243794 0.4882897 3.8634616 0.4924228 0.0230741 0.0076280 0.0009033 0.0000840 0.0001518 0.0000166 0.0000077 0.0000037 0.0000009 0.0000041 0.0052326
C4 0.0098528 0.0251434 0.4924228 3.8673622 0.4915184 0.0233684 0.0053596 0.0009313 0.0001034 0.0000229 0.0000159 0.0000133 0.0000137 0.0000444 0.0015289
C5 0.0010309 0.0056524 0.0230741 0.4915184 3.8639776 0.4882423 0.0236709 0.0070569 0.0011129 0.0001880 0.0000899 0.0000653 0.0000563 0.0001987 0.0002172
C6 0.0001299 0.0009579 0.0076280 0.0233684 0.4882423 3.8731743 0.4905647 0.0218645 0.0050423 0.0006897 0.0002533 0.0001181 0.0000930 0.0005450 0.0000232
C7 0.0000176 0.0001502 0.0009033 0.0053596 0.0236709 0.4905647 3.8668977 0.5032682 0.0211316 0.0046196 0.0009562 0.0006582 0.0010215 0.0055909 0.0000053
C8 0.0000128 0.0000173 0.0000840 0.0009313 0.0070569 0.0218645 0.5032682 3.8652911 0.5026695 0.0222280 0.0085130 0.0032122 0.0004596 0.0007930 0.0000038
C9 0.0000072 0.0000169 0.0001518 0.0001034 0.0011129 0.0050423 0.0211316 0.5026695 3.8634988 0.4832675 0.0281538 0.0096290 0.0016842 0.0025462 0.0000010
C10 0.0000008 0.0000018 0.0000166 0.0000229 0.0001880 0.0006897 0.0046196 0.0222280 0.4832675 3.9014843 0.5163606 0.0276791 0.0052484 0.0199376 0.0000003
C11 0.0000005 0.0000011 0.0000077 0.0000159 0.0000899 0.0002533 0.0009562 0.0085130 0.0281538 0.5163606 3.9437735 0.8523377 0.0467787 0.0454099 0.0000001
C12 0.0000003 0.0000009 0.0000037 0.0000133 0.0000653 0.0001181 0.0006582 0.0032122 0.0096290 0.0276791 0.8523377 3.9579645 0.5400909 0.0608261 0.0000001
C13 0.0000001 0.0000006 0.0000009 0.0000137 0.0000563 0.0000930 0.0010215 0.0004596 0.0016842 0.0052484 0.0467787 0.5400909 3.3210225 0.7296769 0.0000001
O14 0.0000006 0.0000025 0.0000041 0.0000444 0.0001987 0.0005450 0.0055909 0.0007930 0.0025462 0.0199376 0.0454099 0.0608261 0.7296769 8.0631625 0.0000002
