

C1 3.9694391 0.4994613 0.0238728 0.0059923 0.0069673 0.0014287 0.4790998
C2 0.4994613 3.8628135 0.4836905 0.0287163 0.0226428 0.0061843 0.0230186
C3 0.0238728 0.4836905 3.8048140 0.4840696 0.4721084 0.0343183 0.0062365
C4 0.0059923 0.0287163 0.4840696 3.9664821 0.0258075 0.0169053 0.0012157
C5 0.0069673 0.0226428 0.4721084 0.0258075 3.6351441 0.4933316 0.0007038
N6 0.0014287 0.0061843 0.0343183 0.0169053 0.4933316 6.3952422 0.0002041
