

C1 3.6946988 0.4243402 0.0123193 0.0257508 0.0044166 0.0009103 0.0001957 0.0001704 0.0000610 0.0003860 0.0015054 0.0007177 0.0000798 0.0000334 0.0000304 0.0007815 0.0019074 0.0036951 0.0030293 0.0003251 0.0000364 0.0032679 0.0018219 0.4594058
O2 0.4243402 7.8174903 0.4432116 0.1324795 0.0345543 0.0071423 0.0015152 0.0025498 0.0007547 0.0071979 0.0485811 0.0165397 0.0030897 0.0006469 0.0002636 0.0028049 0.0012686 0.0004739 0.0004026 0.0000857 0.0000064 0.0004539 0.0017579 0.0284368
C3 0.0123193 0.4432116 2.9070534 0.6459328 0.5059575 0.0272970 0.0054416 0.0050789 0.0035517 0.0261391 0.0081589 0.0008316 0.0008835 0.0000941 0.0000720 0.0000974 0.0000237 0.0000840 0.0000660 0.0000115 0.0000006 0.0000404 0.0001635 0.0040384
O4 0.0257508 0.1324795 0.6459328 8.1425695 0.0549918 0.0287027 0.0026781 0.0072862 0.0020627 0.0161586 0.0046627 0.0007694 0.0002812 0.0000316 0.0000326 0.0001384 0.0001113 0.0000621 0.0000391 0.0000153 0.0000014 0.0001154 0.0002535 0.0025909
C5 0.0044166 0.0345543 0.5059575 0.0549918 3.8872633 0.6504087 0.0362944 0.0429291 0.0303310 0.6386419 0.0455263 0.0086918 0.0039120 0.0006639 0.0003573 0.0000654 0.0000485 0.0000196 0.0000172 0.0000052 0.0000003 0.0000152 0.0000294 0.0005739
C6 0.0009103 0.0071423 0.0272970 0.0287027 0.6504087 3.9282466 0.7117635 0.0375621 0.0501961 0.0318337 0.0065142 0.0011943 0.0004153 0.0004662 0.0000372 0.0000134 0.0000134 0.0000092 0.0000063 0.0000019 0.0000002 0.0000043 0.0000052 0.0001960
C7 0.0001957 0.0015152 0.0054416 0.0026781 0.0362944 0.7117635 3.9462907 0.6848112 0.0358689 0.0388648 0.0104375 0.0012544 0.0006643 0.0002250 0.0000432 0.0000056 0.0000026 0.0000021 0.0000015 0.0000007 0.0000001 0.0000017 0.0000021 0.0000461
C8 0.0001704 0.0025498 0.0050789 0.0072862 0.0429291 0.0375621 0.6848112 3.9271978 0.7003300 0.0370860 0.0085703 0.0015366 0.0003762 0.0011881 0.0000673 0.0000163 0.0000054 0.0000028 0.0000023 0.0000007 0.0000001 0.0000023 0.0000035 0.0000377
C9 0.0000610 0.0007547 0.0035517 0.0020627 0.0303310 0.0501961 0.0358689 0.7003300 3.9417728 0.6517971 0.0490122 0.0096931 0.0020352 0.0073369 0.0001921 0.0000626 0.0000275 0.0000059 0.0000033 0.0000014 0.0000001 0.0000080 0.0000098 0.0000114
C10 0.0003860 0.0071979 0.0261391 0.0161586 0.6386419 0.0318337 0.0388648 0.0370860 0.6517971 3.6127462 0.5185844 0.0202990 0.0093444 0.0033016 0.0010116 0.0001062 0.0001535 0.0000271 0.0000171 0.0000051 0.0000005 0.0000184 0.0000300 0.0000704
