

C1 3.9630245 0.5003194 0.0241951 0.0071348 0.0013798 0.0003531 0.0001726 0.0000145 0.0000049 0.0000022 0.0000194 0.0000298 0.4763978
C2 0.5003194 3.8672468 0.4923443 0.0222240 0.0077696 0.0014101 0.0002477 0.0000231 0.0000062 0.0000097 0.0000702 0.0000842 0.0224019
C3 0.0241951 0.4923443 3.8581600 0.4909971 0.0227931 0.0073958 0.0010676 0.0000603 0.0000253 0.0000413 0.0001612 0.0005908 0.0015896
C4 0.0071348 0.0222240 0.4909971 3.8579524 0.4857863 0.0274787 0.0101650 0.0009420 0.0004589 0.0001189 0.0009088 0.0021130 0.0015452
C5 0.0013798 0.0077696 0.0227931 0.4857863 3.8908346 0.5157213 0.0319719 0.0058889 0.0008695 0.0004393 0.0058796 0.0167811 0.0020387
C6 0.0003531 0.0014101 0.0073958 0.0274787 0.5157213 3.9264818 0.8453212 0.0304954 0.0096881 0.0049765 0.0360005 0.0333727 0.0002455
C7 0.0001726 0.0002477 0.0010676 0.0101650 0.0319719 0.8453212 3.9420105 0.4889883 0.0339127 0.0277166 0.5039384 0.0577637 0.0002102
C8 0.0000145 0.0000231 0.0000603 0.0009420 0.0058889 0.0304954 0.4889883 3.9064209 0.4808049 0.0276499 0.0290341 0.0087673 0.0000197
C9 0.0000049 0.0000062 0.0000253 0.0004589 0.0008695 0.0096881 0.0339127 0.4808049 3.8826010 0.4924519 0.0246124 0.0074148 0.0000042
C10 0.0000022 0.0000097 0.0000413 0.0001189 0.0004393 0.0049765 0.0277166 0.0276499 0.4924519 3.9339168 0.4779105 0.0560081 0.0000025
C11 0.0000194 0.0000702 0.0001612 0.0009088 0.0058796 0.0360005 0.5039384 0.0290341 0.0246124 0.4779105 3.2766013 0.7193570 0.0000223
O12 0.0000298 0.0000842 0.0005908 0.0021130 0.0167811 0.0333727 0.0577637 0.0087673 0.0074148 0.0560081 0.7193570 8.0760962 0.0000323
