

C1 3.9576008 0.5012288 0.0262769 0.0056233 0.0012900 0.0003442 0.0000484 0.0000111 0.0000574 0.0000568 0.0000230 0.0000034 0.0000182 0.0000636 0.4807462
C2 0.5012288 3.8636253 0.4813444 0.0288483 0.0050829 0.0009853 0.0001018 0.0000256 0.0002365 0.0007830 0.0004870 0.0000649 0.0001326 0.0009735 0.0227124
C3 0.0262769 0.4813444 3.8643339 0.4870052 0.0204894 0.0069704 0.0008084 0.0002224 0.0014811 0.0069425 0.0034192 0.0003699 0.0008063 0.0072020 0.0065662
C4 0.0056233 0.0288483 0.4870052 3.8764991 0.4744205 0.0402389 0.0042135 0.0004781 0.0171617 0.0230824 0.0015576 0.0005160 0.0045120 0.0208645 0.0012967
C5 0.0012900 0.0050829 0.0204894 0.4744205 3.5260174 0.3813857 0.0105723 0.0043237 0.0084957 0.4535390 0.0197120 0.0034821 0.0216492 0.4639567 0.0003018
O6 0.0003442 0.0009853 0.0069704 0.0402389 0.3813857 7.8926129 0.4491373 0.0364365 0.1336682 0.0419378 0.0041782 0.0008649 0.0114587 0.0366165 0.0001363
C7 0.0000484 0.0001018 0.0008084 0.0042135 0.0105723 0.4491373 2.9125846 0.4744599 0.6611035 0.0051254 0.0008579 0.0000779 0.0003715 0.0035879 0.0000176
C8 0.0000111 0.0000256 0.0002224 0.0004781 0.0043237 0.0364365 0.4744599 3.9785118 0.0613030 0.0004728 0.0001805 0.0000101 0.0000429 0.0005918 0.0000051
O9 0.0000574 0.0002365 0.0014811 0.0171617 0.0084957 0.1336682 0.6611035 0.0613030 8.0994745 0.0226092 0.0025696 0.0003082 0.0004688 0.0011510 0.0000158
C10 0.0000568 0.0007830 0.0069425 0.0230824 0.4535390 0.0419378 0.0051254 0.0004728 0.0226092 3.8848274 0.4882495 0.0256384 0.0089167 0.0187777 0.0000226
C11 0.0000230 0.0004870 0.0034192 0.0015576 0.0197120 0.0041782 0.0008579 0.0001805 0.0025696 0.4882495 3.8689358 0.4874777 0.0220578 0.0168922 0.0000081
C12 0.0000034 0.0000649 0.0003699 0.0005160 0.0034821 0.0008649 0.0000779 0.0000101 0.0003082 0.0256384 0.4874777 3.8811397 0.4876847 0.0214987 0.0000017
C13 0.0000182 0.0001326 0.0008063 0.0045120 0.0216492 0.0114587 0.0003715 0.0000429 0.0004688 0.0089167 0.0220578 0.4876847 3.8826048 0.4872529 0.0000022
C14 0.0000636 0.0009735 0.0072020 0.0208645 0.4639567 0.0366165 0.0035879 0.0005918 0.0011510 0.0187777 0.0168922 0.0214987 0.4872529 3.8741342 0.0000207
