

C1 3.9714830 0.5242147 0.0356388 0.0062923 0.0033477 0.0012451 0.0001959 0.0000479 0.0000025 0.0000518 0.0000023 0.0000163 0.4693678
C2 0.5242147 3.9244701 0.8568311 0.0446288 0.0446036 0.0125146 0.0010653 0.0005163 0.0000239 0.0005662 0.0000250 0.0001299 0.0249869
C3 0.0356388 0.8568311 3.9502117 0.5153222 0.0528592 0.0358842 0.0038358 0.0005309 0.0000403 0.0005331 0.0000534 0.0002352 0.0128193
C4 0.0062923 0.0446288 0.5153222 2.9663555 0.6591381 0.4451560 0.0113167 0.0036915 0.0002640 0.0039646 0.0003413 0.0008084 0.0017767
O5 0.0033477 0.0446036 0.0528592 0.6591381 8.0876359 0.1324781 0.0231500 0.0026642 0.0007979 0.0028362 0.0008125 0.0005746 0.0018606
O6 0.0012451 0.0125146 0.0358842 0.4451560 0.1324781 7.8607692 0.3941988 0.0360215 0.0081934 0.0388177 0.0114013 0.0068032 0.0006456
C7 0.0001959 0.0010653 0.0038358 0.0113167 0.0231500 0.3941988 3.5848970 0.4811546 0.0217084 0.4666024 0.0208256 0.0262700 0.0000452
C8 0.0000479 0.0005163 0.0005309 0.0036915 0.0026642 0.0360215 0.4811546 3.8689913 0.5016405 0.0194721 0.0027460 0.0123874 0.0000188
C9 0.0000025 0.0000239 0.0000403 0.0002640 0.0007979 0.0081934 0.0217084 0.5016405 3.9661882 0.0029584 0.0112775 0.0015737 0.0000011
C10 0.0000518 0.0005662 0.0005331 0.0039646 0.0028362 0.0388177 0.4666024 0.0194721 0.0029584 3.7978266 0.4940406 0.4802574 0.0000483
C11 0.0000023 0.0000250 0.0000534 0.0003413 0.0008125 0.0114013 0.0208256 0.0027460 0.0112775 0.4940406 3.9608867 0.0300622 0.0000016
C12 0.0000163 0.0001299 0.0002352 0.0008084 0.0005746 0.0068032 0.0262700 0.0123874 0.0015737 0.4802574 0.0300622 3.9679854 0.0000131
