

C1 3.9691371 0.5002363 0.0283763 0.0054209 0.0011925 0.0000464 0.0000376 0.0001092 0.0000194 0.0000037 0.0000240 0.0000230 0.0000052 0.0000021 0.0000027 0.0000006 0.4718418
C2 0.5002363 3.8631916 0.4774032 0.0263836 0.0058137 0.0003880 0.0006694 0.0010827 0.0004465 0.0000494 0.0000780 0.0000833 0.0000240 0.0000064 0.0000094 0.0000014 0.0202981
C3 0.0283763 0.4774032 3.8705044 0.4969970 0.0219693 0.0027444 0.0050071 0.0093199 0.0026714 0.0002751 0.0002807 0.0003209 0.0000792 0.0000209 0.0000261 0.0000044 0.0121910
C4 0.0054209 0.0263836 0.4969970 3.8712774 0.5021951 0.0208380 0.0029003 0.0011262 0.0004681 0.0007858 0.0054125 0.0012298 0.0001718 0.0000760 0.0001570 0.0000218 0.0011982
C5 0.0011925 0.0058137 0.0219693 0.5021951 3.8798180 0.4901350 0.0236661 0.0100496 0.0079064 0.0092703 0.0211546 0.0119694 0.0013077 0.0003939 0.0004709 0.0000676 0.0000915
C6 0.0000464 0.0003880 0.0027444 0.0208380 0.4901350 3.8741181 0.4660806 0.0587332 0.0310153 0.0235194 0.4574083 0.0219585 0.0050424 0.0016382 0.0013116 0.0000531 0.0000101
C7 0.0000376 0.0006694 0.0050071 0.0029003 0.0236661 0.4660806 3.1642635 0.7077274 0.4612300 0.0223352 0.0344650 0.0046486 0.0009008 0.0006248 0.0003054 0.0000164 0.0000201
O8 0.0001092 0.0010827 0.0093199 0.0011262 0.0100496 0.0587332 0.7077274 8.2036773 0.0625683 0.0082805 0.0123502 0.0023343 0.0006498 0.0004755 0.0002233 0.0000145 0.0000937
C9 0.0000194 0.0004465 0.0026714 0.0004681 0.0079064 0.0310153 0.4612300 0.0625683 3.9505772 0.4843596 0.0242196 0.0047908 0.0004906 0.0001599 0.0019407 0.0000816 0.0000346
C10 0.0000037 0.0000494 0.0002751 0.0007858 0.0092703 0.0235194 0.0223352 0.0082805 0.4843596 3.8929539 0.4814830 0.0231057 0.0040224 0.0007032 0.0186032 0.0005461 0.0000068
C11 0.0000240 0.0000780 0.0002807 0.0054125 0.0211546 0.4574083 0.0344650 0.0123502 0.0242196 0.4814830 3.8132683 0.4829189 0.0231795 0.0079128 0.0143964 0.0006263 0.0000037
C12 0.0000230 0.0000833 0.0003209 0.0012298 0.0119694 0.0219585 0.0046486 0.0023343 0.0047908 0.0231057 0.4829189 3.8743821 0.4732196 0.0527586 0.0286063 0.0047703 0.0000037
C13 0.0000052 0.0000240 0.0000792 0.0001718 0.0013077 0.0050424 0.0009008 0.0006498 0.0004906 0.0040224 0.0231795 0.4732196 2.9777242 0.6770299 0.4507213 0.0126770 0.0000009
O14 0.0000021 0.0000064 0.0000209 0.0000760 0.0003939 0.0016382 0.0006248 0.0004755 0.0001599 0.0007032 0.0079128 0.0527586 0.6770299 8.0976985 0.1409387 0.0253904 0.0000011
O15 0.0000027 0.0000094 0.0000261 0.0001570 0.0004709 0.0013116 0.0003054 0.0002233 0.0019407 0.0186032 0.0143964 0.0286063 0.4507213 0.1409387 7.8414606 0.4184302 0.0000009
C16 0.0000006 0.0000014 0.0000044 0.0000218 0.0000676 0.0000531 0.0000164 0.0000145 0.0000816 0.0005461 0.0006263 0.0047703 0.0126770 0.0253904 0.4184302 3.7284402 0.0000002
