

C1 3.9721964 0.5143822 0.0378351 0.0108414 0.0015091 0.4822993
C2 0.5143822 3.9294360 0.8830848 0.0738437 0.0075776 0.0211549
C3 0.0378351 0.8830848 4.0905982 0.5778134 0.0216046 0.0053934
S4 0.0108414 0.0738437 0.5778134 14.6123291 0.5513253 0.0019822
C5 0.0015091 0.0075776 0.0216046 0.5513253 4.0880039 0.0001281
