

C1 4.0062709 0.4953271 0.0624179 0.0239957 0.0036027 0.0008356 0.0001575 0.0005790 0.0032075 0.0098584 0.4688740
C2 0.4953271 3.2865148 0.7131317 0.5273850 0.0214994 0.0068522 0.0006150 0.0093402 0.0335851 0.0031301 0.0231959
O3 0.0624179 0.7131317 8.0549426 0.0652049 0.0249661 0.0033069 0.0002160 0.0098664 0.0318520 0.0017572 0.0138127
C4 0.0239957 0.5273850 0.0652049 3.9130423 0.6128122 0.0394333 0.0040413 0.0743633 0.6882722 0.0249142 0.0020472
C5 0.0036027 0.0214994 0.0249661 0.6128122 3.9637758 0.7257072 0.0285716 0.0861152 0.0459875 0.0046499 0.0003038
C6 0.0008356 0.0068522 0.0033069 0.0394333 0.7257072 3.5598000 0.5055152 0.4740732 0.0634473 0.0064322 0.0003108
C7 0.0001575 0.0006150 0.0002160 0.0040413 0.0285716 0.5055152 3.9728453 0.0322489 0.0070303 0.0009353 0.0000234
O8 0.0005790 0.0093402 0.0098664 0.0743633 0.0861152 0.4740732 0.0322489 7.9064324 0.4769126 0.0327664 0.0002887
C9 0.0032075 0.0335851 0.0318520 0.6882722 0.0459875 0.0634473 0.0070303 0.4769126 3.5739756 0.5123706 0.0011354
C10 0.0098584 0.0031301 0.0017572 0.0249142 0.0046499 0.0064322 0.0009353 0.0327664 0.5123706 3.9694661 0.0028109
