

C1 3.9589587 0.4947109 0.0253559 0.0117758 0.0010957 0.0004736 0.0001120 0.0001569 0.4800121
C2 0.4947109 3.8748790 0.4876689 0.0263002 0.0058653 0.0009498 0.0001568 0.0004065 0.0211763
C3 0.0253559 0.4876689 3.8733998 0.4898165 0.0234317 0.0078476 0.0009039 0.0032749 0.0039745
C4 0.0117758 0.0263002 0.4898165 3.8722694 0.4903259 0.0225610 0.0056260 0.0165287 0.0020316
C5 0.0010957 0.0058653 0.0234317 0.4903259 3.8608006 0.4841501 0.0279992 0.0341968 0.0002478
C6 0.0004736 0.0009498 0.0078476 0.0225610 0.4841501 3.9115797 0.4880837 0.5344425 0.0001631
C7 0.0001120 0.0001568 0.0009039 0.0056260 0.0279992 0.4880837 3.9506269 0.0488589 0.0000497
S8 0.0001569 0.0004065 0.0032749 0.0165287 0.0341968 0.5344425 0.0488589 14.7702924 0.0000367
