

C1 3.9639990 0.4920189 0.0320277 0.0125348 0.0010389 0.0003610 0.0001028 0.0000302 0.0000131 0.0000033 0.0000005 0.0000001 0.0000003 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.4812464
C2 0.4920189 3.8766001 0.5109693 0.0363260 0.0064280 0.0009786 0.0004322 0.0000791 0.0000262 0.0000149 0.0000010 0.0000002 0.0000001 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0221300
C3 0.0320277 0.5109693 3.9536683 0.8839812 0.0365968 0.0111413 0.0047286 0.0005956 0.0003594 0.0001426 0.0000145 0.0000021 0.0000009 0.0000022 0.0000002 0.0000003 0.0000001 0.0000000 0.0000001 0.0000001 0.0000000 0.0029720
C4 0.0125348 0.0363260 0.8839812 3.9609434 0.4999428 0.0373615 0.0120267 0.0010950 0.0005512 0.0005572 0.0000385 0.0000068 0.0000030 0.0000078 0.0000020 0.0000009 0.0000004 0.0000000 0.0000002 0.0000002 0.0000001 0.0014429
C5 0.0010389 0.0064280 0.0365968 0.4999428 3.8749429 0.5064671 0.0334385 0.0109339 0.0012174 0.0004218 0.0000481 0.0000083 0.0000036 0.0000010 0.0000003 0.0000007 0.0000002 0.0000000 0.0000001 0.0000001 0.0000000 0.0000859
C6 0.0003610 0.0009786 0.0111413 0.0373615 0.5064671 3.9649163 0.8874154 0.0326614 0.0141081 0.0044890 0.0006022 0.0001053 0.0000267 0.0000070 0.0000034 0.0000120 0.0000027 0.0000002 0.0000005 0.0000005 0.0000000 0.0000327
C7 0.0001028 0.0004322 0.0047286 0.0120267 0.0334385 0.8874154 3.9545935 0.5119861 0.0391933 0.0127165 0.0010287 0.0004271 0.0000570 0.0000096 0.0000055 0.0000163 0.0000035 0.0000004 0.0000007 0.0000006 0.0000001 0.0000160
C8 0.0000302 0.0000791 0.0005956 0.0010950 0.0109339 0.0326614 0.5119861 3.8756635 0.4982323 0.0354259 0.0062625 0.0010104 0.0001154 0.0000345 0.0000068 0.0000324 0.0000052 0.0000004 0.0000006 0.0000007 0.0000000 0.0000039
C9 0.0000131 0.0000262 0.0003594 0.0005512 0.0012174 0.0141081 0.0391933 0.4982323 3.9421297 0.8819695 0.0358771 0.0120127 0.0019577 0.0003347 0.0001231 0.0002540 0.0000494 0.0000059 0.0000082 0.0000064 0.0000003 0.0000023
C10 0.0000033 0.0000149 0.0001426 0.0005572 0.0004218 0.0044890 0.0127165 0.0354259 0.8819695 3.9462019 0.5054053 0.0289076 0.0102239 0.0019561 0.0002750 0.0003731 0.0000433 0.0000050 0.0000041 0.0000089 0.0000004 0.0000011
C11 0.0000005 0.0000010 0.0000145 0.0000385 0.0000481 0.0006022 0.0010287 0.0062625 0.0358771 0.5054053 3.8780935 0.4850025 0.0233765 0.0091376 0.0004905 0.0026850 0.0003797 0.0000165 0.0000245 0.0000244 0.0000009 0.0000004
C12 0.0000001 0.0000002 0.0000021 0.0000068 0.0000083 0.0001053 0.0004271 0.0010104 0.0120127 0.0289076 0.4850025 3.8883187 0.4955311 0.0216750 0.0019910 0.0068950 0.0008742 0.0001719 0.0001191 0.0000409 0.0000028 0.0000003
C13 0.0000003 0.0000001 0.0000009 0.0000030 0.0000036 0.0000267 0.0000570 0.0001154 0.0019577 0.0102239 0.0233765 0.4955311 3.8668877 0.5058263 0.0214610 0.0027810 0.0003027 0.0001448 0.0000496 0.0004153 0.0000144 0.0000009
C14 0.0000003 0.0000002 0.0000022 0.0000078 0.0000010 0.0000070 0.0000096 0.0000345 0.0003347 0.0019561 0.0091376 0.0216750 0.5058263 3.8796082 0.5035473 0.0227284 0.0061519 0.0005635 0.0002132 0.0010666 0.0000276 0.0000028
C15 0.0000001 0.0000000 0.0000002 0.0000020 0.0000003 0.0000034 0.0000055 0.0000068 0.0001231 0.0002750 0.0004905 0.0019910 0.0214610 0.5035473 3.8685205 0.4992128 0.0254971 0.0051170 0.0010374 0.0154306 0.0004325 0.0000007
C16 0.0000000 0.0000000 0.0000003 0.0000009 0.0000007 0.0000120 0.0000163 0.0000324 0.0002540 0.0003731 0.0026850 0.0068950 0.0027810 0.0227284 0.4992128 3.8729160 0.4766458 0.0209588 0.0095701 0.0130837 0.0006003 0.0000003
C17 0.0000000 0.0000000 0.0000001 0.0000004 0.0000002 0.0000027 0.0000035 0.0000052 0.0000494 0.0000433 0.0003797 0.0008742 0.0003027 0.0061519 0.0254971 0.4766458 3.8862276 0.4764894 0.0551942 0.0303803 0.0044809 0.0000002
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000004 0.0000004 0.0000059 0.0000050 0.0000165 0.0001719 0.0001448 0.0005635 0.0051170 0.0209588 0.4764894 2.9535711 0.6756223 0.4421362 0.0122700 0.0000001
O19 0.0000001 0.0000000 0.0000001 0.0000002 0.0000001 0.0000005 0.0000007 0.0000006 0.0000082 0.0000041 0.0000245 0.0001191 0.0000496 0.0002132 0.0010374 0.0095701 0.0551942 0.6756223 8.1278839 0.1364207 0.0273855 0.0000005
O20 0.0000001 0.0000001 0.0000001 0.0000002 0.0000001 0.0000005 0.0000006 0.0000007 0.0000064 0.0000089 0.0000244 0.0000409 0.0004153 0.0010666 0.0154306 0.0130837 0.0303803 0.4421362 0.1364207 7.8479807 0.4248600 0.0000005
C21 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000003 0.0000004 0.0000009 0.0000028 0.0000144 0.0000276 0.0004325 0.0006003 0.0044809 0.0122700 0.0273855 0.4248600 3.6822123 0.0000012
