

C1 3.9619775 0.5142852 0.0381624 0.0059554 0.0008548 0.0024637 0.0007067 0.0001965 0.0003374 0.0023755 0.0002245 0.0000214 0.0001695 0.0002333 0.0169994 0.0192592 0.4663866
C2 0.5142852 3.9018931 0.8558538 0.0326680 0.0149682 0.0225566 0.0047649 0.0033747 0.0003086 0.0016790 0.0003297 0.0000592 0.0001015 0.0004209 0.0236023 0.4926565 0.0212639
C3 0.0381624 0.8558538 3.9727326 0.5053467 0.0307114 0.0105853 0.0016276 0.0012532 0.0001477 0.0004217 0.0001031 0.0000254 0.0000296 0.0000708 0.0039554 0.0300645 0.0133332
C4 0.0059554 0.0326680 0.5053467 3.8716275 0.4851645 0.0200343 0.0023446 0.0039080 0.0011627 0.0001645 0.0000528 0.0000286 0.0000129 0.0000159 0.0008286 0.0109150 0.0011430
C5 0.0008548 0.0149682 0.0307114 0.4851645 3.8641362 0.4718675 0.0281037 0.0284611 0.0051549 0.0004988 0.0001362 0.0000727 0.0000721 0.0000596 0.0041377 0.0190798 0.0004993
C6 0.0024637 0.0225566 0.0105853 0.0200343 0.4718675 3.7691454 0.4691794 0.4731216 0.0212603 0.0058873 0.0003578 0.0003199 0.0001963 0.0001333 0.0182971 0.4721607 0.0002040
C7 0.0007067 0.0047649 0.0016276 0.0023446 0.0281037 0.4691794 3.9514904 0.0269227 0.0083710 0.0005787 0.0001048 0.0000328 0.0000237 0.0005558 0.0028856 0.0255027 0.0000458
C8 0.0001965 0.0033747 0.0012532 0.0039080 0.0284611 0.4731216 0.0269227 3.8601895 0.4951071 0.0246056 0.0050420 0.0010394 0.0009426 0.0014652 0.0056548 0.0197211 0.0000495
C9 0.0003374 0.0003086 0.0001477 0.0011627 0.0051549 0.0212603 0.0083710 0.4951071 3.8811055 0.4809206 0.0215256 0.0105950 0.0044085 0.0163867 0.0202638 0.0047663 0.0002310
C10 0.0023755 0.0016790 0.0004217 0.0001645 0.0004988 0.0058873 0.0005787 0.0246056 0.4809206 3.8144690 0.4504862 0.0214780 0.0213411 0.0387992 0.4874324 0.0191762 0.0005682
C11 0.0002245 0.0003297 0.0001031 0.0000528 0.0001362 0.0003578 0.0001048 0.0050420 0.0215256 0.4504862 3.4560057 0.4687373 0.4712795 0.4180496 0.0208646 0.0044936 0.0000343
C12 0.0000214 0.0000592 0.0000254 0.0000286 0.0000727 0.0003199 0.0000328 0.0010394 0.0105950 0.0214780 0.4687373 3.9592577 0.0277030 0.0461318 0.0042217 0.0008304 0.0000076
C13 0.0001695 0.0001015 0.0000296 0.0000129 0.0000721 0.0001963 0.0000237 0.0009426 0.0044085 0.0213411 0.4712795 0.0277030 3.9672063 0.0512069 0.0103489 0.0010513 0.0000976
O14 0.0002333 0.0004209 0.0000708 0.0000159 0.0000596 0.0001333 0.0005558 0.0014652 0.0163867 0.0387992 0.4180496 0.0461318 0.0512069 8.0359005 0.0139929 0.0009439 0.0000295
C15 0.0169994 0.0236023 0.0039554 0.0008286 0.0041377 0.0182971 0.0028856 0.0056548 0.0202638 0.4874324 0.0208646 0.0042217 0.0103489 0.0139929 3.8838683 0.4883239 0.0050479
C16 0.0192592 0.4926565 0.0300645 0.0109150 0.0190798 0.4721607 0.0255027 0.0197211 0.0047663 0.0191762 0.0044936 0.0008304 0.0010513 0.0009439 0.4883239 3.8261422 0.0014439
