

C1 3.9851425 0.4861665 0.0419931 0.0045148 0.0096077 0.0009151 0.0005915 0.0001545 0.0000140 0.0004534 0.0009772 0.4783415
C2 0.4861665 3.5717580 0.4230710 0.0130760 0.0063805 0.0005795 0.0004224 0.0001317 0.0000181 0.0009706 0.0043963 0.0219201
O3 0.0419931 0.4230710 7.9416056 0.4515255 0.0538749 0.0078363 0.0096034 0.0028394 0.0001527 0.0064463 0.0509712 0.0052877
C4 0.0045148 0.0130760 0.4515255 3.5592939 0.6653249 0.0340675 0.0366642 0.0097771 0.0005195 0.0346483 0.6483886 0.0004278
C5 0.0096077 0.0063805 0.0538749 0.6653249 3.9378542 0.6866730 0.0363272 0.0073295 0.0012743 0.0455635 0.0362901 0.0021974
C6 0.0009151 0.0005795 0.0078363 0.0340675 0.6866730 3.9414004 0.6640773 0.0549545 0.0047894 0.0338325 0.0531972 0.0001963
C7 0.0005915 0.0004224 0.0096034 0.0366642 0.0363272 0.6640773 3.5722524 0.4521933 0.0139365 0.6555320 0.0363090 0.0001315
O8 0.0001545 0.0001317 0.0028394 0.0097771 0.0073295 0.0549545 0.4521933 7.9217740 0.4409303 0.0520130 0.0077016 0.0000368
C9 0.0000140 0.0000181 0.0001527 0.0005195 0.0012743 0.0047894 0.0139365 0.4409303 3.6520810 0.0096990 0.0008831 0.0000045
C10 0.0004534 0.0009706 0.0064463 0.0346483 0.0455635 0.0338325 0.6555320 0.0520130 0.0096990 3.9465593 0.7057786 0.0000450
C11 0.0009772 0.0043963 0.0509712 0.6483886 0.0362901 0.0531972 0.0363090 0.0077016 0.0008831 0.7057786 3.9370281 0.0002047
