

C1 4.0352029 0.9071313 0.0354571 0.0119759 0.0076390 0.0008131 0.0004308 0.0000523 0.0000063 0.0000088 0.0000019 0.0000030 0.0000010 0.0000002 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4890054
C2 0.9071313 3.9516984 0.5045778 0.0279835 0.0136506 0.0014947 0.0004898 0.0000593 0.0000061 0.0000068 0.0000010 0.0000016 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0340060
C3 0.0354571 0.5045778 3.8747489 0.4814006 0.0248333 0.0059213 0.0010704 0.0001169 0.0000252 0.0000338 0.0000042 0.0000018 0.0000023 0.0000003 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0070554
C4 0.0119759 0.0279835 0.4814006 3.8604966 0.4874765 0.0254780 0.0089673 0.0016750 0.0002281 0.0003441 0.0000375 0.0000127 0.0000167 0.0000025 0.0000007 0.0000008 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0010782
C5 0.0076390 0.0136506 0.0248333 0.4874765 3.8757845 0.4853739 0.0218205 0.0061026 0.0003895 0.0027661 0.0003357 0.0000590 0.0000756 0.0000168 0.0000022 0.0000040 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0002809
C6 0.0008131 0.0014947 0.0059213 0.0254780 0.4853739 3.8656142 0.5007939 0.0205260 0.0024191 0.0053700 0.0006049 0.0001929 0.0001414 0.0000284 0.0000025 0.0000019 0.0000005 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000245
C7 0.0004308 0.0004898 0.0010704 0.0089673 0.0218205 0.5007939 3.8729179 0.5011028 0.0227073 0.0024347 0.0002094 0.0000834 0.0004312 0.0000178 0.0000026 0.0000016 0.0000010 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000310
C8 0.0000523 0.0000593 0.0001169 0.0016750 0.0061026 0.0205260 0.5011028 3.8742223 0.5057762 0.0214018 0.0049606 0.0017232 0.0022530 0.0000648 0.0000267 0.0000189 0.0000105 0.0000018 0.0000005 0.0000002 0.0000001 0.0000000 0.0000002 0.0000040
C9 0.0000063 0.0000061 0.0000252 0.0002281 0.0003895 0.0024191 0.0227073 0.5057762 3.8768844 0.5004571 0.0223654 0.0073948 0.0249043 0.0007479 0.0001949 0.0001226 0.0000384 0.0000128 0.0000025 0.0000009 0.0000006 0.0000001 0.0000012 0.0000007
C10 0.0000088 0.0000068 0.0000338 0.0003441 0.0027661 0.0053700 0.0024347 0.0214018 0.5004571 3.8904695 0.4581062 0.0576081 0.0323990 0.0048381 0.0004409 0.0006496 0.0001011 0.0000429 0.0000172 0.0000056 0.0000035 0.0000004 0.0000051 0.0000006
C11 0.0000019 0.0000010 0.0000042 0.0000375 0.0003357 0.0006049 0.0002094 0.0049606 0.0223654 0.4581062 2.9030827 0.6598177 0.4392924 0.0115534 0.0040604 0.0012631 0.0003029 0.0001235 0.0000241 0.0000077 0.0000048 0.0000007 0.0000175 0.0000003
O12 0.0000030 0.0000016 0.0000018 0.0000127 0.0000590 0.0001929 0.0000834 0.0017232 0.0073948 0.0576081 0.6598177 8.1612945 0.1376321 0.0122271 0.0179687 0.0099729 0.0061029 0.0004967 0.0002020 0.0000508 0.0000216 0.0000026 0.0000705 0.0000004
O13 0.0000010 0.0000006 0.0000023 0.0000167 0.0000756 0.0001414 0.0004312 0.0022530 0.0249043 0.0323990 0.4392924 0.1376321 7.8967468 0.4075942 0.0401584 0.0108785 0.0017656 0.0010944 0.0002141 0.0000561 0.0000442 0.0000058 0.0000962 0.0000004
C14 0.0000002 0.0000001 0.0000003 0.0000025 0.0000168 0.0000284 0.0000178 0.0000648 0.0007479 0.0048381 0.0115534 0.0122271 0.4075942 3.6146963 0.4966296 0.0331503 0.0137163 0.0056309 0.0009285 0.0001434 0.0001014 0.0000126 0.0005418 0.0000001
C15 0.0000001 0.0000000 0.0000001 0.0000007 0.0000022 0.0000025 0.0000026 0.0000267 0.0001949 0.0004409 0.0040604 0.0179687 0.0401584 0.4966296 3.9458603 0.8570662 0.0329829 0.0340063 0.0086160 0.0013254 0.0011788 0.0001756 0.0101185 0.0000000
C16 0.0000001 0.0000000 0.0000001 0.0000008 0.0000040 0.0000019 0.0000016 0.0000189 0.0001226 0.0006496 0.0012631 0.0099729 0.0108785 0.0331503 0.8570662 3.8608703 0.5013221 0.5012719 0.0232370 0.0048993 0.0022881 0.0001420 0.0051837 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000005 0.0000010 0.0000105 0.0000384 0.0001011 0.0003029 0.0061029 0.0017656 0.0137163 0.0329829 0.5013221 3.9732364 0.0215729 0.0059829 0.0012054 0.0005199 0.0000278 0.0002454 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000002 0.0000002 0.0000018 0.0000128 0.0000429 0.0001235 0.0004967 0.0010944 0.0056309 0.0340063 0.5012719 0.0215729 3.8737225 0.5043974 0.0205129 0.0031898 0.0004187 0.0039069 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000005 0.0000025 0.0000172 0.0000241 0.0002020 0.0002141 0.0009285 0.0086160 0.0232370 0.0059829 0.5043974 3.8778380 0.5296461 0.0303918 0.0059668 0.0033923 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000009 0.0000056 0.0000077 0.0000508 0.0000561 0.0001434 0.0013254 0.0048993 0.0012054 0.0205129 0.5296461 3.9779567 0.8769366 0.0380253 0.0325615 0.0000000
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000035 0.0000048 0.0000216 0.0000442 0.0001014 0.0011788 0.0022881 0.0005199 0.0031898 0.0303918 0.8769366 3.8687445 0.4961808 0.5139122 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000007 0.0000026 0.0000058 0.0000126 0.0001756 0.0001420 0.0000278 0.0004187 0.0059668 0.0380253 0.4961808 3.9627821 0.0259662 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000012 0.0000051 0.0000175 0.0000705 0.0000962 0.0005418 0.0101185 0.0051837 0.0002454 0.0039069 0.0033923 0.0325615 0.5139122 0.0259662 3.9648399 0.0000000
