

C1 3.7034885 0.4275928 0.0122550 0.0258002 0.0042651 0.0008409 0.0001897 0.0001429 0.0000652 0.0003813 0.0019693 0.0010835 0.0000827 0.0001656 0.0006775 0.0000205 0.0000052 0.0000016 0.0000004 0.0000001 0.0000001 0.0000005 0.4652636
O2 0.4275928 7.7884325 0.4423973 0.1311086 0.0336209 0.0066985 0.0014977 0.0024076 0.0008471 0.0077171 0.0618836 0.0162731 0.0013145 0.0042830 0.0009632 0.0004988 0.0000397 0.0000152 0.0000041 0.0000003 0.0000007 0.0000022 0.0333276
C3 0.0122550 0.4423973 2.9307511 0.6576917 0.5063282 0.0266138 0.0057365 0.0049771 0.0035763 0.0268326 0.0091358 0.0008344 0.0004219 0.0016924 0.0001398 0.0001573 0.0000147 0.0000030 0.0000008 0.0000001 0.0000005 0.0000006 0.0036766
O4 0.0258002 0.1311086 0.6576917 8.1175269 0.0523795 0.0235181 0.0023004 0.0069143 0.0019411 0.0157226 0.0047155 0.0007435 0.0003394 0.0004560 0.0000867 0.0000533 0.0000437 0.0000064 0.0000021 0.0000006 0.0000051 0.0000029 0.0033547
C5 0.0042651 0.0336209 0.5063282 0.0523795 3.8799905 0.6568099 0.0344126 0.0406374 0.0294344 0.6355843 0.0456710 0.0094282 0.0032261 0.0024085 0.0002776 0.0002879 0.0000394 0.0000098 0.0000024 0.0000004 0.0000007 0.0000023 0.0005460
C6 0.0008409 0.0066985 0.0266138 0.0235181 0.6568099 3.9234411 0.7086817 0.0395785 0.0497987 0.0330461 0.0064783 0.0012891 0.0007164 0.0003379 0.0001114 0.0001124 0.0000199 0.0000039 0.0000013 0.0000010 0.0000044 0.0000013 0.0003416
C7 0.0001897 0.0014977 0.0057365 0.0023004 0.0344126 0.7086817 3.9451307 0.6800775 0.0350911 0.0392973 0.0108694 0.0015782 0.0010741 0.0000980 0.0000356 0.0001125 0.0000210 0.0000035 0.0000019 0.0000009 0.0000009 0.0000021 0.0000695
C8 0.0001429 0.0024076 0.0049771 0.0069143 0.0406374 0.0395785 0.6800775 3.9506342 0.7052764 0.0366816 0.0081501 0.0016659 0.0017190 0.0003107 0.0001687 0.0000956 0.0000165 0.0000034 0.0000011 0.0000004 0.0000002 0.0000024 0.0002138
C9 0.0000652 0.0008471 0.0035763 0.0019411 0.0294344 0.0497987 0.0350911 0.7052764 3.9542566 0.6400056 0.0483770 0.0108313 0.0085531 0.0008406 0.0003048 0.0002050 0.0000378 0.0000115 0.0000037 0.0000003 0.0000003 0.0000031 0.0000336
C10 0.0003813 0.0077171 0.0268326 0.0157226 0.6355843 0.0330461 0.0392973 0.0366816 0.6400056 3.6009121 0.5234013 0.0206881 0.0141293 0.0014765 0.0002856 0.0002357 0.0000485 0.0000128 0.0000042 0.0000003 0.0000004 0.0000030 0.0002998
N11 0.0019693 0.0618836 0.0091358 0.0047155 0.0456710 0.0064783 0.0108694 0.0081501 0.0483770 0.5234013 6.4185341 0.7852200 0.0534951 0.0149904 0.0015661 0.0022349 0.0005765 0.0002607 0.0000676 0.0000018 0.0000030 0.0000473 0.0003233
C12 0.0010835 0.0162731 0.0008344 0.0007435 0.0094282 0.0012891 0.0015782 0.0016659 0.0108313 0.0206881 0.7852200 3.4510941 0.4968781 0.0244014 0.0067917 0.0054298 0.0013723 0.0002953 0.0000959 0.0000045 0.0000066 0.0000524 0.0000793
C13 0.0000827 0.0013145 0.0004219 0.0003394 0.0032261 0.0007164 0.0010741 0.0017190 0.0085531 0.0141293 0.0534951 0.4968781 3.8878115 0.4786343 0.0246463 0.0284095 0.0050805 0.0008681 0.0002070 0.0000179 0.0000206 0.0001096 0.0000206
