

C1 3.9637498 0.4808800 0.0276141 0.0302257 0.0061315 0.0010677 0.0003820 0.0003019 0.0000609 0.0000370 0.0000115 0.0000039 0.0014279 0.4738555
C2 0.4808800 3.7999172 0.4886234 0.4874412 0.0233279 0.0053232 0.0004555 0.0018573 0.0002410 0.0001268 0.0000341 0.0000200 0.0078363 0.0209007
C3 0.0276141 0.4886234 3.9813697 0.0254231 0.0045840 0.0444333 0.0062283 0.0005785 0.0001530 0.0001209 0.0000173 0.0000171 0.0011777 0.0084339
C4 0.0302257 0.4874412 0.0254231 3.8666290 0.4904628 0.0283112 0.0069340 0.0053200 0.0004431 0.0003589 0.0001105 0.0000657 0.0382044 0.0039480
C5 0.0061315 0.0233279 0.0045840 0.4904628 4.0094555 0.5291645 0.0295150 0.0210903 0.0051917 0.0017992 0.0003866 0.0001327 0.5290963 0.0004521
S6 0.0010677 0.0053232 0.0444333 0.0283112 0.5291645 14.5826869 0.5772552 0.0270748 0.0048722 0.0045771 0.0006077 0.0005960 0.0743713 0.0001929
S7 0.0003820 0.0004555 0.0062283 0.0069340 0.0295150 0.5772552 14.6518278 0.5273380 0.0373451 0.0245659 0.0021258 0.0054170 0.0616071 0.0000503
C8 0.0003019 0.0018573 0.0005785 0.0053200 0.0210903 0.0270748 0.5273380 4.0108259 0.4766438 0.0254453 0.0056810 0.0130295 0.5371109 0.0000153
C9 0.0000609 0.0002410 0.0001530 0.0004431 0.0051917 0.0048722 0.0373451 0.4766438 3.8757810 0.4726242 0.0256100 0.0262699 0.0346721 0.0000046
C10 0.0000370 0.0001268 0.0001209 0.0003589 0.0017992 0.0045771 0.0245659 0.0254453 0.4726242 3.7984723 0.4953033 0.4877223 0.0075614 0.0000021
C11 0.0000115 0.0000341 0.0000173 0.0001105 0.0003866 0.0006077 0.0021258 0.0056810 0.0256100 0.4953033 3.9540323 0.0289808 0.0015662 0.0000006
C12 0.0000039 0.0000200 0.0000171 0.0000657 0.0001327 0.0005960 0.0054170 0.0130295 0.0262699 0.4877223 0.0289808 3.9724705 0.0020298 0.0000004
S13 0.0014279 0.0078363 0.0011777 0.0382044 0.5290963 0.0743713 0.0616071 0.5371109 0.0346721 0.0075614 0.0015662 0.0020298 14.5748967 0.0000953
