

C1 3.9592590 0.4790337 0.0255591 0.0028488 0.0004898 0.0001778 0.0000314 0.0000538 0.0021097 0.0283445 0.0210088 0.4767767
C2 0.4790337 3.8493821 0.4885153 0.0218759 0.0036677 0.0007790 0.0001867 0.0002165 0.0212789 0.4738694 0.0641914 0.0211728
C3 0.0255591 0.4885153 3.8832082 0.4922114 0.0210720 0.0062328 0.0007933 0.0009823 0.0038624 0.0195964 0.0078947 0.0028254
C4 0.0028488 0.0218759 0.4922114 3.8716939 0.4834018 0.0210604 0.0053467 0.0076166 0.0249962 0.0074285 0.0011085 0.0026018
C5 0.0004898 0.0036677 0.0210720 0.4834018 3.8043800 0.4741870 0.0254739 0.0240820 0.4855121 0.0199553 0.0091188 0.0002456
C6 0.0001778 0.0007790 0.0062328 0.0210604 0.4741870 3.8040189 0.4848351 0.4914148 0.0222177 0.0032067 0.0011596 0.0001831
C7 0.0000314 0.0001867 0.0007933 0.0053467 0.0254739 0.4848351 3.9649101 0.0299753 0.0116690 0.0008231 0.0004946 0.0000304
C8 0.0000538 0.0002165 0.0009823 0.0076166 0.0240820 0.4914148 0.0299753 3.9576525 0.0051708 0.0005353 0.0002568 0.0000188
C9 0.0021097 0.0212789 0.0038624 0.0249962 0.4855121 0.0222177 0.0116690 0.0051708 3.9304507 0.4760760 0.0688254 0.0007515
C10 0.0283445 0.4738694 0.0195964 0.0074285 0.0199553 0.0032067 0.0008231 0.0005353 0.4760760 3.2455089 0.7049411 0.0032344
O11 0.0210088 0.0641914 0.0078947 0.0011085 0.0091188 0.0011596 0.0004946 0.0002568 0.0688254 0.7049411 8.1691594 0.0012966
