

C1 3.9592962 0.4842071 0.0306238 0.0062701 0.0003985 0.0007812 0.0005035 0.0000443 0.0000774 0.0000086 0.0000008 0.0000004 0.0000002 0.0000007 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4831340
C2 0.4842071 3.8769803 0.4986848 0.0215900 0.0024508 0.0057201 0.0031681 0.0002745 0.0003359 0.0000454 0.0000051 0.0000016 0.0000006 0.0000020 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0206983
C3 0.0306238 0.4986848 3.8566302 0.5034624 0.0220521 0.0025686 0.0003804 0.0001131 0.0004417 0.0000356 0.0000028 0.0000010 0.0000007 0.0000010 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0052350
C4 0.0062701 0.0215900 0.5034624 3.8704136 0.5041587 0.0219251 0.0057748 0.0009578 0.0014062 0.0001416 0.0000066 0.0000035 0.0000023 0.0000136 0.0000004 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0015432
C5 0.0003985 0.0024508 0.0220521 0.5041587 3.8810673 0.4966784 0.0217312 0.0031309 0.0170399 0.0007911 0.0000540 0.0000260 0.0000158 0.0000486 0.0000013 0.0000006 0.0000005 0.0000002 0.0000000 0.0000000 0.0000801
C6 0.0007812 0.0057201 0.0025686 0.0219251 0.4966784 3.8736178 0.4945467 0.0201848 0.0191979 0.0047759 0.0007506 0.0000700 0.0000277 0.0001110 0.0000045 0.0000004 0.0000005 0.0000006 0.0000001 0.0000001 0.0000361
C7 0.0005035 0.0031681 0.0003804 0.0057748 0.0217312 0.4945467 3.9005102 0.4781078 0.0487703 0.0349903 0.0038056 0.0004825 0.0002171 0.0011204 0.0000416 0.0000034 0.0000053 0.0000042 0.0000004 0.0000003 0.0000135
C8 0.0000443 0.0002745 0.0001131 0.0009578 0.0031309 0.0201848 0.4781078 2.9412656 0.6651671 0.4290694 0.0117987 0.0028768 0.0007044 0.0050346 0.0001137 0.0000145 0.0000319 0.0000231 0.0000018 0.0000012 0.0000020
O9 0.0000774 0.0003359 0.0004417 0.0014062 0.0170399 0.0191979 0.0487703 0.6651671 8.0707986 0.1313267 0.0151097 0.0077221 0.0038917 0.0094210 0.0001783 0.0000964 0.0000647 0.0000306 0.0000051 0.0000021 0.0000098
O10 0.0000086 0.0000454 0.0000356 0.0001416 0.0007911 0.0047759 0.0349903 0.4290694 0.1313267 7.9189562 0.4174085 0.0348519 0.0051447 0.0140169 0.0005628 0.0000913 0.0000753 0.0000706 0.0000061 0.0000043 0.0000019
C11 0.0000008 0.0000051 0.0000028 0.0000066 0.0000540 0.0007506 0.0038056 0.0117987 0.0151097 0.4174085 3.5686883 0.5203900 0.0316477 0.0034579 0.0053802 0.0008105 0.0000551 0.0000595 0.0000204 0.0000046 0.0000003
C12 0.0000004 0.0000016 0.0000010 0.0000035 0.0000260 0.0000700 0.0004825 0.0028768 0.0077221 0.0348519 0.5203900 3.9792348 0.8618642 0.0326734 0.0369099 0.0094586 0.0007018 0.0007729 0.0001751 0.0000564 0.0000001
C13 0.0000002 0.0000006 0.0000007 0.0000023 0.0000158 0.0000277 0.0002171 0.0007044 0.0038917 0.0051447 0.0316477 0.8618642 3.8671485 0.5135020 0.4922648 0.0236239 0.0035006 0.0006565 0.0003730 0.0000578 0.0000001
C14 0.0000007 0.0000020 0.0000010 0.0000136 0.0000486 0.0001110 0.0011204 0.0050346 0.0094210 0.0140169 0.0034579 0.0326734 0.5135020 3.9858726 0.0230485 0.0024159 0.0099144 0.0037941 0.0002897 0.0001966 0.0000001
C15 0.0000000 0.0000001 0.0000001 0.0000004 0.0000013 0.0000045 0.0000416 0.0001137 0.0001783 0.0005628 0.0053802 0.0369099 0.4922648 0.0230485 3.8691101 0.4992265 0.0233501 0.0106869 0.0013306 0.0008352 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000001 0.0000006 0.0000004 0.0000034 0.0000145 0.0000964 0.0000913 0.0008105 0.0094586 0.0236239 0.0024159 0.4992265 3.8825230 0.5168460 0.0327886 0.0143886 0.0054165 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000005 0.0000053 0.0000319 0.0000647 0.0000753 0.0000551 0.0007018 0.0035006 0.0099144 0.0233501 0.5168460 3.9552388 0.8529805 0.0338017 0.0368283 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000006 0.0000042 0.0000231 0.0000306 0.0000706 0.0000595 0.0007729 0.0006565 0.0037941 0.0106869 0.0327886 0.8529805 3.8878197 0.5122997 0.5123041 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000004 0.0000018 0.0000051 0.0000061 0.0000204 0.0001751 0.0003730 0.0002897 0.0013306 0.0143886 0.0338017 0.5122997 3.9642335 0.0229564 0.0000000
C20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000012 0.0000021 0.0000043 0.0000046 0.0000564 0.0000578 0.0001966 0.0008352 0.0054165 0.0368283 0.5123041 0.0229564 3.9747897 0.0000000
