

C1 4.0366225 0.9126393 0.0367754 0.0127738 0.0039188 0.0005045 0.0011664 0.0004036 0.0000155 0.0000040 0.0000016 0.0000016 0.0000004 0.0000013 0.0000014 0.0006004 0.0001769 0.0000089 0.0023700 0.4884264
C2 0.9126393 3.9549133 0.5044791 0.0352869 0.0097368 0.0012166 0.0023500 0.0007383 0.0000261 0.0000054 0.0000028 0.0000024 0.0000006 0.0000021 0.0000024 0.0008946 0.0001837 0.0000162 0.0076013 0.0332380
C3 0.0367754 0.5044791 3.8759595 0.4940568 0.0262743 0.0045742 0.0022818 0.0007087 0.0000646 0.0000136 0.0000046 0.0000022 0.0000023 0.0000023 0.0000051 0.0044572 0.0010478 0.0000774 0.0264931 0.0069637
C4 0.0127738 0.0352869 0.4940568 3.8663888 0.6847887 0.0346343 0.0409585 0.0109575 0.0005385 0.0001134 0.0000382 0.0000320 0.0000081 0.0000312 0.0000389 0.0332319 0.0076135 0.0011408 0.6677787 0.0011353
C5 0.0039188 0.0097368 0.0262743 0.6847887 3.9412485 0.6892365 0.0363043 0.0078296 0.0008670 0.0001318 0.0000684 0.0000131 0.0000359 0.0000127 0.0000708 0.0423429 0.0114345 0.0006249 0.0379033 0.0003023
C6 0.0005045 0.0012166 0.0045742 0.0346343 0.6892365 3.9464858 0.6688361 0.0532711 0.0101230 0.0013384 0.0002535 0.0000768 0.0000747 0.0000762 0.0002658 0.0327161 0.0064964 0.0010043 0.0448225 0.0000396
C7 0.0011664 0.0023500 0.0022818 0.0409585 0.0363043 0.6688361 3.5643522 0.4556353 0.0133462 0.0047505 0.0010305 0.0001478 0.0004766 0.0001404 0.0010623 0.6220288 0.0437220 0.0042706 0.0332591 0.0001405
O8 0.0004036 0.0007383 0.0007087 0.0109575 0.0078296 0.0532711 0.4556353 7.8506995 0.4278924 0.0454658 0.0093794 0.0013390 0.0028002 0.0013180 0.0099275 0.0429947 0.0239909 0.0009632 0.0062424 0.0000532
C9 0.0000155 0.0000261 0.0000646 0.0005385 0.0008670 0.0101230 0.0133462 0.4278924 3.5725150 0.4842998 0.0265345 0.0045714 0.0031024 0.0044650 0.0276841 0.0040766 0.0009007 0.0000288 0.0009208 0.0000020
C10 0.0000040 0.0000054 0.0000136 0.0001134 0.0001318 0.0013384 0.0047505 0.0454658 0.4842998 3.8661961 0.6793939 0.0361686 0.0487144 0.0343938 0.6784037 0.0005574 0.0002115 0.0000081 0.0001629 0.0000004
C11 0.0000016 0.0000028 0.0000046 0.0000382 0.0000684 0.0002535 0.0010305 0.0093794 0.0265345 0.6793939 3.9378081 0.6973363 0.0353958 0.0500960 0.0364863 0.0002177 0.0001181 0.0000038 0.0000637 0.0000002
C12 0.0000016 0.0000024 0.0000022 0.0000320 0.0000131 0.0000768 0.0001478 0.0013390 0.0045714 0.0361686 0.6973363 3.9485562 0.6936007 0.0381029 0.0516779 0.0000535 0.0000242 0.0000009 0.0000135 0.0000002
C13 0.0000004 0.0000006 0.0000023 0.0000081 0.0000359 0.0000747 0.0004766 0.0028002 0.0031024 0.0487144 0.0353958 0.6936007 3.9558497 0.6956998 0.0371614 0.0001056 0.0000269 0.0000010 0.0000317 0.0000001
C14 0.0000013 0.0000021 0.0000023 0.0000312 0.0000127 0.0000762 0.0001404 0.0013180 0.0044650 0.0343938 0.0500960 0.0381029 0.6956998 3.9423526 0.6976204 0.0000512 0.0000239 0.0000008 0.0000130 0.0000002
C15 0.0000014 0.0000024 0.0000051 0.0000389 0.0000708 0.0002658 0.0010623 0.0099275 0.0276841 0.6784037 0.0364863 0.0516779 0.0371614 0.6976204 3.9490671 0.0002219 0.0001236 0.0000040 0.0000654 0.0000003
C16 0.0006004 0.0008946 0.0044572 0.0332319 0.0423429 0.0327161 0.6220288 0.0429947 0.0040766 0.0005574 0.0002177 0.0000535 0.0001056 0.0000512 0.0002219 3.5543233 0.4588138 0.0147110 0.6710252 0.0000649
O17 0.0001769 0.0001837 0.0010478 0.0076135 0.0114345 0.0064964 0.0437220 0.0239909 0.0009007 0.0002115 0.0001181 0.0000242 0.0000269 0.0000239 0.0001236 0.4588138 7.8694226 0.4408722 0.0534346 0.0000167
C18 0.0000089 0.0000162 0.0000774 0.0011408 0.0006249 0.0010043 0.0042706 0.0009632 0.0000288 0.0000081 0.0000038 0.0000009 0.0000010 0.0000008 0.0000040 0.0147110 0.4408722 3.6491643 0.0123855 0.0000013
C19 0.0023700 0.0076013 0.0264931 0.6677787 0.0379033 0.0448225 0.0332591 0.0062424 0.0009208 0.0001629 0.0000637 0.0000135 0.0000317 0.0000130 0.0000654 0.6710252 0.0534346 0.0123855 3.9545986 0.0003028
