

C1 3.9351057 0.4926143 0.0238079 0.0058516 0.0031799 0.0346522 0.0020217 0.0004521 0.0005849 0.0001336 0.0008252 0.4621168
C2 0.4926143 3.8704353 0.4812395 0.0273987 0.0223032 0.0059082 0.0004222 0.0000693 0.0008941 0.0001711 0.0085595 0.0210189
C3 0.0238079 0.4812395 3.7988714 0.4891112 0.4644025 0.0308850 0.0071402 0.0005319 0.0034216 0.0003944 0.0366923 0.0096925
C4 0.0058516 0.0273987 0.4891112 3.9702779 0.0280430 0.0058662 0.0015214 0.0003857 0.0026750 0.0002065 0.0172394 0.0008711
C5 0.0031799 0.0223032 0.4644025 0.0280430 3.6340466 0.4964242 0.0211439 0.0072843 0.0186648 0.0041076 0.4892925 0.0010296
N6 0.0346522 0.0059082 0.0308850 0.0058662 0.4964242 6.5774982 0.7624169 0.0526990 0.0590251 0.0089641 0.0834497 0.0195989
C7 0.0020217 0.0004222 0.0071402 0.0015214 0.0211439 0.7624169 3.2920282 0.4795996 0.4673140 0.0207860 0.0370953 0.0017446
C8 0.0004521 0.0000693 0.0005319 0.0003857 0.0072843 0.0526990 0.4795996 3.9843464 0.0224063 0.0097020 0.0080803 0.0004382
C9 0.0005849 0.0008941 0.0034216 0.0026750 0.0186648 0.0590251 0.4673140 0.0224063 3.9252276 0.5013246 0.5182678 0.0002272
C10 0.0001336 0.0001711 0.0003944 0.0002065 0.0041076 0.0089641 0.0207860 0.0097020 0.5013246 3.9580360 0.0353665 0.0000882
S11 0.0008252 0.0085595 0.0366923 0.0172394 0.4892925 0.0834497 0.0370953 0.0080803 0.5182678 0.0353665 14.7056485 0.0005081
