

C1 4.0663383 0.8689845 0.0415364 0.0072142 0.0009285 0.0013303 0.0067977 0.0369731 0.0242896 0.0034774 0.0008536 0.0023354 0.0007321 0.0001684 0.0000821 0.0000663 0.4826125
C2 0.8689845 3.9107607 0.4998862 0.0218578 0.0091309 0.0139551 0.0193188 0.4932378 0.0243961 0.0038078 0.0013825 0.0040098 0.0008159 0.0014749 0.0002779 0.0002799 0.0314866
C3 0.0415364 0.4998862 3.8594704 0.4887474 0.0226304 0.0185245 0.0021067 0.0161147 0.0037817 0.0006232 0.0003504 0.0003895 0.0001040 0.0041275 0.0005610 0.0009270 0.0112486
C4 0.0072142 0.0218578 0.4887474 3.8564548 0.4996723 0.0266911 0.0022088 0.0020943 0.0002216 0.0001410 0.0006529 0.0001131 0.0001278 0.0181920 0.0089363 0.0037190 0.0010394
C5 0.0009285 0.0091309 0.0226304 0.4996723 3.9530022 0.4302415 0.0282461 0.0133012 0.0016086 0.0009250 0.0071615 0.0010042 0.0010935 0.4805061 0.0233632 0.0228287 0.0002897
C6 0.0013303 0.0139551 0.0185245 0.0266911 0.4302415 3.9412565 0.4942951 0.0238753 0.0031216 0.0048135 0.0201928 0.0081289 0.0048058 0.4781695 0.0230375 0.0234774 0.0001992
C7 0.0067977 0.0193188 0.0021067 0.0022088 0.0282461 0.4942951 3.7835090 0.4663754 0.0206692 0.0278841 0.4524434 0.0205503 0.0399543 0.0177513 0.0036282 0.0074817 0.0012755
C8 0.0369731 0.4932378 0.0161147 0.0020943 0.0133012 0.0238753 0.4663754 3.8223932 0.4711795 0.0237832 0.0217754 0.0038082 0.0060595 0.0056541 0.0009368 0.0006395 0.0061341
C9 0.0242896 0.0243961 0.0037817 0.0002216 0.0016086 0.0031216 0.0206692 0.4711795 3.8857125 0.4807966 0.0255830 0.0138328 0.0080141 0.0008538 0.0002908 0.0001011 0.0017946
C10 0.0034774 0.0038078 0.0006232 0.0001410 0.0009250 0.0048135 0.0278841 0.0237832 0.4807966 3.9167902 0.4490996 0.0249149 0.0501094 0.0003610 0.0000750 0.0001323 0.0004466
C11 0.0008536 0.0013825 0.0003504 0.0006529 0.0071615 0.0201928 0.4524434 0.0217754 0.0255830 0.4490996 3.4297561 0.4709914 0.4223070 0.0009388 0.0001154 0.0004568 0.0001000
C12 0.0023354 0.0040098 0.0003895 0.0001131 0.0010042 0.0081289 0.0205503 0.0038082 0.0138328 0.0249149 0.4709914 3.9780639 0.0500505 0.0004488 0.0000872 0.0001883 0.0000724
O13 0.0007321 0.0008159 0.0001040 0.0001278 0.0010935 0.0048058 0.0399543 0.0060595 0.0080141 0.0501094 0.4223070 0.0500505 8.1080405 0.0006829 0.0000743 0.0033614 0.0001414
C14 0.0001684 0.0014749 0.0041275 0.0181920 0.4805061 0.4781695 0.0177513 0.0056541 0.0008538 0.0003610 0.0009388 0.0004488 0.0006829 3.7819365 0.4891161 0.4912533 0.0000706
C15 0.0000821 0.0002779 0.0005610 0.0089363 0.0233632 0.0230375 0.0036282 0.0009368 0.0002908 0.0000750 0.0001154 0.0000872 0.0000743 0.4891161 3.9620854 0.0244989 0.0000072
C16 0.0000663 0.0002799 0.0009270 0.0037190 0.0228287 0.0234774 0.0074817 0.0006395 0.0001011 0.0001323 0.0004568 0.0001883 0.0033614 0.4912533 0.0244989 3.9506074 0.0000373
