

C1 3.9470291 0.4957792 0.0239501 0.0031261 0.0345492 0.0009644 0.0008722 0.0005051 0.0004541 0.0000409 0.0000182 0.0000081 0.0000643 0.4800203
C2 0.4957792 3.8569229 0.4918905 0.0236292 0.0058737 0.0002462 0.0004116 0.0001060 0.0000678 0.0000054 0.0000024 0.0000033 0.0000125 0.0229330
C3 0.0239501 0.4918905 3.8737737 0.4771451 0.0377473 0.0045616 0.0023556 0.0005227 0.0000472 0.0000102 0.0000031 0.0000475 0.0001702 0.0053116
C4 0.0031261 0.0236292 0.4771451 3.5870187 0.4126626 0.0116901 0.0210480 0.0038740 0.0004073 0.0000496 0.0000223 0.0001907 0.0007651 0.0002933
O5 0.0345492 0.0058737 0.0377473 0.4126626 7.8295530 0.4339521 0.1345335 0.0334746 0.0122472 0.0015649 0.0003073 0.0009006 0.0045119 0.0043284
C6 0.0009644 0.0002462 0.0045616 0.0116901 0.4339521 2.9541208 0.6716927 0.4695806 0.0282976 0.0049188 0.0003907 0.0048194 0.0206906 0.0002437
O7 0.0008722 0.0004116 0.0023556 0.0210480 0.1345335 0.6716927 8.1234968 0.0453507 0.0102564 0.0019664 0.0004625 0.0025678 0.0208219 0.0003184
C8 0.0005051 0.0001060 0.0005227 0.0038740 0.0334746 0.4695806 0.0453507 3.8173156 0.4746662 0.0207837 0.0051902 0.0272506 0.4837916 0.0000238
C9 0.0004541 0.0000678 0.0000472 0.0004073 0.0122472 0.0282976 0.0102564 0.4746662 3.8728710 0.4976262 0.0210221 0.0051303 0.0231471 0.0000289
C10 0.0000409 0.0000054 0.0000102 0.0000496 0.0015649 0.0049188 0.0019664 0.0207837 0.4976262 3.8726848 0.4941042 0.0220836 0.0054271 0.0000050
C11 0.0000182 0.0000024 0.0000031 0.0000223 0.0003073 0.0003907 0.0004625 0.0051902 0.0210221 0.4941042 3.8671689 0.4905116 0.0261848 0.0000017
C12 0.0000081 0.0000033 0.0000475 0.0001907 0.0009006 0.0048194 0.0025678 0.0272506 0.0051303 0.0220836 0.4905116 3.8782019 0.4863626 0.0000013
C13 0.0000643 0.0000125 0.0001702 0.0007651 0.0045119 0.0206906 0.0208219 0.4837916 0.0231471 0.0054271 0.0261848 0.4863626 3.8838431 0.0000047
