

C1 3.9723913 0.5141395 0.0241141 0.0370416 0.0057525 0.0008329 0.0002477 0.0000245 0.0001492 0.0000192 0.0000144 0.0000013 0.0000014 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000001 0.4728553
C2 0.5141395 3.8876813 0.5093576 0.8664221 0.0313501 0.0106813 0.0020522 0.0001214 0.0007057 0.0001379 0.0000763 0.0000083 0.0000083 0.0000023 0.0000006 0.0000001 0.0000000 0.0000001 0.0000001 0.0000003 0.0206992
C3 0.0241141 0.5093576 3.9719537 0.0330422 0.0118182 0.0010847 0.0001449 0.0001389 0.0000720 0.0000108 0.0000058 0.0000006 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0052817
C4 0.0370416 0.8664221 0.0330422 3.9553642 0.5103011 0.0280410 0.0057422 0.0008408 0.0021112 0.0002513 0.0001706 0.0000137 0.0000133 0.0000061 0.0000016 0.0000003 0.0000001 0.0000002 0.0000002 0.0000005 0.0093090
C5 0.0057525 0.0313501 0.0118182 0.5103011 3.8751562 0.4838393 0.0286635 0.0070476 0.0110477 0.0009617 0.0006876 0.0000500 0.0000475 0.0000216 0.0000053 0.0000009 0.0000002 0.0000006 0.0000004 0.0000016 0.0007441
C6 0.0008329 0.0106813 0.0010847 0.0280410 0.4838393 3.8663761 0.5017653 0.0208686 0.0345516 0.0054721 0.0011242 0.0000977 0.0002450 0.0000285 0.0000066 0.0000013 0.0000003 0.0000006 0.0000005 0.0000021 0.0000928
C7 0.0002477 0.0020522 0.0001449 0.0057422 0.0286635 0.5017653 3.9019820 0.5014933 0.8633764 0.0348767 0.0135587 0.0009589 0.0022047 0.0004015 0.0000827 0.0000135 0.0000032 0.0000069 0.0000052 0.0000202 0.0000182
C8 0.0000245 0.0001214 0.0001389 0.0008408 0.0070476 0.0208686 0.5014933 3.9634749 0.0331691 0.0138896 0.0015820 0.0002210 0.0004908 0.0000490 0.0000134 0.0000044 0.0000008 0.0000023 0.0000009 0.0000046 0.0000092
C9 0.0001492 0.0007057 0.0000720 0.0021112 0.0110477 0.0345516 0.8633764 0.0331691 3.9689531 0.4994861 0.0430552 0.0039917 0.0182635 0.0005224 0.0001009 0.0000283 0.0000046 0.0000059 0.0000063 0.0000333 0.0000076
C10 0.0000192 0.0001379 0.0000108 0.0002513 0.0009617 0.0054721 0.0348767 0.0138896 0.4994861 3.6121205 0.4097741 0.0116700 0.0148383 0.0043437 0.0008866 0.0001882 0.0000342 0.0000868 0.0000319 0.0001830 0.0000013
O11 0.0000144 0.0000763 0.0000058 0.0001706 0.0006876 0.0011242 0.0135587 0.0015820 0.0430552 0.4097741 7.8966768 0.4399334 0.1374932 0.0393135 0.0051051 0.0010752 0.0001800 0.0003092 0.0001790 0.0010771 0.0000009
C12 0.0000013 0.0000083 0.0000006 0.0000137 0.0000500 0.0000977 0.0009589 0.0002210 0.0039917 0.0116700 0.4399334 2.9161913 0.6687628 0.4702961 0.0214968 0.0057207 0.0006285 0.0021581 0.0006246 0.0057495 0.0000002
O13 0.0000014 0.0000083 0.0000009 0.0000133 0.0000475 0.0002450 0.0022047 0.0004908 0.0182635 0.0148383 0.1374932 0.6687628 8.1062385 0.0488566 0.0257039 0.0080377 0.0013161 0.0009962 0.0013373 0.0082476 0.0000004
C14 0.0000005 0.0000023 0.0000002 0.0000061 0.0000216 0.0000285 0.0004015 0.0000490 0.0005224 0.0043437 0.0393135 0.4702961 0.0488566 3.9084243 0.4980466 0.0278355 0.0047773 0.0028398 0.0047747 0.0286728 0.0000001
C15 0.0000001 0.0000006 0.0000001 0.0000016 0.0000053 0.0000066 0.0000827 0.0000134 0.0001009 0.0008866 0.0051051 0.0214968 0.0257039 0.4980466 3.8470420 0.6794884 0.0349522 0.0480824 0.0345744 0.6757423 0.0000001
C16 0.0000001 0.0000001 0.0000000 0.0000003 0.0000009 0.0000013 0.0000135 0.0000044 0.0000283 0.0001882 0.0010752 0.0057207 0.0080377 0.0278355 0.6794884 3.9410424 0.6931806 0.0374675 0.0504460 0.0356469 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000032 0.0000008 0.0000046 0.0000342 0.0001800 0.0006285 0.0013161 0.0047773 0.0349522 0.6931806 3.9606628 0.6970104 0.0357764 0.0512492 0.0000000
C18 0.0000000 0.0000001 0.0000000 0.0000002 0.0000006 0.0000006 0.0000069 0.0000023 0.0000059 0.0000868 0.0003092 0.0021581 0.0009962 0.0028398 0.0480824 0.0374675 0.6970104 3.9540305 0.6940736 0.0378531 0.0000000
C19 0.0000000 0.0000001 0.0000000 0.0000002 0.0000004 0.0000005 0.0000052 0.0000009 0.0000063 0.0000319 0.0001790 0.0006246 0.0013373 0.0047747 0.0345744 0.0504460 0.0357764 0.6940736 3.9482146 0.6966273 0.0000000
C20 0.0000001 0.0000003 0.0000001 0.0000005 0.0000016 0.0000021 0.0000202 0.0000046 0.0000333 0.0001830 0.0010771 0.0057495 0.0082476 0.0286728 0.6757423 0.0356469 0.0512492 0.0378531 0.6966273 3.9411129 0.0000000
