

C1 3.9603125 0.5082761 0.0556489 0.0369081 0.0014637 0.0005831 0.0054106 0.0003556 0.0000380 0.0000311 0.0000043 0.0000009 0.0000099 0.0000977 0.0002409 0.4667772
C2 0.5082761 3.8632645 0.9076896 0.4754206 0.0125364 0.0069382 0.0054821 0.0043592 0.0002849 0.0002337 0.0000449 0.0000048 0.0000557 0.0004396 0.0007495 0.0216820
S3 0.0556489 0.9076896 14.5872888 0.0993106 0.0101433 0.0208316 0.0020869 0.0011289 0.0003376 0.0002840 0.0000412 0.0000063 0.0000524 0.0003477 0.0030943 0.0186284
O4 0.0369081 0.4754206 0.0993106 7.8579067 0.3833880 0.0385792 0.0442663 0.0338162 0.0089673 0.0069773 0.0007132 0.0000548 0.0004071 0.0070943 0.0179465 0.0067160
C5 0.0014637 0.0125364 0.0101433 0.3833880 3.4983678 0.4688052 0.4660994 0.4571246 0.0193207 0.0011233 0.0002491 0.0000748 0.0030659 0.0180917 0.0153069 0.0002251
C6 0.0005831 0.0069382 0.0208316 0.0385792 0.4688052 3.9553741 0.0267605 0.0217786 0.0045093 0.0004094 0.0001197 0.0000234 0.0005947 0.0037385 0.0402665 0.0001611
C7 0.0054106 0.0054821 0.0020869 0.0442663 0.4660994 0.0267605 3.9617116 0.0221524 0.0087064 0.0006476 0.0002548 0.0000750 0.0008022 0.0042711 0.0016751 0.0007940
C8 0.0003556 0.0043592 0.0011289 0.0338162 0.4571246 0.0217786 0.0221524 3.8513283 0.4829209 0.0210543 0.0032424 0.0005025 0.0220803 0.4631587 0.0585580 0.0001534
C9 0.0000380 0.0002849 0.0003376 0.0089673 0.0193207 0.0045093 0.0087064 0.4829209 3.8908127 0.4889040 0.0265133 0.0056713 0.0047236 0.0223062 0.0082172 0.0000062
C10 0.0000311 0.0002337 0.0002840 0.0069773 0.0011233 0.0004094 0.0006476 0.0210543 0.4889040 3.8863739 0.4771217 0.0280597 0.0235855 0.0147345 0.0032854 0.0000105
C11 0.0000043 0.0000449 0.0000412 0.0007132 0.0002491 0.0001197 0.0002548 0.0032424 0.0265133 0.4771217 3.8087359 0.4904819 0.4802368 0.0201728 0.0094903 0.0000024
C12 0.0000009 0.0000048 0.0000063 0.0000548 0.0000748 0.0000234 0.0000750 0.0005025 0.0056713 0.0280597 0.4904819 3.9700704 0.0258262 0.0037853 0.0014960 0.0000004
C13 0.0000099 0.0000557 0.0000524 0.0004071 0.0030659 0.0005947 0.0008022 0.0220803 0.0047236 0.0235855 0.4802368 0.0258262 3.9331314 0.4756369 0.0655226 0.0000051
C14 0.0000977 0.0004396 0.0003477 0.0070943 0.0180917 0.0037385 0.0042711 0.4631587 0.0223062 0.0147345 0.0201728 0.0037853 0.4756369 3.2389884 0.7097017 0.0000258
O15 0.0002409 0.0007495 0.0030943 0.0179465 0.0153069 0.0402665 0.0016751 0.0585580 0.0082172 0.0032854 0.0094903 0.0014960 0.0655226 0.7097017 8.0644087 0.0000558
