

C1 3.9561869 0.4750527 0.0323171 0.0289727 0.0062294 0.0005389 0.0001174 0.0000829 0.0000212 0.0000012 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4726044
C2 0.4750527 3.8183832 0.4839678 0.4918174 0.0213521 0.0035025 0.0002999 0.0003031 0.0000721 0.0000032 0.0000016 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0204644
C3 0.0323171 0.4839678 3.9633729 0.0234079 0.0023988 0.0117111 0.0012825 0.0002813 0.0000807 0.0000092 0.0000019 0.0000021 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0033005
C4 0.0289727 0.4918174 0.0234079 3.8600085 0.4976922 0.0223882 0.0056513 0.0009303 0.0001411 0.0000257 0.0000039 0.0000021 0.0000005 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0100776
C5 0.0062294 0.0213521 0.0023988 0.4976922 3.8765607 0.4957846 0.0243525 0.0086927 0.0011623 0.0001215 0.0000234 0.0000065 0.0000011 0.0000004 0.0000003 0.0000008 0.0000001 0.0000000 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0009628
C6 0.0005389 0.0035025 0.0117111 0.0223882 0.4957846 3.8675826 0.4832409 0.0224483 0.0057455 0.0012512 0.0001532 0.0001286 0.0000156 0.0000020 0.0000009 0.0000005 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000798
C7 0.0001174 0.0002999 0.0012825 0.0056513 0.0243525 0.4832409 3.8670119 0.4943257 0.0250472 0.0097579 0.0011188 0.0004571 0.0000421 0.0000066 0.0000014 0.0000012 0.0000001 0.0000000 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000275
C8 0.0000829 0.0003031 0.0002813 0.0009303 0.0086927 0.0224483 0.4943257 3.8693008 0.4897175 0.0227871 0.0053269 0.0009562 0.0000913 0.0000435 0.0000165 0.0000067 0.0000011 0.0000002 0.0000004 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000049
C9 0.0000212 0.0000721 0.0000807 0.0001411 0.0011623 0.0057455 0.0250472 0.4897175 3.8651361 0.4903249 0.0232587 0.0076642 0.0011981 0.0002776 0.0000432 0.0000185 0.0000024 0.0000005 0.0000006 0.0000008 0.0000001 0.0000000 0.0000000 0.0000001 0.0000015
C10 0.0000012 0.0000032 0.0000092 0.0000257 0.0001215 0.0012512 0.0097579 0.0227871 0.4903249 3.8736851 0.4888900 0.0217908 0.0057384 0.0011248 0.0001027 0.0001363 0.0000135 0.0000015 0.0000017 0.0000019 0.0000002 0.0000000 0.0000000 0.0000001 0.0000002
C11 0.0000005 0.0000016 0.0000019 0.0000039 0.0000234 0.0001532 0.0011188 0.0053269 0.0232587 0.4888900 3.8600703 0.5004465 0.0216025 0.0067236 0.0009109 0.0000770 0.0000196 0.0000039 0.0000034 0.0000067 0.0000003 0.0000001 0.0000000 0.0000001 0.0000001
C12 0.0000002 0.0000006 0.0000021 0.0000021 0.0000065 0.0001286 0.0004571 0.0009562 0.0076642 0.0217908 0.5004465 3.8566805 0.4952140 0.0229552 0.0053569 0.0008222 0.0001198 0.0000831 0.0000476 0.0001030 0.0000028 0.0000016 0.0000005 0.0000012 0.0000000
C13 0.0000000 0.0000001 0.0000002 0.0000005 0.0000011 0.0000156 0.0000421 0.0000913 0.0011981 0.0057384 0.0216025 0.4952140 3.8651815 0.4941912 0.0232764 0.0070641 0.0008572 0.0003491 0.0001782 0.0003972 0.0000175 0.0000051 0.0000017 0.0000039 0.0000000
C14 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000020 0.0000066 0.0000435 0.0002776 0.0011248 0.0067236 0.0229552 0.4941912 3.8748811 0.4913651 0.0223212 0.0058081 0.0008020 0.0002482 0.0011012 0.0000278 0.0000106 0.0000037 0.0000100 0.0000000
C15 0.0000000 0.0000000 0.0000000 0.0000000 0.0000003 0.0000009 0.0000014 0.0000165 0.0000432 0.0001027 0.0009109 0.0053569 0.0232764 0.4913651 3.8739177 0.4932253 0.0270320 0.0081162 0.0025689 0.0110132 0.0002690 0.0001096 0.0000311 0.0000602 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000001 0.0000008 0.0000005 0.0000012 0.0000067 0.0000185 0.0001363 0.0000770 0.0008222 0.0070641 0.0223212 0.4932253 3.8653247 0.4802259 0.0276584 0.0152494 0.0050088 0.0004362 0.0001531 0.0000274 0.0000419 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000011 0.0000024 0.0000135 0.0000196 0.0001198 0.0008572 0.0058081 0.0270320 0.4802259 3.8871540 0.4722191 0.0525528 0.0353292 0.0044662 0.0003892 0.0002054 0.0002140 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000005 0.0000015 0.0000039 0.0000831 0.0003491 0.0008020 0.0081162 0.0276584 0.4722191 2.9315410 0.6572777 0.4429471 0.0117233 0.0033975 0.0006693 0.0018616 0.0000000
O19 0.0000001 0.0000001 0.0000001 0.0000002 0.0000003 0.0000001 0.0000002 0.0000004 0.0000006 0.0000017 0.0000034 0.0000476 0.0001782 0.0002482 0.0025689 0.0152494 0.0525528 0.6572777 8.1383060 0.1352195 0.0137417 0.0165793 0.0014812 0.0032137 0.0000001
O20 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000008 0.0000019 0.0000067 0.0001030 0.0003972 0.0011012 0.0110132 0.0050088 0.0353292 0.4429471 0.1352195 7.8710101 0.4087416 0.0329064 0.0066265 0.0199956 0.0000001
C21 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000003 0.0000028 0.0000175 0.0000278 0.0002690 0.0004362 0.0044662 0.0117233 0.0137417 0.4087416 3.6134779 0.4546274 0.0295095 0.0425448 0.0000000
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000016 0.0000051 0.0000106 0.0001096 0.0001531 0.0003892 0.0033975 0.0165793 0.0329064 0.4546274 3.4802877 0.4742508 0.4325853 0.0000000
C23 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000005 0.0000017 0.0000037 0.0000311 0.0000274 0.0002054 0.0006693 0.0014812 0.0066265 0.0295095 0.4742508 3.9775950 0.0539062 0.0000000
O24 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000001 0.0000012 0.0000039 0.0000100 0.0000602 0.0000419 0.0002140 0.0018616 0.0032137 0.0199956 0.0425448 0.4325853 0.0539062 8.1181561 0.0000000
