

C1 3.6613135 0.4392911 0.0145929 0.0128624 0.0011419 0.0005604 0.0000943 0.0001337 0.0000181 0.0000280 0.0000110 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0009470 0.0041860 0.0008606 0.0000238 0.4553416
O2 0.4392911 7.8683343 0.4637152 0.0529829 0.0078043 0.0097584 0.0015416 0.0038261 0.0005470 0.0009061 0.0003374 0.0000196 0.0000026 0.0000005 0.0000006 0.0000004 0.0000001 0.0000002 0.0000001 0.0000004 0.0000003 0.0000000 0.0000007 0.0066393 0.0422782 0.0208731 0.0008050 0.0362736
C3 0.0145929 0.4637152 3.5409484 0.6585217 0.0342738 0.0349664 0.0034098 0.0102842 0.0012131 0.0021957 0.0008597 0.0000514 0.0000062 0.0000012 0.0000011 0.0000008 0.0000002 0.0000001 0.0000000 0.0000010 0.0000005 0.0000000 0.0000014 0.0313328 0.6207540 0.0447346 0.0043278 0.0034253
C4 0.0128624 0.0529829 0.6585217 3.9498184 0.6967309 0.0340958 0.0052357 0.0025619 0.0004590 0.0004589 0.0001836 0.0000108 0.0000016 0.0000004 0.0000003 0.0000002 0.0000001 0.0000001 0.0000001 0.0000002 0.0000002 0.0000000 0.0000004 0.0436621 0.0352035 0.0071490 0.0010845 0.0098532
C5 0.0011419 0.0078043 0.0342738 0.6967309 3.9421068 0.6634840 0.0318577 0.0209836 0.0021589 0.0033139 0.0012821 0.0000813 0.0000089 0.0000019 0.0000016 0.0000011 0.0000004 0.0000003 0.0000001 0.0000013 0.0000008 0.0000001 0.0000020 0.0361163 0.0395663 0.0109314 0.0006291 0.0008344
C6 0.0005604 0.0097584 0.0349664 0.0340958 0.6634840 3.8515414 0.5549380 0.0314508 0.0060985 0.0028372 0.0014200 0.0000805 0.0000121 0.0000027 0.0000013 0.0000006 0.0000003 0.0000002 0.0000001 0.0000005 0.0000004 0.0000000 0.0000015 0.6624453 0.0337194 0.0076704 0.0010921 0.0006432
C7 0.0000943 0.0015416 0.0034098 0.0052357 0.0318577 0.5549380 3.9463648 0.8402652 0.0363640 0.0301777 0.0181056 0.0012083 0.0001039 0.0000237 0.0000129 0.0000059 0.0000032 0.0000011 0.0000002 0.0000068 0.0000031 0.0000002 0.0000153 0.0287027 0.0066247 0.0017879 0.0000923 0.0000887
C8 0.0001337 0.0038261 0.0102842 0.0025619 0.0209836 0.0314508 0.8402652 3.9380421 0.5163189 0.0577814 0.0354381 0.0037666 0.0005719 0.0002427 0.0000614 0.0000107 0.0000272 0.0000094 0.0000005 0.0000100 0.0000031 0.0000003 0.0000617 0.0208957 0.0023640 0.0002924 0.0000878 0.0002023
C9 0.0000181 0.0005470 0.0012131 0.0004590 0.0021589 0.0060985 0.0363640 0.5163189 3.0122194 0.6527972 0.5259437 0.0131661 0.0039515 0.0009648 0.0001886 0.0000444 0.0000674 0.0000221 0.0000014 0.0000457 0.0000152 0.0000008 0.0001950 0.0020410 0.0002813 0.0000500 0.0000072 0.0000279
O10 0.0000280 0.0009061 0.0021957 0.0004589 0.0033139 0.0028372 0.0301777 0.0577814 0.6527972 8.1248364 0.1270117 0.0227182 0.0031626 0.0003280 0.0001163 0.0000266 0.0000287 0.0000118 0.0000012 0.0000273 0.0000120 0.0000010 0.0001268 0.0024303 0.0003419 0.0000475 0.0000106 0.0000470
