

N11 0.0000110 0.0003374 0.0008597 0.0001836 0.0012821 0.0014200 0.0181056 0.0354381 0.5259437 0.1270117 6.3323681 0.4529037 0.0409932 0.0066564 0.0014338 0.0002431 0.0004623 0.0001500 0.0000079 0.0002333 0.0000624 0.0000037 0.0015194 0.0013787 0.0001830 0.0000332 0.0000053 0.0000187
C12 0.0000007 0.0000196 0.0000514 0.0000108 0.0000813 0.0000805 0.0012083 0.0037666 0.0131661 0.0227182 0.4529037 3.6557116 0.4801370 0.0266596 0.0074105 0.0008791 0.0023439 0.0007201 0.0000283 0.0008665 0.0001733 0.0000143 0.0077481 0.0001140 0.0000201 0.0000022 0.0000006 0.0000011
C13 0.0000001 0.0000026 0.0000062 0.0000016 0.0000089 0.0000121 0.0001039 0.0005719 0.0039515 0.0031626 0.0409932 0.4801370 3.8706691 0.5045913 0.0274825 0.0046855 0.0024963 0.0007530 0.0000836 0.0047123 0.0011440 0.0000685 0.0292485 0.0000166 0.0000020 0.0000006 0.0000002 0.0000002
C14 0.0000000 0.0000005 0.0000012 0.0000004 0.0000019 0.0000027 0.0000237 0.0002427 0.0009648 0.0003280 0.0066564 0.0266596 0.5045913 3.8683841 0.6746423 0.0375530 0.0410668 0.0109607 0.0006349 0.0352110 0.0077811 0.0010469 0.6735472 0.0000052 0.0000009 0.0000002 0.0000001 0.0000000
C15 0.0000000 0.0000006 0.0000011 0.0000003 0.0000016 0.0000013 0.0000129 0.0000614 0.0001886 0.0001163 0.0014338 0.0074105 0.0274825 0.6746423 3.9402623 0.6968004 0.0338407 0.0075522 0.0010871 0.0421368 0.0120140 0.0005954 0.0342971 0.0000025 0.0000005 0.0000003 0.0000001 0.0000001
C16 0.0000000 0.0000004 0.0000008 0.0000002 0.0000011 0.0000006 0.0000059 0.0000107 0.0000444 0.0000266 0.0002431 0.0008791 0.0046855 0.0375530 0.6968004 3.9476320 0.6645834 0.0534076 0.0126189 0.0354218 0.0071369 0.0010099 0.0441305 0.0000011 0.0000002 0.0000002 0.0000001 0.0000001
C17 0.0000000 0.0000001 0.0000002 0.0000001 0.0000004 0.0000003 0.0000032 0.0000272 0.0000674 0.0000287 0.0004623 0.0023439 0.0024963 0.0410668 0.0338407 0.6645834 3.5437676 0.4590337 0.0144304 0.6226147 0.0464861 0.0043816 0.0308504 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000
O18 0.0000000 0.0000002 0.0000001 0.0000001 0.0000003 0.0000002 0.0000011 0.0000094 0.0000221 0.0000118 0.0001500 0.0007201 0.0007530 0.0109607 0.0075522 0.0534076 0.4590337 7.8755735 0.4409547 0.0430330 0.0234244 0.0008396 0.0058540 0.0000005 0.0000001 0.0000003 0.0000001 0.0000001
C19 0.0000000 0.0000001 0.0000000 0.0000001 0.0000001 0.0000001 0.0000002 0.0000005 0.0000014 0.0000012 0.0000079 0.0000283 0.0000836 0.0006349 0.0010871 0.0126189 0.0144304 0.4409547 3.6482374 0.0042735 0.0009603 0.0000254 0.0009020 0.0000001 0.0000000 0.0000001 0.0000000 0.0000001
C20 0.0000000 0.0000004 0.0000010 0.0000002 0.0000013 0.0000005 0.0000068 0.0000100 0.0000457 0.0000273 0.0002333 0.0008665 0.0047123 0.0352110 0.0421368 0.0354218 0.6226147 0.0430330 0.0042735 3.5524750 0.4557497 0.0140044 0.6619477 0.0000012 0.0000002 0.0000001 0.0000000 0.0000001
O21 0.0000001 0.0000003 0.0000005 0.0000002 0.0000008 0.0000004 0.0000031 0.0000031 0.0000152 0.0000120 0.0000624 0.0001733 0.0011440 0.0077811 0.0120140 0.0071369 0.0464861 0.0234244 0.0009603 0.4557497 7.8971493 0.4404489 0.0545455 0.0000007 0.0000002 0.0000004 0.0000001 0.0000002
C22 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000000 0.0000002 0.0000003 0.0000008 0.0000010 0.0000037 0.0000143 0.0000685 0.0010469 0.0005954 0.0010099 0.0043816 0.0008396 0.0000254 0.0140044 0.4404489 3.6452206 0.0107324 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000
C23 0.0000000 0.0000007 0.0000014 0.0000004 0.0000020 0.0000015 0.0000153 0.0000617 0.0001950 0.0001268 0.0015194 0.0077481 0.0292485 0.6735472 0.0342971 0.0441305 0.0308504 0.0058540 0.0009020 0.6619477 0.0545455 0.0107324 3.9647100 0.0000027 0.0000005 0.0000002 0.0000001 0.0000001
C24 0.0009470 0.0066393 0.0313328 0.0436621 0.0361163 0.6624453 0.0287027 0.0208957 0.0020410 0.0024303 0.0013787 0.0001140 0.0000166 0.0000052 0.0000025 0.0000011 0.0000009 0.0000005 0.0000001 0.0000012 0.0000007 0.0000000 0.0000027 3.9495804 0.6621423 0.0577937 0.0125627 0.0003038
C25 0.0041860 0.0422782 0.6207540 0.0352035 0.0395663 0.0337194 0.0066247 0.0023640 0.0002813 0.0003419 0.0001830 0.0000201 0.0000020 0.0000009 0.0000005 0.0000002 0.0000002 0.0000001 0.0000000 0.0000002 0.0000002 0.0000000 0.0000005 0.6621423 3.5459954 0.4588709 0.0144876 0.0005200
O26 0.0008606 0.0208731 0.0447346 0.0071490 0.0109314 0.0076704 0.0017879 0.0002924 0.0000500 0.0000475 0.0000332 0.0000022 0.0000006 0.0000002 0.0000003 0.0000002 0.0000001 0.0000003 0.0000001 0.0000001 0.0000004 0.0000001 0.0000002 0.0577937 0.4588709 7.8950250 0.4389900 0.0002543
C27 0.0000238 0.0008050 0.0043278 0.0010845 0.0006291 0.0010921 0.0000923 0.0000878 0.0000072 0.0000106 0.0000053 0.0000006 0.0000002 0.0000001 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0125627 0.0144876 0.4389900 3.6529150 0.0000142
