

C1 3.9537300 0.4930661 0.0310112 0.0057963 0.0032423 0.0009535 0.0002483 0.0000322 0.0000299 0.0000140 0.0000007 0.4810252
C2 0.4930661 3.8524924 0.4923938 0.0205735 0.0249902 0.0047109 0.0008334 0.0000911 0.0000933 0.0000485 0.0000019 0.0204379
C3 0.0310112 0.4923938 3.8848213 0.4693365 0.0482240 0.0349597 0.0044223 0.0005227 0.0004894 0.0002570 0.0000108 0.0061806
C4 0.0057963 0.0205735 0.4693365 2.9521471 0.6674614 0.4522047 0.0111228 0.0040466 0.0037302 0.0009089 0.0000628 0.0015519
O5 0.0032423 0.0249902 0.0482240 0.6674614 8.1157712 0.1365084 0.0220483 0.0027723 0.0026567 0.0005656 0.0000649 0.0001407
O6 0.0009535 0.0047109 0.0349597 0.4522047 0.1365084 7.8310131 0.3917825 0.0471899 0.0441281 0.0071074 0.0005882 0.0003957
C7 0.0002483 0.0008334 0.0044223 0.0111228 0.0220483 0.3917825 3.6079719 0.4806480 0.4770369 0.0224092 0.0030742 0.0001023
C8 0.0000322 0.0000911 0.0005227 0.0040466 0.0027723 0.0471899 0.4806480 3.9655952 0.0232217 0.0029313 0.0118794 0.0000118
C9 0.0000299 0.0000933 0.0004894 0.0037302 0.0026567 0.0441281 0.4770369 0.0232217 3.8662521 0.4998256 0.0229019 0.0000113
C10 0.0000140 0.0000485 0.0002570 0.0009089 0.0005656 0.0071074 0.0224092 0.0029313 0.4998256 3.8641414 0.5051781 0.0000077
C11 0.0000007 0.0000019 0.0000108 0.0000628 0.0000649 0.0005882 0.0030742 0.0118794 0.0229019 0.5051781 3.9640504 0.0000004
