

C1 3.9595705 0.5018558 0.0240754 0.0082562 0.0013821 0.0004108 0.0001723 0.0000152 0.0000187 0.0000023 0.0000005 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4781363
C2 0.5018558 3.8615394 0.4940316 0.0225881 0.0086081 0.0015208 0.0006536 0.0001103 0.0000959 0.0000145 0.0000012 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0229395
C3 0.0240754 0.4940316 3.8652364 0.4824128 0.0275899 0.0121712 0.0021338 0.0004606 0.0005816 0.0000579 0.0000093 0.0000030 0.0000013 0.0000004 0.0000001 0.0000001 0.0000000 0.0000000 0.0067181
C4 0.0082562 0.0225881 0.4824128 3.8707118 0.5101574 0.0338954 0.0203237 0.0023179 0.0031308 0.0002830 0.0000353 0.0000077 0.0000033 0.0000009 0.0000002 0.0000001 0.0000000 0.0000000 0.0011171
C5 0.0013821 0.0086081 0.0275899 0.5101574 3.9115174 0.8634147 0.0650538 0.0082364 0.0093299 0.0008302 0.0001673 0.0000688 0.0000199 0.0000065 0.0000021 0.0000009 0.0000001 0.0000001 0.0001189
C6 0.0004108 0.0015208 0.0121712 0.0338954 0.8634147 3.6754688 0.4233484 0.0112678 0.0225230 0.0041222 0.0007824 0.0002099 0.0000738 0.0000214 0.0000060 0.0000025 0.0000001 0.0000001 0.0000905
O7 0.0001723 0.0006536 0.0021338 0.0203237 0.0650538 0.4233484 7.9085577 0.4295598 0.1340943 0.0356618 0.0048732 0.0008876 0.0003306 0.0000882 0.0000220 0.0000091 0.0000004 0.0000004 0.0000322
C8 0.0000152 0.0001103 0.0004606 0.0023179 0.0082364 0.0112678 0.4295598 2.9463759 0.6748404 0.4767725 0.0214061 0.0050845 0.0010549 0.0002368 0.0000743 0.0000256 0.0000009 0.0000007 0.0000029
O9 0.0000187 0.0000959 0.0005816 0.0031308 0.0093299 0.0225230 0.1340943 0.6748404 8.0873374 0.0496428 0.0306807 0.0035722 0.0001682 0.0000553 0.0000140 0.0000019 0.0000003 0.0000004 0.0000067
C10 0.0000023 0.0000145 0.0000579 0.0002830 0.0008302 0.0041222 0.0356618 0.4767725 0.0496428 3.9000485 0.4905090 0.0260445 0.0059073 0.0013126 0.0002338 0.0000967 0.0000038 0.0000059 0.0000005
C11 0.0000005 0.0000012 0.0000093 0.0000353 0.0001673 0.0007824 0.0048732 0.0214061 0.0306807 0.4905090 3.8483469 0.4926726 0.0277460 0.0056897 0.0010206 0.0002367 0.0000134 0.0000194 0.0000001
C12 0.0000001 0.0000002 0.0000030 0.0000077 0.0000688 0.0002099 0.0008876 0.0050845 0.0035722 0.0260445 0.4926726 3.8768628 0.4853489 0.0252277 0.0057212 0.0013277 0.0000564 0.0000610 0.0000001
C13 0.0000001 0.0000001 0.0000013 0.0000033 0.0000199 0.0000738 0.0003306 0.0010549 0.0001682 0.0059073 0.0277460 0.4853489 3.8629927 0.4830557 0.0292605 0.0057668 0.0003924 0.0012436 0.0000000
C14 0.0000000 0.0000000 0.0000004 0.0000009 0.0000065 0.0000214 0.0000882 0.0002368 0.0000553 0.0013126 0.0056897 0.0252277 0.4830557 3.8704943 0.4949846 0.0219849 0.0031405 0.0107423 0.0000000
C15 0.0000000 0.0000000 0.0000001 0.0000002 0.0000021 0.0000060 0.0000220 0.0000743 0.0000140 0.0002338 0.0010206 0.0057212 0.0292605 0.4949846 3.8711917 0.5017061 0.0224326 0.0026325 0.0000000
C16 0.0000000 0.0000000 0.0000001 0.0000001 0.0000009 0.0000025 0.0000091 0.0000256 0.0000019 0.0000967 0.0002367 0.0013277 0.0057668 0.0219849 0.5017061 3.8678167 0.5001037 0.0229218 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000009 0.0000003 0.0000038 0.0000134 0.0000564 0.0003924 0.0031405 0.0224326 0.5001037 3.8691633 0.5032602 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000001 0.0000004 0.0000007 0.0000004 0.0000059 0.0000194 0.0000610 0.0012436 0.0107423 0.0026325 0.0229218 0.5032602 3.9581694 0.0000000
