

C1 3.9754503 0.5199710 0.0350186 0.0120760 0.0014892 0.0001630 0.0007663 0.0003093 0.0000215 0.0000092 0.0000038 0.0058129 0.0009740 0.4727838
C2 0.5199710 3.9687169 0.8672151 0.0305170 0.0043912 0.0009258 0.0104800 0.0079266 0.0002895 0.0001513 0.0000717 0.0305076 0.0085569 0.0248926
C3 0.0350186 0.8672151 3.9054292 0.4925158 0.0245925 0.0075149 0.0218587 0.0131868 0.0007814 0.0000944 0.0001353 0.4865143 0.0300764 0.0136355
C4 0.0120760 0.0305170 0.4925158 3.8939358 0.4834773 0.0248770 0.0025120 0.0006589 0.0000511 0.0000199 0.0000142 0.0218331 0.0298253 0.0019570
C5 0.0014892 0.0043912 0.0245925 0.4834773 3.8228605 0.4807400 0.0198130 0.0045873 0.0003482 0.0001652 0.0000722 0.0283290 0.4676704 0.0002372
C6 0.0001630 0.0009258 0.0075149 0.0248770 0.4807400 3.9067695 0.4559029 0.0442917 0.0022986 0.0008785 0.0006077 0.0244297 0.0280807 0.0001135
C7 0.0007663 0.0104800 0.0218587 0.0025120 0.0198130 0.4559029 3.4584679 0.4233422 0.0177959 0.0023490 0.0024266 0.4597139 0.0296055 0.0005650
O8 0.0003093 0.0079266 0.0131868 0.0006589 0.0045873 0.0442917 0.4233422 7.9382507 0.4206993 0.0451501 0.0454736 0.0407544 0.0071569 0.0002300
C9 0.0000215 0.0002895 0.0007814 0.0000511 0.0003482 0.0022986 0.0177959 0.4206993 3.4627244 0.4757987 0.4718848 0.0023062 0.0005766 0.0000108
C10 0.0000092 0.0001513 0.0000944 0.0000199 0.0001652 0.0008785 0.0023490 0.0451501 0.4757987 3.9775863 0.0305046 0.0004508 0.0000755 0.0000048
C11 0.0000038 0.0000717 0.0001353 0.0000142 0.0000722 0.0006077 0.0024266 0.0454736 0.4718848 0.0305046 3.9834758 0.0008648 0.0002067 0.0000029
C12 0.0058129 0.0305076 0.4865143 0.0218331 0.0283290 0.0244297 0.4597139 0.0407544 0.0023062 0.0004508 0.0008648 3.8337538 0.4659306 0.0008333
C13 0.0009740 0.0085569 0.0300764 0.0298253 0.4676704 0.0280807 0.0296055 0.0071569 0.0005766 0.0000755 0.0002067 0.4659306 3.9023919 0.0004990
