

C1 3.9595387 0.4933387 0.0236332 0.0091640 0.0149031 0.0065571 0.0006720 0.0002142 0.0017951 0.4760698
C2 0.4933387 3.8622470 0.4721781 0.0209279 0.0250783 0.0355821 0.0033085 0.0004331 0.0175604 0.0203508
C3 0.0236332 0.4721781 3.4732456 0.4654362 0.4557204 0.3885266 0.0106935 0.0035447 0.0132119 0.0014825
C4 0.0091640 0.0209279 0.4654362 3.9681442 0.0288739 0.0432677 0.0042146 0.0004371 0.0145818 0.0008709
C5 0.0149031 0.0250783 0.4557204 0.0288739 3.9562792 0.0473200 0.0049126 0.0005574 0.0018285 0.0058316
O6 0.0065571 0.0355821 0.3885266 0.0432677 0.0473200 7.9016817 0.4366405 0.0338689 0.1431154 0.0004623
C7 0.0006720 0.0033085 0.0106935 0.0042146 0.0049126 0.4366405 2.9386502 0.4924299 0.6652425 0.0000703
C8 0.0002142 0.0004331 0.0035447 0.0004371 0.0005574 0.0338689 0.4924299 3.9931834 0.0563311 0.0000233
O9 0.0017951 0.0175604 0.0132119 0.0145818 0.0018285 0.1431154 0.6652425 0.0563311 8.1093461 0.0004298
