

C1 3.9686748 0.4896374 0.0288015 0.0271949 0.0050108 0.0013961 0.0000947 0.0001439 0.0000293 0.0010438 0.4790710
C2 0.4896374 3.8020576 0.4873565 0.4803657 0.0189968 0.0132334 0.0005778 0.0007151 0.0001475 0.0062082 0.0217693
C3 0.0288015 0.4873565 3.9591036 0.0241853 0.0076536 0.0023503 0.0001544 0.0001093 0.0000185 0.0011669 0.0020880
C4 0.0271949 0.4803657 0.0241853 3.8848743 0.4560447 0.0436172 0.0028257 0.0028008 0.0008508 0.0425115 0.0039127
C5 0.0050108 0.0189968 0.0076536 0.4560447 3.1534517 0.4044712 0.0125949 0.0115886 0.0023799 0.4065699 0.0008769
O6 0.0013961 0.0132334 0.0023503 0.0436172 0.4044712 7.8930757 0.4333098 0.0434948 0.0119767 0.0734496 0.0002101
C7 0.0000947 0.0005778 0.0001544 0.0028257 0.0125949 0.4333098 3.5940754 0.4523457 0.0260971 0.0462833 0.0000155
C8 0.0001439 0.0007151 0.0001093 0.0028008 0.0115886 0.0434948 0.4523457 3.4999987 0.4789031 0.4223561 0.0000464
C9 0.0000293 0.0001475 0.0000185 0.0008508 0.0023799 0.0119767 0.0260971 0.4789031 3.9883704 0.0445412 0.0000121
O10 0.0010438 0.0062082 0.0011669 0.0425115 0.4065699 0.0734496 0.0462833 0.4223561 0.0445412 7.9511530 0.0002798
