

C1 3.9658787 0.4943101 0.0326711 0.0107919 0.0013501 0.0001085 0.0033072 0.0001859 0.0002134 0.0083220 0.4789119
C2 0.4943101 3.8834187 0.4885928 0.0369803 0.0045108 0.0004130 0.0052619 0.0006475 0.0002105 0.0325461 0.0225884
C3 0.0326711 0.4885928 3.3907316 0.7170247 0.0290341 0.0047038 0.0612865 0.0057020 0.0031013 0.5193477 0.0037394
N4 0.0107919 0.0369803 0.7170247 6.7892940 0.5603349 0.0383257 0.0775857 0.0066008 0.0018995 0.1460336 0.0011650
C5 0.0013501 0.0045108 0.0290341 0.5603349 3.4372337 0.4885973 0.7064123 0.0213527 0.0094419 0.0650633 0.0003469
C6 0.0001085 0.0004130 0.0047038 0.0383257 0.4885973 3.9614325 0.0303025 0.0054393 0.0032389 0.0110962 0.0000302
C7 0.0033072 0.0052619 0.0612865 0.0775857 0.7064123 0.0303025 4.0552375 0.5195389 0.0337164 0.5977955 0.0005386
C8 0.0001859 0.0006475 0.0057020 0.0066008 0.0213527 0.0054393 0.5195389 3.8467533 0.4915623 0.0273496 0.0000334
C9 0.0002134 0.0002105 0.0031013 0.0018995 0.0094419 0.0032389 0.0337164 0.4915623 3.9619311 0.0065533 0.0000361
S10 0.0083220 0.0325461 0.5193477 0.1460336 0.0650633 0.0110962 0.5977955 0.0273496 0.0065533 14.5588813 0.0019235
