

C1 3.9679897 0.4959169 0.0250083 0.0105559 0.0011234 0.0000812 0.0000187 0.0000024 0.0000029 0.0000026 0.0000003 0.4690826
C2 0.4959169 3.8610721 0.4888395 0.0249803 0.0055587 0.0011771 0.0000758 0.0000273 0.0000106 0.0000381 0.0000017 0.0202409
C3 0.0250083 0.4888395 3.8645618 0.4851781 0.0254906 0.0054509 0.0012640 0.0001666 0.0000418 0.0001758 0.0000240 0.0101821
C4 0.0105559 0.0249803 0.4851781 3.8706999 0.4873542 0.0255669 0.0093751 0.0008995 0.0001468 0.0005944 0.0000752 0.0069671
C5 0.0011234 0.0055587 0.0254906 0.4873542 3.8677575 0.4949073 0.0232167 0.0056158 0.0022350 0.0019423 0.0000671 0.0004946
C6 0.0000812 0.0011771 0.0054509 0.0255669 0.4949073 3.8788862 0.4855632 0.0306865 0.0109936 0.0145675 0.0005188 0.0000572
C7 0.0000187 0.0000758 0.0012640 0.0093751 0.0232167 0.4855632 3.8862857 0.4669239 0.0501059 0.0362925 0.0046470 0.0000128
C8 0.0000024 0.0000273 0.0001666 0.0008995 0.0056158 0.0306865 0.4669239 2.9298347 0.6718200 0.4410161 0.0123507 0.0000029
O9 0.0000029 0.0000106 0.0000418 0.0001468 0.0022350 0.0109936 0.0501059 0.6718200 8.1487460 0.1350638 0.0251910 0.0000024
O10 0.0000026 0.0000381 0.0001758 0.0005944 0.0019423 0.0145675 0.0362925 0.4410161 0.1350638 7.8786206 0.4274199 0.0000026
C11 0.0000003 0.0000017 0.0000240 0.0000752 0.0000671 0.0005188 0.0046470 0.0123507 0.0251910 0.4274199 3.6950518 0.0000004
