

C1 3.9748722 0.4927069 0.0358161 0.0182516 0.4768036
C2 0.4927069 3.9009202 0.5039024 0.0559926 0.0208448
C3 0.0358161 0.5039024 4.7386365 1.0314913 0.0113156
S4 0.0182516 0.0559926 1.0314913 14.0429742 0.0033301
