

C1 3.9628501 0.5019486 0.0260952 0.0081477 0.0014605 0.0003981 0.0000517 0.0000076 0.0000086 0.0000078 0.0000035 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4727436
C2 0.5019486 3.8644867 0.4936682 0.0213512 0.0068097 0.0016237 0.0001341 0.0000130 0.0000444 0.0000248 0.0000179 0.0000024 0.0000010 0.0000005 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0217272
C3 0.0260952 0.4936682 3.8610912 0.4936591 0.0216808 0.0092642 0.0012427 0.0000705 0.0000733 0.0000977 0.0000164 0.0000030 0.0000011 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0071275
C4 0.0081477 0.0213512 0.4936591 3.8697504 0.4933395 0.0249263 0.0056316 0.0012499 0.0000922 0.0001217 0.0000078 0.0000036 0.0000014 0.0000002 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0011364
C5 0.0014605 0.0068097 0.0216808 0.4933395 3.8606040 0.4895387 0.0267911 0.0055281 0.0014142 0.0007148 0.0000280 0.0000096 0.0000131 0.0000018 0.0000010 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0002996
C6 0.0003981 0.0016237 0.0092642 0.0249263 0.4895387 3.8666131 0.4844181 0.0239149 0.0119862 0.0060429 0.0002362 0.0001181 0.0000861 0.0000109 0.0000075 0.0000007 0.0000001 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0001745
C7 0.0000517 0.0001341 0.0012427 0.0056316 0.0267911 0.4844181 3.8644677 0.4839069 0.0264436 0.0110538 0.0009335 0.0003001 0.0001248 0.0000094 0.0000091 0.0000011 0.0000001 0.0000002 0.0000004 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000345
C8 0.0000076 0.0000130 0.0000705 0.0012499 0.0055281 0.0239149 0.4839069 3.8758511 0.5094673 0.0351069 0.0060785 0.0009807 0.0002595 0.0000247 0.0000312 0.0000034 0.0000005 0.0000005 0.0000007 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000052
C9 0.0000086 0.0000444 0.0000733 0.0000922 0.0014142 0.0119862 0.0264436 0.5094673 3.9444376 0.8693597 0.0361154 0.0109762 0.0063478 0.0006452 0.0004263 0.0000516 0.0000066 0.0000080 0.0000108 0.0000043 0.0000002 0.0000007 0.0000000 0.0000000 0.0000000 0.0000000 0.0000049
C10 0.0000078 0.0000248 0.0000977 0.0001217 0.0007148 0.0060429 0.0110538 0.0351069 0.8693597 3.9341622 0.5099788 0.0277638 0.0123189 0.0013086 0.0005006 0.0000622 0.0000064 0.0000079 0.0000094 0.0000037 0.0000001 0.0000006 0.0000001 0.0000000 0.0000000 0.0000000 0.0000013
C11 0.0000035 0.0000179 0.0000164 0.0000078 0.0000280 0.0002362 0.0009335 0.0060785 0.0361154 0.5099788 3.8647168 0.4818069 0.0227845 0.0055893 0.0011084 0.0001492 0.0000116 0.0000040 0.0000064 0.0000037 0.0000001 0.0000004 0.0000000 0.0000000 0.0000000 0.0000000 0.0000011
C12 0.0000001 0.0000024 0.0000030 0.0000036 0.0000096 0.0001181 0.0003001 0.0009807 0.0109762 0.0277638 0.4818069 3.8705748 0.4917292 0.0248286 0.0092699 0.0016805 0.0001448 0.0000509 0.0000413 0.0000299 0.0000010 0.0000028 0.0000003 0.0000002 0.0000000 0.0000000 0.0000001
C13 0.0000001 0.0000010 0.0000011 0.0000014 0.0000131 0.0000861 0.0001248 0.0002595 0.0063478 0.0123189 0.0227845 0.4917292 3.8728118 0.4931628 0.0225883 0.0100326 0.0011335 0.0004381 0.0004211 0.0000974 0.0000048 0.0000173 0.0000019 0.0000003 0.0000001 0.0000000 0.0000000
C14 0.0000000 0.0000005 0.0000004 0.0000002 0.0000018 0.0000109 0.0000094 0.0000247 0.0006452 0.0013086 0.0055893 0.0248286 0.4931628 3.8786370 0.4920317 0.0250618 0.0055428 0.0008825 0.0007556 0.0001678 0.0000049 0.0000277 0.0000033 0.0000011 0.0000004 0.0000001 0.0000000
C15 0.0000000 0.0000000 0.0000001 0.0000002 0.0000010 0.0000075 0.0000091 0.0000312 0.0004263 0.0005006 0.0011084 0.0092699 0.0225883 0.4920317 3.8773479 0.4895856 0.0262677 0.0077866 0.0069566 0.0019022 0.0000671 0.0002929 0.0000275 0.0000105 0.0000023 0.0000012 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000007 0.0000011 0.0000034 0.0000516 0.0000622 0.0001492 0.0016805 0.0100326 0.0250618 0.4895856 3.8739665 0.4894355 0.0245073 0.0101974 0.0067274 0.0002405 0.0001608 0.0000410 0.0000071 0.0000030 0.0000005 0.0000000
