

C1 3.9622346 0.5039862 0.0260580 0.0052648 0.0021684 0.0009548 0.0002985 0.0001389 0.0000849 0.0000160 0.4780199
C2 0.5039862 3.8683022 0.4834126 0.0230343 0.0202041 0.0055078 0.0014431 0.0003283 0.0003354 0.0000689 0.0213640
C3 0.0260580 0.4834126 3.8784391 0.4695588 0.0466883 0.0283005 0.0046315 0.0021631 0.0008189 0.0001746 0.0026390
C4 0.0052648 0.0230343 0.4695588 3.4894166 0.4308849 0.4548554 0.0227475 0.0175346 0.0048915 0.0006121 0.0003982
O5 0.0021684 0.0202041 0.0466883 0.4308849 8.0940381 0.0467646 0.0107782 0.0067710 0.0039320 0.0001592 0.0001779
C6 0.0009548 0.0055078 0.0283005 0.4548554 0.0467646 3.8966020 0.4763685 0.0523982 0.0358489 0.0044366 0.0000634
C7 0.0002985 0.0014431 0.0046315 0.0227475 0.0107782 0.4763685 2.9283394 0.6642355 0.4440820 0.0122422 0.0000127
O8 0.0001389 0.0003283 0.0021631 0.0175346 0.0067710 0.0523982 0.6642355 8.1434053 0.1370809 0.0214052 0.0000134
O9 0.0000849 0.0003354 0.0008189 0.0048915 0.0039320 0.0358489 0.4440820 0.1370809 7.9052745 0.4272596 0.0000061
C10 0.0000160 0.0000689 0.0001746 0.0006121 0.0001592 0.0044366 0.0122422 0.0214052 0.4272596 3.6674948 0.0000008
