

C1 3.9693736 0.4855489 0.0388252 0.0042696 0.0030957 0.0204361 0.0085437 0.0015015 0.0001339 0.0011131 0.0001333 0.0003336 0.0118926 0.4731414
C2 0.4855489 3.5716373 0.3935869 0.0120398 0.0208471 0.4654729 0.0210669 0.0055481 0.0005379 0.0042788 0.0007028 0.0003894 0.0251512 0.0193344
O3 0.0388252 0.3935869 7.9066754 0.4557089 0.1503408 0.0363737 0.0073340 0.0008295 0.0002646 0.0011051 0.0003036 0.0000633 0.0060777 0.0109785
C4 0.0042696 0.0120398 0.4557089 2.9547536 0.6962439 0.0043495 0.0002362 0.0000772 0.0000237 0.0002158 0.0000638 0.0000153 0.0007701 0.0005222
O5 0.0030957 0.0208471 0.1503408 0.6962439 8.1139440 0.0030208 0.0006994 0.0001613 0.0000208 0.0001434 0.0000461 0.0000185 0.0006196 0.0005701
C6 0.0204361 0.4654729 0.0363737 0.0043495 0.0030208 3.8126490 0.4845229 0.0262133 0.0057546 0.0190295 0.0050690 0.0031309 0.4712507 0.0041027
C7 0.0085437 0.0210669 0.0073340 0.0002362 0.0006994 0.4845229 3.8841174 0.4798603 0.0222403 0.0061719 0.0004827 0.0006429 0.0262491 0.0004337
C8 0.0015015 0.0055481 0.0008295 0.0000772 0.0001613 0.0262133 0.4798603 3.8737545 0.4996638 0.0189807 0.0037613 0.0019956 0.0056410 0.0001172
C9 0.0001339 0.0005379 0.0002646 0.0000237 0.0000208 0.0057546 0.0222403 0.4996638 3.8862305 0.4866527 0.0288582 0.0260163 0.0184972 0.0000262
C10 0.0011131 0.0042788 0.0011051 0.0002158 0.0001434 0.0190295 0.0061719 0.0189807 0.4866527 3.7523620 0.4704737 0.4706815 0.4823644 0.0002819
C11 0.0001333 0.0007028 0.0003036 0.0000638 0.0000461 0.0050690 0.0004827 0.0037613 0.0288582 0.4704737 3.9534599 0.0304032 0.0290457 0.0000391
C12 0.0003336 0.0003894 0.0000633 0.0000153 0.0000185 0.0031309 0.0006429 0.0019956 0.0260163 0.4706815 0.0304032 3.9554153 0.0288983 0.0001325
C13 0.0118926 0.0251512 0.0060777 0.0007701 0.0006196 0.4712507 0.0262491 0.0056410 0.0184972 0.4823644 0.0290457 0.0288983 3.8807833 0.0021638
