

C1 3.6815272 0.4260006 0.0124816 0.0220733 0.0043540 0.0009656 0.0000608 0.0000366 0.0000088 0.0000255 0.0000124 0.0000665 0.4654687
O2 0.4260006 7.9050534 0.4365912 0.1359164 0.0388756 0.0052191 0.0006634 0.0002444 0.0000714 0.0001273 0.0001314 0.0006432 0.0314421
C3 0.0124816 0.4365912 2.9277002 0.6647316 0.4859590 0.0197683 0.0035589 0.0006595 0.0001134 0.0001997 0.0001615 0.0011262 0.0046041
O4 0.0220733 0.1359164 0.6647316 8.1185151 0.0495087 0.0137920 0.0116229 0.0012665 0.0010079 0.0006225 0.0025723 0.0196573 0.0025598
C5 0.0043540 0.0388756 0.4859590 0.0495087 3.8882672 0.4953143 0.0249451 0.0070027 0.0007152 0.0023379 0.0007415 0.0056877 0.0005547
C6 0.0009656 0.0052191 0.0197683 0.0137920 0.4953143 3.8650048 0.5013235 0.0272798 0.0045155 0.0026645 0.0046682 0.0264587 0.0001811
C7 0.0000608 0.0006634 0.0035589 0.0116229 0.0249451 0.5013235 3.8810557 0.6646443 0.0347577 0.0469216 0.0351049 0.6869460 0.0000118
C8 0.0000366 0.0002444 0.0006595 0.0012665 0.0070027 0.0272798 0.6646443 3.9649808 0.7053337 0.0356124 0.0524837 0.0365740 0.0000061
C9 0.0000088 0.0000714 0.0001134 0.0010079 0.0007152 0.0045155 0.0347577 0.7053337 3.9465693 0.6882642 0.0384819 0.0495589 0.0000017
C10 0.0000255 0.0001273 0.0001997 0.0006225 0.0023379 0.0026645 0.0469216 0.0356124 0.6882642 3.9499957 0.7036668 0.0356923 0.0000035
C11 0.0000124 0.0001314 0.0001615 0.0025723 0.0007415 0.0046682 0.0351049 0.0524837 0.0384819 0.7036668 3.9571658 0.6814125 0.0000015
C12 0.0000665 0.0006432 0.0011262 0.0196573 0.0056877 0.0264587 0.6869460 0.0365740 0.0495589 0.0356923 0.6814125 3.9258180 0.0000072
