

C1 3.9561543 0.4880796 0.0279978 0.0060461 0.0003674 0.0007998 0.0001228 0.0000332 0.0000086 0.0000065 0.0000007 0.0000025 0.0000001 0.0000004 0.0000000 0.0000002 0.0000000 0.0000032 0.0000113 0.4786287
C2 0.4880796 3.8635554 0.5010590 0.0213149 0.0022886 0.0055650 0.0006588 0.0001722 0.0000412 0.0000283 0.0000028 0.0000106 0.0000005 0.0000011 0.0000001 0.0000003 0.0000000 0.0000122 0.0000691 0.0207071
C3 0.0279978 0.5010590 3.8659360 0.5056837 0.0214626 0.0021025 0.0002941 0.0001585 0.0000328 0.0000212 0.0000019 0.0000071 0.0000004 0.0000007 0.0000001 0.0000002 0.0000000 0.0000262 0.0000639 0.0056900
C4 0.0060461 0.0213149 0.5056837 3.8762264 0.5056277 0.0219815 0.0056876 0.0010552 0.0001558 0.0003732 0.0000294 0.0001311 0.0000066 0.0000123 0.0000014 0.0000021 0.0000003 0.0001660 0.0010931 0.0005809
C5 0.0003674 0.0022886 0.0214626 0.5056277 3.8692138 0.4977946 0.0283197 0.0070614 0.0009490 0.0018781 0.0001469 0.0006193 0.0000303 0.0000560 0.0000061 0.0000106 0.0000014 0.0008808 0.0068574 0.0000365
C6 0.0007998 0.0055650 0.0021025 0.0219815 0.4977946 3.8763253 0.4897896 0.0270318 0.0048110 0.0021639 0.0002403 0.0006378 0.0000378 0.0000528 0.0000056 0.0000154 0.0000018 0.0048946 0.0250765 0.0000517
C7 0.0001228 0.0006588 0.0002941 0.0056876 0.0283197 0.4897896 3.8701500 0.6703174 0.0338094 0.0406653 0.0028474 0.0112584 0.0005653 0.0009849 0.0001033 0.0002024 0.0000251 0.0338904 0.6857215 0.0000073
C8 0.0000332 0.0001722 0.0001585 0.0010552 0.0070614 0.0270318 0.6703174 3.9500863 0.7088642 0.0342618 0.0044400 0.0023361 0.0002205 0.0001625 0.0000183 0.0000434 0.0000064 0.0490366 0.0382138 0.0000017
C9 0.0000086 0.0000412 0.0000328 0.0001558 0.0009490 0.0048110 0.0338094 0.7088642 3.9655668 0.6521444 0.0294137 0.0206300 0.0013249 0.0014459 0.0001475 0.0003928 0.0000409 0.0356664 0.0487386 0.0000006
C10 0.0000065 0.0000283 0.0000212 0.0003732 0.0018781 0.0021639 0.0406653 0.0342618 0.6521444 3.8798211 0.5470146 0.0354811 0.0054768 0.0014341 0.0001490 0.0018762 0.0001252 0.6787095 0.0342719 0.0000005
C11 0.0000007 0.0000028 0.0000019 0.0000294 0.0001469 0.0002403 0.0028474 0.0044400 0.0294137 0.5470146 3.9435168 0.8640314 0.0288170 0.0178152 0.0015688 0.0258401 0.0013437 0.0278144 0.0063486 0.0000001
C12 0.0000025 0.0000106 0.0000071 0.0001311 0.0006193 0.0006378 0.0112584 0.0023361 0.0206300 0.0354811 0.8640314 3.9532551 0.4634527 0.0561514 0.0039320 0.0410222 0.0036766 0.0245378 0.0025184 0.0000002
C13 0.0000001 0.0000005 0.0000004 0.0000066 0.0000303 0.0000378 0.0005653 0.0002205 0.0013249 0.0054768 0.0288170 0.4634527 3.1555214 0.4079081 0.0205322 0.4091631 0.0194807 0.0016357 0.0001401 0.0000000
O14 0.0000004 0.0000011 0.0000007 0.0000123 0.0000560 0.0000528 0.0009849 0.0001625 0.0014459 0.0014341 0.0178152 0.0561514 0.4079081 7.8784163 0.4487945 0.0740161 0.0043289 0.0013599 0.0001410 0.0000001
C15 0.0000000 0.0000001 0.0000001 0.0000014 0.0000061 0.0000056 0.0001033 0.0000183 0.0001475 0.0001490 0.0015688 0.0039320 0.0205322 0.4487945 3.6109682 0.0041935 0.0011244 0.0001470 0.0000150 0.0000000
O16 0.0000002 0.0000003 0.0000002 0.0000021 0.0000106 0.0000154 0.0002024 0.0000434 0.0003928 0.0018762 0.0258401 0.0410222 0.4091631 0.0740161 0.0041935 7.9092184 0.4423411 0.0008895 0.0001720 0.0000001
C17 0.0000000 0.0000000 0.0000000 0.0000003 0.0000014 0.0000018 0.0000251 0.0000064 0.0000409 0.0001252 0.0013437 0.0036766 0.0194807 0.0043289 0.0011244 0.4423411 3.6122715 0.0000796 0.0000167 0.0000000
C18 0.0000032 0.0000122 0.0000262 0.0001660 0.0008808 0.0048946 0.0338904 0.0490366 0.0356664 0.6787095 0.0278144 0.0245378 0.0016357 0.0013599 0.0001470 0.0008895 0.0000796 3.9500964 0.6876037 0.0000005
C19 0.0000113 0.0000691 0.0000639 0.0010931 0.0068574 0.0250765 0.6857215 0.0382138 0.0487386 0.0342719 0.0063486 0.0025184 0.0001401 0.0001410 0.0000150 0.0001720 0.0000167 0.6876037 3.9480883 0.0000015
