

C1 3.9668557 0.4859414 0.0305628 0.0059681 0.0007279 0.0002427 0.0025220 0.0000486 0.0000043 0.0000057 0.0000078 0.0000015 0.0000013 0.0000006 0.0000001 0.0000000 0.0000001 0.0000000 0.0000017 0.0000016 0.0000007 0.0000001 0.0000000 0.0000000 0.0000000 0.4824792
C2 0.4859414 3.8668692 0.4969511 0.0219304 0.0049171 0.0019334 0.0194497 0.0002289 0.0000299 0.0000200 0.0000289 0.0000039 0.0000045 0.0000013 0.0000001 0.0000000 0.0000001 0.0000000 0.0000067 0.0000051 0.0000023 0.0000001 0.0000000 0.0000000 0.0000000 0.0222693
C3 0.0305628 0.4969511 3.8718231 0.4924243 0.0360484 0.0030114 0.0038142 0.0003565 0.0000990 0.0002070 0.0000141 0.0000030 0.0000023 0.0000024 0.0000002 0.0000001 0.0000002 0.0000001 0.0000098 0.0000116 0.0000051 0.0000003 0.0000001 0.0000000 0.0000000 0.0031471
C4 0.0059681 0.0219304 0.4924243 3.5819023 0.4091776 0.0119774 0.0115141 0.0039514 0.0002252 0.0004692 0.0000432 0.0000048 0.0000046 0.0000085 0.0000006 0.0000006 0.0000018 0.0000004 0.0001172 0.0000447 0.0000537 0.0000017 0.0000005 0.0000001 0.0000000 0.0008387
O5 0.0007279 0.0049171 0.0360484 0.4091776 7.9341097 0.4383138 0.1410812 0.0320118 0.0033943 0.0208629 0.0011630 0.0001296 0.0001242 0.0000898 0.0000067 0.0000032 0.0000114 0.0000024 0.0007130 0.0004605 0.0002773 0.0000151 0.0000043 0.0000011 0.0000004 0.0001407
C6 0.0002427 0.0019334 0.0030114 0.0119774 0.4383138 2.9129025 0.6666364 0.4684535 0.0224031 0.0070003 0.0068928 0.0006636 0.0003777 0.0000761 0.0000115 0.0000013 0.0000024 0.0000010 0.0043104 0.0021275 0.0012654 0.0000500 0.0000060 0.0000027 0.0000006 0.0000359
O7 0.0025220 0.0194497 0.0038142 0.0115141 0.1410812 0.6666364 8.0806421 0.0565175 0.0100999 0.0016710 0.0087436 0.0008147 0.0006466 0.0001702 0.0000220 0.0000038 0.0000043 0.0000017 0.0018434 0.0014488 0.0003806 0.0000338 0.0000039 0.0000027 0.0000008 0.0002054
C8 0.0000486 0.0002289 0.0003565 0.0039514 0.0320118 0.4684535 0.0565175 3.8960433 0.4579906 0.0456078 0.0205131 0.0043915 0.0016312 0.0007341 0.0001102 0.0000126 0.0000437 0.0000154 0.0268369 0.0090520 0.0115234 0.0003980 0.0000351 0.0000139 0.0000029 0.0000040
C9 0.0000043 0.0000299 0.0000990 0.0002252 0.0033943 0.0224031 0.0100999 0.4579906 3.3958750 0.4384913 0.4524406 0.0245930 0.0104886 0.0040230 0.0002263 0.0000350 0.0001706 0.0000212 0.4427066 0.0404396 0.0272340 0.0033590 0.0004563 0.0002234 0.0000743 0.0000005
O10 0.0000057 0.0000200 0.0002070 0.0004692 0.0208629 0.0070003 0.0016710 0.0456078 0.4384913 7.9590561 0.0392555 0.0083047 0.0015098 0.0357799 0.0008829 0.0003786 0.0043806 0.0010882 0.0423083 0.0423981 0.0070474 0.0012329 0.0003296 0.0000980 0.0000394 0.0000014
C11 0.0000078 0.0000289 0.0000141 0.0000432 0.0011630 0.0068928 0.0087436 0.0205131 0.4524406 0.0392555 3.8977475 0.4681212 0.0544029 0.0335878 0.0042523 0.0005088 0.0000460 0.0000127 0.0246890 0.0090750 0.0082258 0.0003113 0.0000238 0.0000117 0.0000026 0.0000009
C12 0.0000015 0.0000039 0.0000030 0.0000048 0.0001296 0.0006636 0.0008147 0.0043915 0.0245930 0.0083047 0.4681212 2.9038857 0.6708538 0.4452735 0.0117998 0.0044184 0.0003470 0.0001001 0.0068207 0.0050126 0.0011416 0.0000559 0.0000057 0.0000023 0.0000006 0.0000002
O13 0.0000013 0.0000045 0.0000023 0.0000046 0.0001242 0.0003777 0.0006466 0.0016312 0.0104886 0.0015098 0.0544029 0.6708538 8.1336125 0.1380758 0.0170595 0.0021612 0.0005395 0.0001174 0.0070012 0.0072576 0.0055740 0.0004259 0.0000786 0.0000138 0.0000020 0.0000003
O14 0.0000006 0.0000013 0.0000024 0.0000085 0.0000898 0.0000761 0.0001702 0.0007341 0.0040230 0.0357799 0.0335878 0.4452735 0.1380758 7.8382632 0.4074939 0.0405893 0.0115230 0.0019937 0.0009555 0.0022490 0.0004864 0.0000266 0.0000040 0.0000013 0.0000004 0.0000005
C15 0.0000001 0.0000001 0.0000002 0.0000006 0.0000067 0.0000115 0.0000220 0.0001102 0.0002263 0.0008829 0.0042523 0.0117998 0.0170595 0.4074939 3.6067181 0.4786219 0.0216705 0.0089376 0.0000415 0.0001614 0.0000280 0.0000017 0.0000002 0.0000001 0.0000000 0.0000001
C16 0.0000000 0.0000000 0.0000001 0.0000006 0.0000032 0.0000013 0.0000038 0.0000126 0.0000350 0.0003786 0.0005088 0.0044184 0.0021612 0.0405893 0.4786219 3.8698359 0.4885757 0.0258218 0.0000062 0.0000346 0.0000054 0.0000005 0.0000001 0.0000000 0.0000000 0.0000000
C17 0.0000001 0.0000001 0.0000002 0.0000018 0.0000114 0.0000024 0.0000043 0.0000437 0.0001706 0.0043806 0.0000460 0.0003470 0.0005395 0.0115230 0.0216705 0.4885757 3.8762736 0.4967578 0.0000145 0.0001526 0.0000087 0.0000011 0.0000003 0.0000001 0.0000001 0.0000001
C18 0.0000000 0.0000000 0.0000001 0.0000004 0.0000024 0.0000010 0.0000017 0.0000154 0.0000212 0.0010882 0.0000127 0.0001001 0.0001174 0.0019937 0.0089376 0.0258218 0.4967578 3.9799449 0.0000409 0.0020987 0.0000494 0.0000022 0.0000008 0.0000004 0.0000001 0.0000000
