

C1 3.9490551 0.4882955 0.0280169 0.0233785 0.0088042 0.0009780 0.0000679 0.0000246 0.0000122 0.0000016 0.0000010 0.0000002 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4784744
C2 0.4882955 3.7918097 0.4916383 0.4836771 0.0219024 0.0051608 0.0013516 0.0002177 0.0000613 0.0000250 0.0000078 0.0000007 0.0000008 0.0000010 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0195122
C3 0.0280169 0.4916383 3.9651687 0.0241767 0.0074213 0.0008539 0.0000590 0.0000279 0.0000367 0.0000055 0.0000024 0.0000004 0.0000004 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0061113
C4 0.0233785 0.4836771 0.0241767 3.8625107 0.4810322 0.0283936 0.0060204 0.0008679 0.0011784 0.0001487 0.0000772 0.0000126 0.0000062 0.0000052 0.0000006 0.0000004 0.0000001 0.0000002 0.0000001 0.0000003 0.0052795
C5 0.0088042 0.0219024 0.0074213 0.4810322 3.8801266 0.4945471 0.0220254 0.0053744 0.0084713 0.0008691 0.0003061 0.0000551 0.0000146 0.0000222 0.0000040 0.0000012 0.0000002 0.0000007 0.0000003 0.0000013 0.0010532
C6 0.0009780 0.0051608 0.0008539 0.0283936 0.4945471 3.8568724 0.4797326 0.0292867 0.0232364 0.0053356 0.0006444 0.0000494 0.0000985 0.0000250 0.0000050 0.0000008 0.0000002 0.0000003 0.0000003 0.0000012 0.0000963
C7 0.0000679 0.0013516 0.0000590 0.0060204 0.0220254 0.4797326 3.8108241 0.4872230 0.4815005 0.0224519 0.0056117 0.0002103 0.0003521 0.0001064 0.0000119 0.0000031 0.0000006 0.0000011 0.0000009 0.0000035 0.0000122
C8 0.0000246 0.0002177 0.0000279 0.0008679 0.0053744 0.0292867 0.4872230 3.9491659 0.0233978 0.0026511 0.0308251 0.0008651 0.0008230 0.0004151 0.0000552 0.0000111 0.0000019 0.0000054 0.0000045 0.0000191 0.0000033
C9 0.0000122 0.0000613 0.0000367 0.0011784 0.0084713 0.0232364 0.4815005 0.0233978 3.8775934 0.4827790 0.0367274 0.0041675 0.0021447 0.0005127 0.0001388 0.0000434 0.0000069 0.0000226 0.0000064 0.0000416 0.0000043
C10 0.0000016 0.0000250 0.0000055 0.0001487 0.0008691 0.0053356 0.0224519 0.0026511 0.4827790 3.6174913 0.4061629 0.0118083 0.0196509 0.0042286 0.0007533 0.0001807 0.0000316 0.0000808 0.0000286 0.0001691 0.0000016
O11 0.0000010 0.0000078 0.0000024 0.0000772 0.0003061 0.0006444 0.0056117 0.0308251 0.0367274 0.4061629 7.8481655 0.4441006 0.1362450 0.0334481 0.0045620 0.0010297 0.0001797 0.0002619 0.0001658 0.0009750 0.0000008
C12 0.0000002 0.0000007 0.0000004 0.0000126 0.0000551 0.0000494 0.0002103 0.0008651 0.0041675 0.0118083 0.4441006 2.9362856 0.6729298 0.4736717 0.0207555 0.0057459 0.0006541 0.0020673 0.0006192 0.0055409 0.0000002
O13 0.0000003 0.0000008 0.0000004 0.0000062 0.0000146 0.0000985 0.0003521 0.0008230 0.0021447 0.0196509 0.1362450 0.6729298 8.0875525 0.0520191 0.0308787 0.0097220 0.0015534 0.0012457 0.0015406 0.0094410 0.0000006
C14 0.0000001 0.0000010 0.0000002 0.0000052 0.0000222 0.0000250 0.0001064 0.0004151 0.0005127 0.0042286 0.0334481 0.4736717 0.0520191 3.8932072 0.4983715 0.0283639 0.0047502 0.0028056 0.0046163 0.0275625 0.0000000
C15 0.0000000 0.0000001 0.0000001 0.0000006 0.0000040 0.0000050 0.0000119 0.0000552 0.0001388 0.0007533 0.0045620 0.0207555 0.0308787 0.4983715 3.8367287 0.6783517 0.0345973 0.0468973 0.0345840 0.6746142 0.0000001
C16 0.0000000 0.0000000 0.0000000 0.0000004 0.0000012 0.0000008 0.0000031 0.0000111 0.0000434 0.0001807 0.0010297 0.0057459 0.0097220 0.0283639 0.6783517 3.9385163 0.6902922 0.0357482 0.0511489 0.0365564 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000002 0.0000006 0.0000019 0.0000069 0.0000316 0.0001797 0.0006541 0.0015534 0.0047502 0.0345973 0.6902922 3.9534282 0.6978420 0.0382810 0.0515074 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000002 0.0000007 0.0000003 0.0000011 0.0000054 0.0000226 0.0000808 0.0002619 0.0020673 0.0012457 0.0028056 0.0468973 0.0357482 0.6978420 3.9586148 0.6938432 0.0360875 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000001 0.0000003 0.0000003 0.0000009 0.0000045 0.0000064 0.0000286 0.0001658 0.0006192 0.0015406 0.0046163 0.0345840 0.0511489 0.0382810 0.6938432 3.9418353 0.6966657 0.0000000
C20 0.0000000 0.0000001 0.0000000 0.0000003 0.0000013 0.0000012 0.0000035 0.0000191 0.0000416 0.0001691 0.0009750 0.0055409 0.0094410 0.0275625 0.6746142 0.0365564 0.0515074 0.0360875 0.6966657 3.9375902 0.0000001
