

C1 3.9516784 0.4868522 0.0291582 0.0237624 0.0074289 0.0018785 0.0000587 0.0000439 0.0000036 0.0000008 0.0000007 0.0000003 0.0002794 0.0000979 0.0000397 0.4757148
C2 0.4868522 3.7897600 0.4922749 0.4874514 0.0204979 0.0067066 0.0003425 0.0001134 0.0000145 0.0000025 0.0000092 0.0000010 0.0000851 0.0003740 0.0000157 0.0214740
C3 0.0291582 0.4922749 3.9595788 0.0221647 0.0017572 0.0236692 0.0006865 0.0001708 0.0000108 0.0000028 0.0000172 0.0000008 0.0003319 0.0041857 0.0000755 0.0037104
C4 0.0237624 0.4874514 0.0221647 3.8701613 0.4773847 0.0410870 0.0054196 0.0010597 0.0000515 0.0000174 0.0000213 0.0000058 0.0006394 0.0000730 0.0001456 0.0056224
C5 0.0074289 0.0204979 0.0017572 0.4773847 3.4985874 0.4332328 0.0160775 0.0038742 0.0003791 0.0001056 0.0002179 0.0000326 0.0029446 0.0007922 0.0004679 0.0012644
O6 0.0018785 0.0067066 0.0236692 0.0410870 0.4332328 7.8473020 0.3928883 0.0765780 0.0031595 0.0007881 0.0012171 0.0002302 0.0417248 0.0144998 0.0072473 0.0002821
C7 0.0000587 0.0003425 0.0006865 0.0054196 0.0160775 0.3928883 3.1765501 0.4072929 0.0115277 0.0023167 0.0068764 0.0004104 0.4505225 0.0200122 0.0228912 0.0000099
O8 0.0000439 0.0001134 0.0001708 0.0010597 0.0038742 0.0765780 0.4072929 8.0029788 0.4292588 0.0389569 0.0035768 0.0076517 0.0371279 0.0096180 0.0136341 0.0000064
C9 0.0000036 0.0000145 0.0000108 0.0000515 0.0003791 0.0031595 0.0115277 0.4292588 3.5028059 0.4792256 0.0221980 0.0280427 0.0028828 0.0003688 0.0003226 0.0000007
C10 0.0000008 0.0000025 0.0000028 0.0000174 0.0001056 0.0007881 0.0023167 0.0389569 0.4792256 3.8081856 0.4952138 0.4762492 0.0003175 0.0000792 0.0020796 0.0000003
C11 0.0000007 0.0000092 0.0000172 0.0000213 0.0002179 0.0012171 0.0068764 0.0035768 0.0221980 0.4952138 3.9625147 0.0314233 0.0004796 0.0001914 0.0033936 0.0000003
C12 0.0000003 0.0000010 0.0000008 0.0000058 0.0000326 0.0002302 0.0004104 0.0076517 0.0280427 0.4762492 0.0314233 3.9594738 0.0000763 0.0000266 0.0003081 0.0000001
C13 0.0002794 0.0000851 0.0003319 0.0006394 0.0029446 0.0417248 0.4505225 0.0371279 0.0028828 0.0003175 0.0004796 0.0000763 3.7934637 0.4830538 0.4935038 0.0000388
C14 0.0000979 0.0003740 0.0041857 0.0000730 0.0007922 0.0144998 0.0200122 0.0096180 0.0003688 0.0000792 0.0001914 0.0000266 0.4830538 3.9634553 0.0297669 0.0000100
C15 0.0000397 0.0000157 0.0000755 0.0001456 0.0004679 0.0072473 0.0228912 0.0136341 0.0003226 0.0020796 0.0033936 0.0003081 0.4935038 0.0297669 3.9644532 0.0000063
