

C1 3.9662859 0.5055906 0.0273548 0.0047066 0.0025557 0.0054810 0.0292931 0.0009374 0.0001360 0.0001406 0.0001885 0.0001179 0.4758232
C2 0.5055906 3.8602975 0.6705816 0.0350488 0.0441761 0.0373276 0.6897771 0.0058079 0.0008349 0.0007463 0.0026351 0.0018768 0.0215124
C3 0.0273548 0.6705816 3.9397843 0.7100884 0.0367483 0.0428600 0.0362811 0.0080045 0.0017286 0.0018607 0.0043762 0.0006598 0.0055098
C4 0.0047066 0.0350488 0.7100884 3.9366530 0.6631626 0.0346672 0.0508946 0.0073061 0.0035342 0.0017977 0.0211510 0.0072603 0.0009415
C5 0.0025557 0.0441761 0.0367483 0.6631626 3.8877116 0.6594841 0.0296924 0.0537170 0.0236226 0.0077718 0.4981252 0.0262844 0.0015182
C6 0.0054810 0.0373276 0.0428600 0.0346672 0.6594841 3.6426787 0.6574039 0.4354282 0.0147074 0.0081414 0.0287947 0.0056773 0.0006216
C7 0.0292931 0.6897771 0.0362811 0.0508946 0.0296924 0.6574039 3.9578776 0.0405721 0.0048791 0.0039334 0.0033677 0.0006980 0.0064189
O8 0.0009374 0.0058079 0.0080045 0.0073061 0.0537170 0.4354282 0.0405721 7.8503190 0.4459450 0.1164404 0.0446059 0.0051898 0.0000730
C9 0.0001360 0.0008349 0.0017286 0.0035342 0.0236226 0.0147074 0.0048791 0.4459450 2.9601380 0.7138296 0.4680694 0.0266615 0.0000162
O10 0.0001406 0.0007463 0.0018607 0.0017977 0.0077718 0.0081414 0.0039334 0.1164404 0.7138296 8.0446599 0.0471319 0.0168542 0.0000172
C11 0.0001885 0.0026351 0.0043762 0.0211510 0.4981252 0.0287947 0.0033677 0.0446059 0.4680694 0.0471319 3.8281801 0.4840588 0.0001059
C12 0.0001179 0.0018768 0.0006598 0.0072603 0.0262844 0.0056773 0.0006980 0.0051898 0.0266615 0.0168542 0.4840588 3.9550915 0.0000815
