

C1 3.9667116 0.4685683 0.0257932 0.0267190 0.0282223 0.0064727 0.0007448 0.0000955 0.0000183 0.0000035 0.0000041 0.0000018 0.0000002 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0021779 0.0006257 0.0000551 0.0000375 0.0000805 0.0000268 0.0073216 0.0180119 0.4653630
C2 0.4685683 3.7451443 0.4751743 0.4799368 0.4894371 0.0233395 0.0042020 0.0005605 0.0000434 0.0000158 0.0000185 0.0000040 0.0000011 0.0000002 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0022545 0.0032383 0.0007255 0.0000503 0.0000502 0.0001648 0.0209830 0.0095748 0.0179973
C3 0.0257932 0.4751743 3.9457092 0.0287012 0.0254480 0.0061196 0.0007558 0.0001058 0.0000275 0.0000062 0.0000051 0.0000025 0.0000006 0.0000001 0.0000000 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0019918 0.0004799 0.0000501 0.0000575 0.0000431 0.0000249 0.0055449 0.0160764 0.0014876
C4 0.0267190 0.4799368 0.0287012 3.9370884 0.0249211 0.0191410 0.0017458 0.0001331 0.0000265 0.0000045 0.0000029 0.0000021 0.0000005 0.0000001 0.0000001 0.0000000 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0005748 0.0008771 0.0001801 0.0000247 0.0000258 0.0000453 0.0040998 0.0009873 0.0034847
C5 0.0282223 0.4894371 0.0254480 0.0249211 3.8640162 0.6916085 0.0329207 0.0043623 0.0007475 0.0001326 0.0001166 0.0000494 0.0000110 0.0000020 0.0000008 0.0000002 0.0000005 0.0000001 0.0000001 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0446655 0.0299923 0.0035230 0.0005464 0.0006760 0.0008565 0.6254807 0.0482381 0.0095758
C6 0.0064727 0.0233395 0.0061196 0.0191410 0.6916085 3.9598006 0.6602277 0.0273941 0.0069947 0.0009342 0.0006185 0.0003000 0.0000763 0.0000089 0.0000054 0.0000014 0.0000024 0.0000004 0.0000005 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0357546 0.0431815 0.0021253 0.0017732 0.0020427 0.0005592 0.0361578 0.0064255 0.0009235
C7 0.0007448 0.0042020 0.0007558 0.0017458 0.0329207 0.6602277 3.8912336 0.5037031 0.0286562 0.0050812 0.0034411 0.0009217 0.0002456 0.0000222 0.0000089 0.0000030 0.0000076 0.0000006 0.0000009 0.0000004 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.6918814 0.0332775 0.0038746 0.0006848 0.0007170 0.0017810 0.0411476 0.0111468 0.0003080
C8 0.0000955 0.0005605 0.0001058 0.0001331 0.0043623 0.0273941 0.5037031 3.8698282 0.4872272 0.0220816 0.0322107 0.0048185 0.0008548 0.0000975 0.0000415 0.0000094 0.0000195 0.0000018 0.0000021 0.0000008 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0273738 0.0046458 0.0005739 0.0001038 0.0000997 0.0001472 0.0023652 0.0007325 0.0000214
C9 0.0000183 0.0000434 0.0000275 0.0000265 0.0007475 0.0069947 0.0286562 0.4872272 3.8895299 0.4666729 0.0474895 0.0376601 0.0046764 0.0004488 0.0002193 0.0000418 0.0000801 0.0000111 0.0000086 0.0000035 0.0000003 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0076612 0.0008061 0.0000451 0.0000142 0.0000293 0.0000275 0.0022375 0.0007043 0.0000146
C10 0.0000035 0.0000158 0.0000062 0.0000045 0.0001326 0.0009342 0.0050812 0.0220816 0.4666729 2.9544350 0.6683768 0.4546068 0.0120758 0.0040546 0.0007201 0.0001055 0.0003623 0.0000265 0.0000189 0.0000083 0.0000012 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0010654 0.0001555 0.0000165 0.0000031 0.0000067 0.0000049 0.0003736 0.0001229 0.0000027
