

C1 3.9473921 0.4956664 0.0438847 0.0407392 0.4726709
C2 0.4956664 3.9901676 0.5379006 0.5381746 0.0222261
S3 0.0438847 0.5379006 14.8087278 0.0701284 0.0120523
S4 0.0407392 0.5381746 0.0701284 14.7764170 0.0137542
