

C1 3.9602558 0.4903244 0.0299263 0.0076070 0.0009528 0.0025525 0.0005481 0.0009003 0.0010394 0.0084588 0.4767649
C2 0.4903244 3.8789316 0.5038315 0.0257260 0.0047118 0.0022505 0.0004705 0.0007136 0.0048797 0.0270310 0.0208919
C3 0.0299263 0.5038315 3.8708401 0.6666898 0.0361933 0.0394987 0.0063248 0.0109272 0.0347574 0.6796395 0.0065092
C4 0.0076070 0.0257260 0.6666898 3.9466385 0.7086150 0.0345265 0.0063295 0.0029950 0.0474473 0.0367931 0.0006098
C5 0.0009528 0.0047118 0.0361933 0.7086150 3.9376478 0.6602371 0.0277683 0.0314487 0.0360121 0.0489621 0.0002902
C6 0.0025525 0.0022505 0.0394987 0.0345265 0.6602371 3.9081635 0.5176942 0.0644784 0.6716492 0.0343907 0.0002631
C7 0.0005481 0.0004705 0.0063248 0.0063295 0.0277683 0.5176942 3.2992797 0.7389619 0.0335482 0.0052194 0.0000406
O8 0.0009003 0.0007136 0.0109272 0.0029950 0.0314487 0.0644784 0.7389619 8.0783976 0.0234743 0.0033349 0.0000765
C9 0.0010394 0.0048797 0.0347574 0.0474473 0.0360121 0.6716492 0.0335482 0.0234743 3.9634438 0.6925707 0.0005510
C10 0.0084588 0.0270310 0.6796395 0.0367931 0.0489621 0.0343907 0.0052194 0.0033349 0.6925707 3.9497731 0.0043930
