

C1 3.9559763 0.4935415 0.0251360 0.0067212 0.0008937 0.0003214 0.0105271 0.0001245 0.0000337 0.0000088 0.0000041 0.0000026 0.0000161 0.0000757 0.4774213
C2 0.4935415 3.8644130 0.4936343 0.0209921 0.0031401 0.0008040 0.0121182 0.0001584 0.0000551 0.0000115 0.0000249 0.0000072 0.0000461 0.0001144 0.0228856
C3 0.0251360 0.4936343 3.8724029 0.4957146 0.0356006 0.0026211 0.0035779 0.0004653 0.0001765 0.0000147 0.0001096 0.0000352 0.0002074 0.0000882 0.0037492
C4 0.0067212 0.0209921 0.4957146 3.5321833 0.4106263 0.0118991 0.0095558 0.0035174 0.0003170 0.0000316 0.0001121 0.0001733 0.0006895 0.0002108 0.0004280
O5 0.0008937 0.0031401 0.0356006 0.4106263 8.0136344 0.4168784 0.1491832 0.0343382 0.0113230 0.0010476 0.0018815 0.0013296 0.0059170 0.0024352 0.0001881
C6 0.0003214 0.0008040 0.0026211 0.0118991 0.4168784 2.9201764 0.6511378 0.5025577 0.0266419 0.0050425 0.0049294 0.0042838 0.0272607 0.0090062 0.0000746
O7 0.0105271 0.0121182 0.0035779 0.0095558 0.1491832 0.6511378 8.0124399 0.0484180 0.0162799 0.0027749 0.0081204 0.0017793 0.0188044 0.0804269 0.0015221
C8 0.0001245 0.0001584 0.0004653 0.0035174 0.0343382 0.5025577 0.0484180 3.8879360 0.6635606 0.0350722 0.0423918 0.0341183 0.6477710 0.0430574 0.0000302
C9 0.0000337 0.0000551 0.0001765 0.0003170 0.0113230 0.0266419 0.0162799 0.6635606 3.9335454 0.7121036 0.0368063 0.0480012 0.0328341 0.0063011 0.0000082
C10 0.0000088 0.0000115 0.0000147 0.0000316 0.0010476 0.0050425 0.0027749 0.0350722 0.7121036 3.9527143 0.6744802 0.0368789 0.0462451 0.0058813 0.0000022
C11 0.0000041 0.0000249 0.0001096 0.0001121 0.0018815 0.0049294 0.0081204 0.0423918 0.0368063 0.6744802 3.9563783 0.7108148 0.0356968 0.0076709 0.0000023
C12 0.0000026 0.0000072 0.0000352 0.0001733 0.0013296 0.0042838 0.0017793 0.0341183 0.0480012 0.0368789 0.7108148 3.9491124 0.6534550 0.0503579 0.0000014
C13 0.0000161 0.0000461 0.0002074 0.0006895 0.0059170 0.0272607 0.0188044 0.6477710 0.0328341 0.0462451 0.0356968 0.6534550 3.5540241 0.5086349 0.0000052
N14 0.0000757 0.0001144 0.0000882 0.0002108 0.0024352 0.0090062 0.0804269 0.0430574 0.0063011 0.0058813 0.0076709 0.0503579 0.5086349 6.4993300 0.0000188
