

C1 3.9740223 0.5093494 0.0234607 0.0335853 0.0153277 0.0013231 0.0003814 0.0002460 0.0001899 0.0000230 0.0000109 0.0000031 0.0000009 0.0000002 0.0000000 0.0000001 0.4748562
C2 0.5093494 3.8879689 0.5150529 0.8599612 0.0328130 0.0103233 0.0005542 0.0017761 0.0004224 0.0000717 0.0000127 0.0000065 0.0000012 0.0000005 0.0000001 0.0000002 0.0197646
C3 0.0234607 0.5150529 3.9749418 0.0367685 0.0054194 0.0008737 0.0000492 0.0001344 0.0000430 0.0000064 0.0000017 0.0000006 0.0000002 0.0000001 0.0000000 0.0000001 0.0081960
C4 0.0335853 0.8599612 0.0367685 3.9601090 0.5142665 0.0261828 0.0043358 0.0092448 0.0008017 0.0001146 0.0000470 0.0000074 0.0000024 0.0000009 0.0000002 0.0000003 0.0044814
C5 0.0153277 0.0328130 0.0054194 0.5142665 3.8765041 0.4925560 0.0246921 0.0018359 0.0114130 0.0009201 0.0005533 0.0001559 0.0000394 0.0000080 0.0000010 0.0000007 0.0029762
C6 0.0013231 0.0103233 0.0008737 0.0261828 0.4925560 3.8505824 0.5098602 0.0200952 0.0377613 0.0053174 0.0007660 0.0002197 0.0000531 0.0000522 0.0000072 0.0000020 0.0001872
C7 0.0003814 0.0005542 0.0000492 0.0043358 0.0246921 0.5098602 3.8920670 0.5085379 0.8569752 0.0298471 0.0115040 0.0025142 0.0005026 0.0003954 0.0000437 0.0000153 0.0001354
C8 0.0002460 0.0017761 0.0001344 0.0092448 0.0018359 0.0200952 0.5085379 3.9636424 0.0354434 0.0121593 0.0013165 0.0001505 0.0000423 0.0000319 0.0000098 0.0000035 0.0000409
C9 0.0001899 0.0004224 0.0000430 0.0008017 0.0114130 0.0377613 0.8569752 0.0354434 3.9769043 0.5098653 0.0338528 0.0055541 0.0009989 0.0009928 0.0001244 0.0000372 0.0000747
C10 0.0000230 0.0000717 0.0000064 0.0001146 0.0009201 0.0053174 0.0298471 0.0121593 0.5098653 3.8808197 0.4817442 0.0222400 0.0056929 0.0073099 0.0011592 0.0002182 0.0000077
C11 0.0000109 0.0000127 0.0000017 0.0000470 0.0005533 0.0007660 0.0115040 0.0013165 0.0338528 0.4817442 3.8595897 0.4813827 0.0283204 0.0212439 0.0068102 0.0015296 0.0000059
C12 0.0000031 0.0000065 0.0000006 0.0000074 0.0001559 0.0002197 0.0025142 0.0001505 0.0055541 0.0222400 0.4813827 3.7984353 0.4856741 0.4819290 0.0197693 0.0088812 0.0000016
C13 0.0000009 0.0000012 0.0000002 0.0000024 0.0000394 0.0000531 0.0005026 0.0000423 0.0009989 0.0056929 0.0283204 0.4856741 3.9584389 0.0268057 0.0105203 0.0014799 0.0000005
C14 0.0000002 0.0000005 0.0000001 0.0000009 0.0000080 0.0000522 0.0003954 0.0000319 0.0009928 0.0073099 0.0212439 0.4819290 0.0268057 3.8792353 0.4757357 0.0540273 0.0000001
C15 0.0000000 0.0000001 0.0000000 0.0000002 0.0000010 0.0000072 0.0000437 0.0000098 0.0001244 0.0011592 0.0068102 0.0197693 0.0105203 0.4757357 3.5287067 0.4450051 0.0000000
O16 0.0000001 0.0000002 0.0000001 0.0000003 0.0000007 0.0000020 0.0000153 0.0000035 0.0000372 0.0002182 0.0015296 0.0088812 0.0014799 0.0540273 0.4450051 8.1177734 0.0000001
