

C1 3.9711640 0.4980268 0.0266793 0.0058564 0.0012234 0.0000708 0.0000256 0.0000239 0.0000026 0.0000003 0.0000008 0.0000002 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.4821618
C2 0.4980268 3.8724185 0.4902030 0.0254041 0.0056123 0.0010708 0.0001409 0.0001168 0.0000147 0.0000014 0.0000034 0.0000003 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0212013
C3 0.0266793 0.4902030 3.8587714 0.4900297 0.0230961 0.0081578 0.0009125 0.0004546 0.0000446 0.0000049 0.0000147 0.0000010 0.0000001 0.0000000 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0041374
C4 0.0058564 0.0254041 0.4900297 3.8690893 0.4913124 0.0228962 0.0053315 0.0010595 0.0001150 0.0000104 0.0000149 0.0000026 0.0000002 0.0000001 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0010424
C5 0.0012234 0.0056123 0.0230961 0.4913124 3.8716008 0.4888041 0.0250180 0.0088670 0.0013283 0.0001140 0.0001087 0.0000220 0.0000024 0.0000005 0.0000004 0.0000001 0.0000000 0.0000000 0.0000000 0.0002137
C6 0.0000708 0.0010708 0.0081578 0.0228962 0.4888041 3.8710882 0.4941322 0.0214946 0.0062228 0.0006266 0.0006258 0.0001030 0.0000162 0.0000018 0.0000013 0.0000005 0.0000001 0.0000000 0.0000000 0.0000110
C7 0.0000256 0.0001409 0.0009125 0.0053315 0.0250180 0.4941322 3.8608676 0.4981740 0.0242407 0.0048903 0.0029415 0.0009094 0.0002088 0.0000125 0.0000116 0.0000033 0.0000009 0.0000002 0.0000001 0.0000031
C8 0.0000239 0.0001168 0.0004546 0.0010595 0.0088670 0.0214946 0.4981740 3.8525889 0.4890455 0.0198171 0.0284248 0.0047482 0.0007322 0.0000481 0.0000625 0.0000152 0.0000037 0.0000013 0.0000002 0.0000061
C9 0.0000026 0.0000147 0.0000446 0.0001150 0.0013283 0.0062228 0.0242407 0.4890455 3.8921331 0.4623789 0.0502409 0.0394195 0.0043771 0.0004298 0.0002632 0.0000519 0.0000208 0.0000085 0.0000011 0.0000009
C10 0.0000003 0.0000014 0.0000049 0.0000104 0.0001140 0.0006266 0.0048903 0.0198171 0.4623789 2.9004698 0.6607165 0.4347990 0.0111535 0.0031707 0.0028540 0.0003052 0.0001284 0.0000400 0.0000039 0.0000001
O11 0.0000008 0.0000034 0.0000147 0.0000149 0.0001087 0.0006258 0.0029415 0.0284248 0.0502409 0.6607165 8.0913744 0.1350611 0.0121508 0.0037917 0.0231440 0.0027597 0.0003914 0.0001360 0.0000143 0.0000003
O12 0.0000002 0.0000003 0.0000010 0.0000026 0.0000220 0.0001030 0.0009094 0.0047482 0.0394195 0.4347990 0.1350611 7.9706795 0.4108693 0.0402041 0.0059485 0.0007022 0.0004456 0.0001269 0.0000244 0.0000004
C13 0.0000000 0.0000000 0.0000001 0.0000002 0.0000024 0.0000162 0.0002088 0.0007322 0.0043771 0.0111535 0.0121508 0.4108693 3.5778016 0.4891243 0.0214953 0.0058420 0.0008351 0.0001281 0.0001223 0.0000001
C14 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000018 0.0000125 0.0000481 0.0004298 0.0031707 0.0037917 0.0402041 0.4891243 3.8809500 0.4987869 0.0272607 0.0094538 0.0013941 0.0004857 0.0000000
C15 0.0000000 0.0000000 0.0000001 0.0000000 0.0000004 0.0000013 0.0000116 0.0000625 0.0002632 0.0028540 0.0231440 0.0059485 0.0214953 0.4987869 3.8703244 0.4771297 0.0222226 0.0066043 0.0011581 0.0000000
C16 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000005 0.0000033 0.0000152 0.0000519 0.0003052 0.0027597 0.0007022 0.0058420 0.0272607 0.4771297 3.8696302 0.4976508 0.0270457 0.0111327 0.0000000
C17 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000009 0.0000037 0.0000208 0.0001284 0.0003914 0.0004456 0.0008351 0.0094538 0.0222226 0.4976508 3.8725673 0.4797734 0.0242193 0.0000000
C18 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000002 0.0000013 0.0000085 0.0000400 0.0001360 0.0001269 0.0001281 0.0013941 0.0066043 0.0270457 0.4797734 3.8683768 0.5007653 0.0000000
C19 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000001 0.0000002 0.0000011 0.0000039 0.0000143 0.0000244 0.0001223 0.0004857 0.0011581 0.0111327 0.0242193 0.5007653 3.9507092 0.0000000
